사고내용,가해자성별,가해자연령,가해자차종,피해자신체상해정도,사고유형,기상상태,사망자수,발생시각
경상,여,68세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-27 08시
경상,여,49세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-04-23 11시
경상,여,31세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-25 13시
중상,남,60세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-03-20 06시
경상,남,60세,화물차,경상,차대차 - 기타,맑음,0,2019-04-15 10시
경상,남,22세,승용차,경상,차대차 - 기타,맑음,0,2019-12-12 19시
중상,여,50세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-18 11시
중상,여,40세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-01-06 14시
중상,남,76세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-03-27 11시
경상,여,24세,승용차,경상,차대차 - 기타,맑음,0,2019-07-16 09시
경상,여,53세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-09-29 14시
경상,남,35세,승용차,경상,차대차 - 측면충돌,흐림,0,2019-02-16 19시
경상,남,45세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-07 07시
중상,남,49세,승용차,중상,차대차 - 기타,맑음,0,2019-08-19 21시
중상,남,54세,승용차,중상,차대차 - 기타,맑음,0,2019-11-07 23시
경상,남,69세,승용차,경상,차대차 - 기타,맑음,0,2019-02-02 13시
중상,남,18세,자전거,중상,차대차 - 기타,맑음,0,2019-03-23 08시
중상,남,66세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-04 10시
중상,여,23세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-04-01 07시
경상,남,53세,승용차,경상,차대차 - 기타,맑음,0,2019-11-14 08시
경상,남,71세,승용차,경상,차대차 - 기타,맑음,0,2019-02-26 16시
경상,남,30세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-28 15시
경상,남,65세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-11-11 10시
경상,남,46세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-29 09시
경상,여,41세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-25 07시
경상,남,27세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-27 15시
경상,여,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-30 12시
경상,여,31세,승용차,경상,차대차 - 기타,맑음,0,2019-09-11 22시
경상,남,27세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-02-21 00시
경상,남,71세,자전거,경상,차대사람 - 기타,맑음,0,2019-08-30 14시
경상,여,72세,자전거,경상,차대사람 - 기타,맑음,0,2019-10-10 12시
경상,남,58세,승용차,경상,차대차 - 기타,맑음,0,2019-03-09 02시
경상,남,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-29 16시
경상,남,40세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-08-17 10시
경상,남,27세,승용차,경상,차대차 - 기타,맑음,0,2019-01-01 19시
경상,남,29세,승용차,경상,차대차 - 기타,맑음,0,2019-04-23 09시
경상,남,35세,승용차,경상,차대차 - 기타,맑음,0,2019-07-25 10시
중상,남,66세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-25 13시
경상,남,25세,승용차,경상,차대차 - 기타,맑음,0,2019-06-18 19시
중상,여,61세,승용차,중상,차대차 - 기타,맑음,0,2019-06-19 08시
경상,여,24세,자전거,경상,차대차 - 기타,맑음,0,2019-08-26 20시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2019-02-02 15시
중상,남,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-03-26 15시
경상,남,30세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-09 13시
경상,남,47세,자전거,경상,차대사람 - 기타,맑음,0,2019-05-31 17시
경상,여,49세,승용차,경상,차대차 - 기타,맑음,0,2019-07-30 07시
경상,남,54세,화물차,경상,차대차 - 기타,맑음,0,2019-11-23 07시
중상,여,56세,승용차,중상,차대차 - 기타,맑음,0,2019-03-18 09시
중상,여,53세,승용차,중상,차대차 - 기타,맑음,0,2019-08-16 07시
중상,여,36세,승용차,중상,차대차 - 기타,맑음,0,2019-08-28 19시
경상,여,59세,승용차,경상,차대차 - 기타,맑음,0,2019-11-11 07시
경상,남,57세,승용차,경상,차대차 - 기타,맑음,0,2019-07-01 17시
경상,남,72세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-09-26 10시
중상,여,62세,승용차,중상,차대차 - 측면충돌,맑음,1,2019-02-11 13시
경상,남,40세,승용차,경상,차대차 - 기타,맑음,0,2019-04-23 19시
중상,여,33세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-05-02 12시
경상,남,33세,승용차,경상,차대차 - 기타,맑음,0,2019-02-02 04시
중상,남,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-03-13 08시
중상,남,33세,승용차,중상,차대차 - 기타,맑음,0,2019-05-07 12시
경상,남,36세,승용차,경상,차대차 - 기타,맑음,0,2019-07-31 06시
경상,남,28세,승용차,경상,차대차 - 기타,맑음,0,2019-02-09 20시
경상,남,48세,화물차,경상,차대차 - 기타,맑음,0,2019-02-16 18시
경상,남,36세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-02-18 16시
경상,여,52세,승용차,경상,차대차 - 기타,비,0,2019-04-29 11시
경상,남,34세,승용차,경상,차대차 - 기타,맑음,0,2019-09-04 21시
중상,남,39세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-13 07시
중상,여,50세,승용차,중상,차대차 - 기타,맑음,0,2019-10-10 22시
경상,남,60세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-30 16시
경상,남,31세,승용차,경상,차대차 - 기타,맑음,0,2019-05-24 15시
경상,남,52세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-11-16 10시
경상,남,32세,승용차,경상,차대차 - 기타,맑음,0,2019-01-06 15시
경상,남,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-14 12시
경상,여,24세,자전거,경상,차대사람 - 기타,맑음,0,2019-10-18 09시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2019-10-22 23시
경상,남,69세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-06-18 09시
경상,남,47세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-02 17시
경상,남,67세,승용차,경상,차대차 - 추돌,맑음,0,2019-08-06 08시
경상,남,64세,승용차,경상,차대차 - 기타,맑음,0,2019-08-20 13시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-09-27 19시
중상,남,27세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-06 11시
중상,남,31세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-12 19시
경상,여,28세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-12-03 23시
중상,여,51세,자전거,중상,차대차 - 측면충돌,맑음,0,2019-02-11 21시
중상,여,50세,승용차,중상,차대차 - 추돌,맑음,0,2019-03-29 07시
중상,남,50세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-01-13 13시
경상,남,13세,자전거,경상,차대차 - 기타,맑음,0,2019-05-26 15시
경상,남,57세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-09-11 17시
경상,남,59세,승용차,경상,차대차 - 기타,맑음,0,2019-11-22 18시
경상,남,51세,화물차,경상,차대차 - 기타,맑음,0,2019-07-05 15시
중상,남,64세,승용차,중상,차대차 - 추돌,맑음,0,2019-10-19 05시
경상,여,39세,승용차,경상,차대차 - 기타,맑음,0,2019-11-01 08시
중상,남,60세,승용차,중상,차대차 - 기타,맑음,0,2019-06-20 17시
중상,남,59세,승용차,중상,차대차 - 기타,맑음,0,2019-08-13 18시
경상,남,70세,승용차,경상,차대차 - 기타,맑음,0,2019-10-21 18시
중상,남,55세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-02-07 10시
경상,남,60세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-23 06시
경상,남,22세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-10-09 10시
중상,남,30세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-24 06시
경상,여,26세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-18 18시
중상,여,57세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-23 12시
중상,남,61세,승용차,중상,차대차 - 기타,맑음,0,2019-11-03 02시
경상,여,41세,승용차,경상,차대차 - 기타,맑음,0,2019-03-06 08시
경상,남,50세,승용차,경상,차대차 - 기타,맑음,0,2019-05-21 06시
중상,여,36세,승용차,중상,차대차 - 기타,맑음,0,2019-08-19 15시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-27 15시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-11 17시
중상,여,48세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-20 10시
경상,남,67세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-11-01 22시
경상,여,32세,승용차,경상,차대차 - 기타,맑음,0,2019-11-18 12시
중상,여,54세,승용차,중상,차대차 - 기타,맑음,0,2019-12-22 17시
중상,남,38세,승용차,중상,차대차 - 기타,맑음,0,2019-12-27 10시
중상,남,50세,자전거,중상,차대차 - 기타,맑음,0,2019-07-05 08시
중상,여,34세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-02-25 09시
경상,남,54세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-09 17시
경상,남,76세,승용차,경상,차대차 - 추돌,맑음,0,2019-07-19 09시
경상,여,49세,승용차,경상,차대차 - 기타,맑음,0,2019-10-16 08시
중상,여,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-28 10시
중상,남,58세,승용차,중상,차대차 - 기타,맑음,0,2019-02-13 06시
경상,여,42세,승용차,경상,차대차 - 기타,맑음,0,2019-02-01 09시
경상,,불명,자전거,경상,차대사람 - 기타,맑음,0,2019-06-12 18시
경상,남,52세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-26 15시
경상,남,24세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-14 20시
중상,여,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-09 14시
경상,남,77세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-19 08시
경상,남,41세,승용차,경상,차대차 - 기타,맑음,0,2019-05-13 07시
경상,남,26세,승용차,경상,차대차 - 측면충돌,흐림,0,2019-09-08 20시
중상,남,41세,승용차,중상,차대차 - 기타,맑음,0,2019-11-01 12시
경상,남,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-02-19 00시
중상,남,32세,승용차,중상,차대차 - 기타,맑음,0,2019-06-22 21시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-27 12시
경상,여,53세,승용차,경상,차대차 - 기타,맑음,0,2019-06-11 16시
중상,남,23세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-08-01 08시
경상,남,66세,승용차,경상,차대차 - 기타,맑음,0,2019-09-17 10시
중상,여,48세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-10 09시
중상,남,66세,승용차,중상,차대차 - 추돌,맑음,0,2019-09-03 06시
경상,남,57세,승용차,경상,차대차 - 추돌,맑음,0,2019-09-26 12시
경상,남,32세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-07 08시
경상,남,59세,승용차,경상,차대차 - 기타,맑음,0,2019-09-20 05시
경상,여,51세,승용차,경상,차대차 - 기타,맑음,0,2019-07-13 01시
경상,남,57세,화물차,경상,차대차 - 기타,맑음,0,2019-12-13 13시
중상,남,44세,승용차,중상,차대차 - 추돌,맑음,0,2019-01-23 12시
중상,남,81세,승용차,중상,차대차 - 기타,맑음,0,2019-08-05 10시
중상,여,70세,승용차,중상,차대차 - 기타,맑음,0,2019-01-28 17시
경상,남,66세,자전거,경상,차대차 - 기타,맑음,0,2019-04-01 11시
경상,남,15세,자전거,경상,차대사람 - 기타,비,0,2019-04-25 22시
중상,남,37세,화물차,중상,차대차 - 측면충돌,흐림,0,2019-07-03 23시
중상,남,64세,승용차,중상,차대차 - 기타,맑음,0,2019-06-16 10시
경상,남,65세,자전거,경상,차대사람 - 기타,맑음,0,2019-09-01 20시
중상,남,38세,승용차,중상,차대차 - 기타,맑음,0,2019-10-24 05시
경상,남,62세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-10 06시
경상,남,28세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-10 14시
경상,남,56세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-07-03 16시
중상,남,22세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-16 22시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-05 16시
경상,남,22세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-19 00시
중상,여,44세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-28 08시
경상,남,33세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-31 22시
중상,남,50세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-02-18 06시
경상,남,49세,자전거,경상,차대사람 - 기타,맑음,0,2019-04-05 07시
경상,남,72세,승용차,경상,차대차 - 기타,맑음,0,2019-11-06 10시
중상,남,54세,승용차,중상,차대차 - 기타,맑음,1,2019-06-01 20시
경상,남,35세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-11-02 12시
중상,여,38세,승용차,중상,차대차 - 기타,맑음,0,2019-05-07 17시
경상,남,40세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-20 18시
경상,남,15세,자전거,경상,차대사람 - 기타,맑음,0,2019-06-14 18시
경상,남,37세,승용차,경상,차대차 - 측면충돌,비,0,2019-09-06 22시
중상,여,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-12 18시
중상,남,61세,승용차,중상,차대차 - 측면충돌,맑음,1,2019-04-01 09시
경상,남,69세,승용차,경상,차대차 - 기타,맑음,1,2019-10-10 20시
경상,남,63세,자전거,경상,차대사람 - 기타,맑음,1,2019-06-25 07시
중상,남,51세,화물차,중상,차대차 - 기타,맑음,1,2019-07-23 12시
중상,여,27세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-04-09 13시
경상,남,54세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-15 14시
중상,남,59세,승용차,중상,차대차 - 기타,맑음,0,2019-07-01 15시
경상,남,53세,승용차,경상,차대차 - 기타,맑음,0,2019-08-22 08시
경상,남,27세,화물차,경상,차대차 - 기타,맑음,0,2019-10-04 10시
중상,여,33세,승용차,중상,차대차 - 추돌,맑음,0,2019-08-02 11시
중상,남,47세,승용차,중상,차대차 - 기타,맑음,0,2019-09-08 18시
경상,남,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-12-27 21시
중상,남,61세,자전거,중상,차대차 - 측면충돌,맑음,0,2019-04-30 12시
중상,남,56세,승용차,중상,차대차 - 기타,맑음,0,2019-06-29 17시
중상,남,58세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-03-01 21시
중상,남,33세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-05-14 20시
중상,남,37세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-07-18 07시
경상,여,54세,승용차,경상,차대차 - 기타,맑음,0,2019-10-01 15시
중상,여,47세,승용차,중상,차대차 - 기타,맑음,0,2019-06-02 08시
경상,남,69세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-04 14시
중상,남,57세,승용차,중상,차대차 - 기타,맑음,0,2019-10-04 13시
경상,여,61세,자전거,경상,차대사람 - 기타,맑음,0,2019-04-16 19시
경상,여,65세,자전거,경상,차대사람 - 기타,맑음,0,2019-05-09 09시
경상,,불명,자전거,경상,차대사람 - 기타,맑음,0,2019-05-30 16시
중상,여,31세,승용차,중상,차대차 - 측면충돌,흐림,0,2019-08-24 12시
중상,남,35세,화물차,중상,차대차 - 기타,맑음,0,2019-09-30 19시
경상,남,32세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-09-16 14시
경상,남,59세,승용차,경상,차대차 - 기타,맑음,0,2019-09-29 19시
경상,여,65세,승용차,경상,차대차 - 기타,맑음,0,2019-10-31 21시
경상,여,53세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-30 21시
경상,여,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-22 17시
경상,여,36세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-12-27 18시
중상,남,66세,자전거,중상,차대사람 - 기타,맑음,0,2019-02-02 12시
경상,남,70세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-08-16 08시
중상,남,63세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-08-19 09시
경상,여,44세,승용차,경상,차대차 - 기타,맑음,0,2019-04-24 14시
경상,남,57세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-10-09 18시
경상,남,58세,승용차,경상,차대차 - 기타,맑음,0,2019-11-26 09시
경상,남,58세,승용차,경상,차대차 - 기타,맑음,0,2019-04-10 17시
중상,남,39세,화물차,중상,차대차 - 기타,맑음,0,2019-04-11 05시
경상,남,73세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-04 05시
중상,남,50세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-17 20시
경상,남,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-03 18시
중상,남,45세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-28 08시
중상,남,43세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-16 20시
경상,남,46세,승용차,경상,차대차 - 기타,맑음,0,2019-12-30 07시
중상,남,54세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-07-06 11시
경상,남,62세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-13 16시
경상,남,49세,승용차,경상,차대차 - 기타,비,0,2019-08-12 13시
중상,남,70세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-18 20시
경상,여,60세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-29 14시
경상,남,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-21 07시
경상,여,49세,승용차,경상,차대차 - 기타,맑음,0,2019-06-04 19시
중상,남,28세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-23 12시
경상,남,40세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-05-16 21시
중상,남,69세,승용차,중상,차대차 - 기타,맑음,1,2019-09-08 13시
경상,여,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-23 17시
중상,여,67세,화물차,중상,차대차 - 기타,맑음,0,2019-05-29 18시
중상,남,26세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-16 18시
중상,여,32세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-19 10시
경상,남,35세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-30 09시
경상,남,60세,자전거,경상,차대사람 - 기타,맑음,0,2019-06-21 18시
경상,남,53세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-09 08시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-05-11 11시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-27 18시
중상,남,45세,자전거,중상,차대사람 - 기타,맑음,0,2019-09-28 14시
경상,여,45세,자전거,경상,차대사람 - 기타,맑음,0,2019-10-16 17시
중상,남,68세,승용차,중상,차대차 - 기타,흐림,0,2019-11-11 07시
경상,여,53세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-17 16시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-22 13시
경상,여,56세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-02-01 18시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-30 08시
중상,남,77세,승용차,중상,차대차 - 기타,맑음,0,2019-10-10 09시
경상,남,52세,승용차,경상,차대차 - 측면충돌,흐림,0,2019-10-27 18시
경상,남,56세,승용차,경상,차대차 - 기타,맑음,0,2019-03-13 08시
경상,남,64세,승용차,경상,차대차 - 기타,맑음,0,2019-06-12 08시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-14 13시
중상,여,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-08 14시
경상,여,60세,승용차,경상,차대차 - 기타,맑음,0,2019-07-13 12시
중상,남,51세,화물차,중상,차대차 - 기타,맑음,0,2019-01-17 14시
중상,남,56세,승용차,중상,차대차 - 기타,맑음,0,2019-06-26 08시
경상,여,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-26 17시
경상,남,50세,화물차,경상,차대차 - 기타,맑음,0,2019-09-29 17시
경상,남,49세,화물차,경상,차대차 - 기타,맑음,0,2019-10-10 15시
경상,여,54세,승용차,경상,차대차 - 측면충돌,비,0,2019-11-03 18시
경상,남,64세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-02-28 16시
경상,남,69세,자전거,경상,차대사람 - 기타,맑음,0,2019-03-24 10시
중상,남,23세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-13 17시
중상,남,61세,승용차,중상,차대차 - 측면충돌,맑음,1,2019-07-19 08시
중상,남,43세,승용차,중상,차대차 - 측면충돌,맑음,1,2019-12-14 18시
경상,,불명,자전거,경상,차대차 - 측면충돌,맑음,0,2019-10-15 17시
중상,남,28세,자전거,중상,차대사람 - 기타,맑음,0,2019-12-14 08시
중상,남,23세,승용차,중상,차대차 - 기타,맑음,0,2019-01-15 21시
경상,남,33세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-09-11 18시
중상,남,36세,화물차,중상,차대차 - 기타,맑음,1,2019-05-29 11시
경상,남,40세,화물차,경상,차대차 - 기타,비,1,2019-07-31 23시
중상,여,58세,승용차,중상,차대차 - 기타,맑음,1,2019-11-02 21시
중상,남,47세,승용차,중상,차대차 - 기타,맑음,1,2019-11-14 23시
중상,남,37세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-02-27 13시
경상,남,40세,자전거,경상,차대차 - 기타,맑음,0,2019-07-01 18시
중상,여,37세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-04 17시
중상,여,25세,자전거,중상,차대사람 - 기타,맑음,0,2019-04-12 13시
경상,남,27세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-15 10시
중상,남,59세,승용차,중상,차대차 - 추돌,맑음,0,2019-03-30 22시
경상,남,52세,자전거,경상,차대사람 - 기타,맑음,0,2019-08-23 20시
경상,남,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-09-04 17시
경상,남,25세,화물차,경상,차대차 - 기타,맑음,0,2019-09-09 10시
경상,남,58세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-10-26 09시
경상,남,13세,자전거,경상,차대사람 - 기타,맑음,0,2019-07-06 21시
경상,남,60세,승용차,경상,차대차 - 기타,맑음,0,2019-10-01 19시
경상,여,35세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-28 16시
경상,여,51세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-26 15시
경상,남,32세,승용차,경상,차대차 - 기타,맑음,0,2019-07-06 23시
중상,남,17세,자전거,중상,차대사람 - 기타,맑음,0,2019-12-22 17시
경상,남,72세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-12-30 12시
경상,여,36세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-04-29 17시
경상,남,56세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-10-08 15시
중상,남,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-04-09 09시
중상,남,55세,승용차,중상,차대차 - 기타,맑음,0,2019-06-17 17시
중상,남,66세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-01 12시
중상,남,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-21 19시
중상,남,58세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-03-16 08시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-13 11시
중상,남,47세,승용차,중상,차대차 - 기타,맑음,0,2019-06-20 15시
중상,남,71세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-22 05시
중상,남,76세,자전거,중상,차대차 - 측면충돌,맑음,0,2019-09-13 17시
중상,남,52세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-18 07시
중상,여,43세,승용차,중상,차대차 - 추돌,맑음,0,2019-11-07 09시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-07 14시
중상,남,61세,승용차,중상,차대차 - 기타,맑음,0,2019-05-10 10시
경상,여,49세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-01-24 08시
경상,남,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-28 19시
경상,여,41세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-22 18시
경상,여,52세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-24 05시
중상,남,60세,화물차,중상,차대차 - 측면충돌,비,0,2019-06-29 17시
중상,여,68세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-11 23시
중상,여,36세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-28 07시
경상,여,60세,화물차,경상,차대차 - 기타,맑음,0,2019-10-24 12시
중상,남,55세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-25 15시
경상,여,40세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-02-26 09시
중상,남,71세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-05-20 09시
경상,남,72세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-09-11 15시
경상,남,50세,승용차,경상,차대차 - 기타,맑음,0,2019-07-17 21시
경상,여,22세,승용차,경상,차대차 - 기타,맑음,0,2019-11-25 20시
중상,남,18세,승용차,중상,차대차 - 기타,맑음,0,2019-08-29 22시
경상,남,49세,승용차,경상,차대차 - 기타,맑음,0,2019-10-27 12시
경상,여,63세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-11-07 18시
경상,남,45세,승용차,경상,차대차 - 추돌,맑음,0,2019-07-01 08시
경상,여,47세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-29 12시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-07 08시
중상,여,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-15 17시
중상,여,52세,승용차,중상,차대차 - 측면충돌,맑음,1,2019-01-05 09시
중상,남,41세,화물차,중상,차대차 - 측면충돌,맑음,1,2019-07-03 10시
중상,남,62세,승용차,중상,차대차 - 기타,비,0,2019-06-06 16시
경상,남,47세,승용차,경상,차대차 - 기타,맑음,0,2019-06-08 14시
중상,여,62세,자전거,중상,차대사람 - 기타,맑음,0,2019-04-03 10시
중상,여,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-08-22 13시
중상,여,41세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-09 12시
경상,남,43세,승용차,경상,차대차 - 기타,맑음,0,2019-03-27 16시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-10-12 11시
경상,남,63세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-05-31 15시
경상,남,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-06 16시
중상,남,57세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-29 10시
경상,여,72세,승용차,경상,차대차 - 측면충돌,흐림,0,2019-09-03 14시
경상,남,62세,화물차,경상,차대차 - 기타,맑음,0,2019-11-26 10시
중상,여,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-10 12시
경상,남,73세,승용차,경상,차대차 - 기타,맑음,0,2019-03-28 14시
중상,남,44세,화물차,중상,차대차 - 기타,맑음,0,2019-10-08 18시
