사고내용,가해자성별,가해자연령,가해자차종,피해자신체상해정도,사고유형,기상상태,사망자수,발생시각
중상,남,37세,승용차,중상,차대차 - 기타,맑음,0,2018-05-14 23시
경상,남,48세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-01-03 07시
경상,여,68세,승용차,경상,차대차 - 기타,맑음,0,2018-12-04 16시
경상,여,52세,승용차,경상,차대차 - 기타,비,0,2018-08-27 10시
중상,남,67세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-02-08 14시
중상,남,61세,승용차,중상,차대차 - 기타,맑음,0,2018-08-18 09시
중상,남,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-11 08시
중상,여,74세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-17 11시
중상,남,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-05-25 16시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-16 19시
경상,남,56세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-22 21시
경상,남,64세,승용차,경상,차대차 - 기타,맑음,0,2018-03-26 15시
경상,남,66세,승용차,경상,차대차 - 기타,맑음,0,2018-07-27 16시
중상,남,57세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-05-19 12시
중상,남,35세,승용차,중상,차대차 - 기타,맑음,0,2018-05-04 09시
경상,여,54세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-05-10 07시
경상,여,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-09-07 08시
경상,남,13세,자전거,경상,차대차 - 추돌,맑음,0,2018-12-12 13시
경상,남,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-01 11시
경상,남,29세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-18 13시
중상,여,39세,승용차,중상,차대차 - 측면충돌,흐림,0,2018-08-29 11시
중상,여,37세,승용차,중상,차대차 - 기타,맑음,0,2018-09-19 09시
중상,남,41세,화물차,중상,차대차 - 추돌,맑음,0,2018-08-17 09시
중상,남,52세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-08-20 05시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-29 01시
경상,여,49세,자전거,경상,차대사람 - 기타,맑음,0,2018-07-14 12시
중상,남,47세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-10-16 10시
중상,남,27세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-15 19시
중상,여,32세,자전거,중상,차대차 - 측면충돌,맑음,0,2018-09-05 08시
중상,남,74세,승용차,중상,차대차 - 기타,맑음,0,2018-11-20 15시
중상,남,26세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-02 02시
경상,남,70세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-09-04 17시
중상,여,58세,승용차,중상,차대차 - 기타,맑음,0,2018-12-22 18시
경상,남,48세,승용차,경상,차대차 - 기타,맑음,1,2018-02-10 06시
경상,남,61세,화물차,경상,차대차 - 추돌,맑음,1,2018-09-28 12시
중상,여,24세,승용차,중상,차대차 - 기타,맑음,1,2018-09-30 21시
경상,여,24세,승용차,경상,차대차 - 기타,맑음,0,2018-09-08 11시
경상,남,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-12-23 11시
경상,여,54세,승용차,경상,차대차 - 기타,맑음,0,2018-03-29 13시
경상,남,16세,자전거,경상,차대차 - 측면충돌,맑음,0,2018-06-09 13시
중상,남,32세,자전거,중상,차대차 - 측면충돌,맑음,0,2018-06-10 12시
중상,남,33세,화물차,중상,차대차 - 측면충돌,비,0,2018-09-03 21시
중상,남,18세,승용차,중상,차대차 - 추돌,맑음,0,2018-11-02 00시
경상,남,70세,승용차,경상,차대차 - 기타,맑음,0,2018-06-05 19시
중상,여,44세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-21 09시
중상,남,28세,승용차,중상,차대차 - 기타,맑음,0,2018-04-28 16시
경상,남,30세,승용차,경상,차대차 - 기타,맑음,0,2018-06-30 16시
중상,남,42세,화물차,중상,차대차 - 기타,맑음,0,2018-08-13 09시
경상,여,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-05-31 08시
경상,남,66세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-06-21 12시
경상,여,40세,승용차,경상,차대차 - 기타,맑음,0,2018-09-13 18시
경상,남,42세,화물차,경상,차대차 - 측면충돌,흐림,0,2018-11-26 06시
경상,남,47세,화물차,경상,차대차 - 기타,흐림,0,2018-02-08 19시
경상,남,35세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-10-04 21시
경상,여,65세,승용차,경상,차대차 - 기타,맑음,0,2018-04-12 10시
경상,남,75세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-12-11 17시
경상,여,43세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-02-16 14시
경상,남,44세,자전거,경상,차대사람 - 기타,맑음,0,2018-07-07 19시
중상,여,27세,승용차,중상,차대차 - 기타,맑음,0,2018-07-24 06시
중상,여,38세,승용차,중상,차대차 - 기타,맑음,0,2018-12-22 15시
경상,여,51세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-05-21 13시
경상,여,39세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-15 08시
중상,여,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-17 08시
경상,여,42세,승용차,경상,차대차 - 기타,맑음,0,2018-05-10 08시
중상,남,39세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-08 14시
중상,여,60세,승용차,중상,차대차 - 기타,맑음,0,2018-10-14 15시
중상,남,58세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-19 08시
중상,여,64세,승용차,중상,차대차 - 추돌,맑음,0,2018-04-20 10시
중상,남,63세,화물차,중상,차대차 - 기타,맑음,0,2018-08-15 11시
중상,여,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-27 19시
중상,남,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-30 05시
경상,남,63세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-09-22 16시
경상,남,80세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-13 16시
중상,남,55세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-05-31 13시
중상,여,47세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-07 07시
중상,남,65세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-16 19시
중상,남,27세,승용차,중상,차대차 - 추돌,맑음,0,2018-12-31 14시
경상,남,65세,승용차,경상,차대차 - 기타,맑음,0,2018-09-28 10시
중상,여,42세,승용차,중상,차대차 - 기타,맑음,1,2018-10-20 11시
중상,남,68세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-01-18 12시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-05-25 18시
경상,여,67세,승용차,경상,차대차 - 기타,맑음,0,2018-11-30 06시
중상,남,75세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-02-08 10시
경상,남,29세,승용차,경상,차대차 - 기타,맑음,0,2018-05-21 17시
중상,남,63세,승용차,중상,차대차 - 기타,맑음,0,2018-11-23 15시
경상,남,74세,자전거,경상,차대차 - 측면충돌,맑음,0,2018-04-26 11시
경상,여,51세,승용차,경상,차대차 - 기타,맑음,0,2018-06-07 13시
경상,남,64세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-09-19 17시
중상,여,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-14 16시
중상,남,73세,승용차,중상,차대차 - 추돌,맑음,1,2018-03-22 13시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,1,2018-07-03 10시
경상,남,28세,승용차,경상,차대차 - 기타,맑음,0,2018-01-15 22시
중상,남,58세,승용차,중상,차대차 - 기타,맑음,0,2018-01-24 14시
중상,남,36세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-08 14시
경상,남,41세,화물차,경상,차대차 - 기타,맑음,0,2018-07-14 09시
중상,남,43세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-20 08시
경상,남,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-09-27 23시
경상,남,56세,화물차,경상,차대차 - 기타,맑음,0,2018-12-19 11시
경상,여,45세,승용차,경상,차대차 - 기타,흐림,0,2018-02-23 21시
경상,남,72세,승용차,경상,차대차 - 추돌,맑음,0,2018-06-09 14시
중상,남,28세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-08-13 14시
중상,여,50세,승용차,중상,차대차 - 기타,맑음,1,2018-02-04 10시
경상,남,48세,승용차,경상,차대차 - 기타,맑음,1,2018-04-20 15시
경상,여,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-12 16시
경상,남,58세,승용차,경상,차대차 - 기타,맑음,0,2018-03-26 07시
중상,남,42세,화물차,중상,차대차 - 기타,맑음,0,2018-04-17 08시
경상,남,35세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-19 18시
중상,남,59세,화물차,중상,차대차 - 측면충돌,비,0,2018-06-26 10시
중상,여,37세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-03 15시
경상,여,40세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-12 15시
경상,남,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-07-19 11시
경상,여,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-08-06 08시
경상,남,24세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-12-05 18시
경상,여,45세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-01-02 16시
중상,남,70세,승용차,중상,차대차 - 기타,맑음,0,2018-02-13 13시
중상,여,46세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-24 22시
중상,남,58세,화물차,중상,차대차 - 기타,맑음,0,2018-10-16 17시
경상,여,58세,승용차,경상,차대차 - 기타,맑음,0,2018-04-02 18시
경상,여,39세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-02 13시
경상,남,52세,승용차,경상,차대차 - 기타,맑음,0,2018-06-11 21시
중상,남,57세,승용차,중상,차대차 - 기타,맑음,0,2018-07-31 00시
중상,남,46세,승용차,중상,차대차 - 기타,맑음,0,2018-05-28 15시
중상,남,36세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-06-06 18시
경상,남,25세,승용차,경상,차대차 - 기타,맑음,0,2018-08-28 10시
경상,남,76세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-09-08 09시
경상,남,47세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-07 16시
중상,남,57세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-20 07시
경상,남,62세,승용차,경상,차대차 - 기타,맑음,0,2018-10-13 16시
중상,남,23세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-12-20 08시
중상,여,61세,승용차,중상,차대차 - 기타,맑음,0,2018-05-28 09시
중상,남,63세,화물차,중상,차대차 - 기타,맑음,0,2018-06-25 07시
중상,남,53세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-09-19 06시
중상,여,34세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-19 08시
중상,남,64세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-13 22시
중상,여,34세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-18 01시
경상,남,22세,승용차,경상,차대차 - 기타,맑음,0,2018-10-31 19시
경상,남,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-11-02 12시
중상,남,75세,자전거,경상,차대차 - 기타,맑음,0,2018-03-13 10시
경상,남,25세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-12-17 11시
경상,여,64세,승용차,경상,차대차 - 기타,맑음,0,2018-04-18 15시
중상,남,56세,승용차,중상,차대차 - 기타,맑음,0,2018-06-28 16시
경상,남,33세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-10-08 10시
경상,여,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-27 10시
경상,남,49세,승용차,경상,차대차 - 기타,맑음,0,2018-05-17 12시
중상,여,53세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-01-04 09시
중상,여,47세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-02-19 14시
중상,여,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-03-23 12시
중상,남,68세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-03-24 12시
경상,남,43세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-11 12시
경상,남,76세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-05-14 17시
경상,남,65세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-05-25 10시
중상,여,51세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-03-16 16시
중상,남,38세,승용차,중상,차대차 - 추돌,비,0,2018-06-19 21시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-08-29 06시
중상,남,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-12-22 11시
중상,여,27세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-04-26 17시
중상,남,46세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-07-31 15시
중상,남,71세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-10-07 12시
경상,여,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-19 10시
중상,남,68세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-27 14시
경상,남,31세,화물차,경상,차대차 - 기타,맑음,0,2018-05-29 11시
경상,남,35세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-07-17 20시
경상,남,56세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-14 07시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-12 16시
중상,남,42세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-05 11시
중상,여,50세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-09-27 12시
경상,여,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-12-07 13시
경상,남,46세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-04-12 16시
경상,남,80세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-08-09 09시
중상,남,51세,승용차,중상,차대차 - 기타,맑음,0,2018-06-13 16시
경상,여,48세,승용차,경상,차대차 - 기타,맑음,0,2018-12-05 17시
경상,남,46세,승용차,경상,차대차 - 기타,맑음,0,2018-01-12 16시
중상,남,41세,승용차,중상,차대차 - 기타,맑음,0,2018-02-05 07시
경상,남,48세,승용차,경상,차대차 - 기타,맑음,0,2018-05-09 03시
경상,여,65세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-14 17시
중상,남,51세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-08-06 15시
경상,남,68세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-08-21 10시
중상,남,66세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-09-28 12시
중상,여,39세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-03-27 08시
경상,남,37세,승용차,경상,차대차 - 추돌,맑음,0,2018-04-21 10시
경상,남,73세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-12 07시
중상,남,64세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-13 10시
중상,남,72세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-18 11시
중상,남,69세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-25 17시
경상,남,63세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-05-18 07시
중상,남,34세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-27 19시
중상,남,71세,승용차,중상,차대차 - 측면충돌,비,0,2018-07-02 13시
중상,여,42세,승용차,중상,차대차 - 측면충돌,비,0,2018-06-19 16시
중상,여,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-28 13시
중상,남,47세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-10-25 14시
중상,남,35세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-06-27 17시
경상,남,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-12 18시
경상,남,55세,화물차,경상,차대차 - 측면충돌,맑음,0,2018-03-16 15시
경상,남,61세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-06-12 17시
경상,남,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-26 13시
중상,남,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-15 07시
중상,남,53세,승용차,중상,차대차 - 측면충돌,비,0,2018-10-18 22시
경상,여,34세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-07-30 08시
경상,남,36세,승용차,경상,차대차 - 기타,맑음,0,2018-08-15 16시
중상,여,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-30 09시
경상,남,17세,자전거,경상,차대차 - 측면충돌,맑음,0,2018-02-22 22시
경상,남,27세,화물차,경상,차대차 - 기타,맑음,0,2018-04-16 14시
경상,여,53세,승용차,경상,차대차 - 추돌,맑음,0,2018-07-09 06시
중상,남,56세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-07-22 14시
중상,남,54세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-09-16 15시
경상,남,40세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-03-24 20시
경상,남,74세,자전거,경상,차대차 - 측면충돌,맑음,0,2018-09-09 10시
중상,남,78세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-05-03 18시
중상,남,72세,화물차,중상,차대차 - 기타,맑음,0,2018-08-14 12시
경상,여,55세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-09-17 17시
중상,남,70세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-09-22 06시
중상,여,38세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-12-17 09시
중상,여,49세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-01-25 15시
중상,여,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-03-25 19시
경상,여,51세,승용차,경상,차대차 - 추돌,맑음,0,2018-04-30 09시
경상,여,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-08-28 10시
중상,남,26세,승용차,중상,차대차 - 기타,비,0,2018-10-06 03시
경상,남,67세,승용차,경상,차대차 - 기타,맑음,0,2018-02-26 16시
경상,남,67세,승용차,경상,차대차 - 기타,맑음,0,2018-03-03 10시
중상,남,67세,승용차,중상,차대차 - 기타,흐림,0,2018-05-07 08시
경상,여,42세,승용차,경상,차대차 - 측면충돌,맑음,0,2018-04-08 11시
경상,여,61세,승용차,경상,차대차 - 기타,맑음,0,2018-06-07 14시
경상,여,46세,승용차,경상,차대차 - 기타,맑음,0,2018-09-13 15시
중상,여,32세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-11-18 15시
경상,남,46세,승용차,경상,차대차 - 기타,맑음,0,2018-01-27 18시
중상,남,76세,승용차,중상,차대차 - 기타,비,0,2018-04-23 21시
중상,남,51세,화물차,중상,차대차 - 측면충돌,맑음,0,2018-07-07 16시
중상,여,54세,승용차,중상,차대차 - 측면충돌,맑음,0,2018-10-18 15시
중상,남,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-02-12 16시
경상,여,38세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-04-11 07시
중상,남,51세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-07 07시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-11-19 21시
경상,남,63세,승용차,경상,차대차 - 기타,맑음,0,2019-01-03 07시
경상,남,23세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-24 01시
경상,여,65세,승용차,경상,차대차 - 기타,맑음,0,2019-01-11 08시
중상,남,39세,승용차,중상,차대차 - 기타,맑음,0,2019-01-15 18시
경상,남,61세,승용차,경상,차대차 - 기타,맑음,0,2019-01-28 19시
경상,여,51세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-07-21 21시
경상,여,58세,승용차,경상,차대차 - 기타,맑음,0,2019-06-04 15시
중상,남,60세,승용차,중상,차대차 - 추돌,맑음,0,2019-10-31 20시
중상,남,27세,화물차,중상,차대차 - 기타,맑음,0,2019-12-16 05시
중상,남,63세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-19 15시
경상,남,27세,승용차,경상,차대차 - 기타,맑음,0,2019-02-02 12시
경상,남,57세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-05-01 09시
중상,남,35세,화물차,중상,차대차 - 측면충돌,맑음,0,2019-05-10 17시
경상,여,38세,승용차,경상,차대차 - 기타,맑음,0,2019-11-28 12시
경상,남,30세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-22 18시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-25 00시
중상,남,75세,자전거,중상,차대차 - 측면충돌,맑음,0,2019-06-02 08시
경상,남,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-18 22시
경상,남,9세,자전거,경상,차대사람 - 기타,맑음,0,2019-12-03 15시
경상,남,66세,승용차,경상,차대차 - 기타,맑음,0,2019-05-05 21시
경상,여,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-25 10시
중상,남,31세,승용차,중상,차대차 - 기타,맑음,0,2019-10-21 06시
경상,남,83세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-12-31 09시
경상,여,56세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-06-17 19시
경상,남,26세,승용차,경상,차대차 - 기타,맑음,0,2019-08-13 19시
경상,남,66세,승용차,경상,차대차 - 기타,맑음,0,2019-12-24 11시
중상,남,65세,자전거,중상,차대사람 - 기타,맑음,0,2019-04-29 18시
경상,남,61세,승용차,경상,차대차 - 기타,맑음,0,2019-06-22 11시
경상,여,60세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-22 12시
중상,남,52세,화물차,중상,차대차 - 측면충돌,비,1,2019-09-10 09시
경상,남,40세,화물차,경상,차대차 - 측면충돌,맑음,0,2019-07-29 12시
중상,여,55세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-09-23 13시
경상,남,85세,승용차,경상,차대차 - 기타,맑음,0,2019-12-19 13시
중상,남,71세,화물차,중상,차대차 - 기타,맑음,0,2019-08-09 07시
중상,남,91세,자전거,중상,차대사람 - 기타,맑음,0,2019-09-09 12시
중상,남,36세,승용차,중상,차대차 - 기타,맑음,0,2019-11-07 19시
경상,남,67세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-26 07시
경상,여,37세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-16 17시
중상,남,59세,승용차,중상,차대차 - 기타,맑음,0,2019-06-08 08시
중상,남,42세,자전거,중상,차대사람 - 기타,맑음,0,2019-05-02 18시
중상,남,49세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-05-22 19시
경상,여,59세,자전거,경상,차대차 - 추돌,맑음,0,2019-07-04 14시
경상,남,59세,자전거,경상,차대차 - 기타,흐림,0,2019-07-19 18시
경상,여,45세,승용차,경상,차대차 - 측면충돌,흐림,0,2019-05-27 19시
중상,남,61세,화물차,중상,차대차 - 기타,맑음,0,2019-10-01 07시
경상,남,64세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-13 15시
경상,여,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-15 18시
경상,남,70세,자전거,경상,차대사람 - 기타,맑음,0,2019-07-09 09시
경상,남,65세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-05-03 07시
중상,남,67세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-06-01 07시
경상,남,55세,화물차,경상,차대차 - 기타,맑음,0,2019-09-08 17시
중상,남,61세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-12-05 09시
경상,남,71세,승용차,경상,차대차 - 기타,맑음,0,2019-06-09 05시
중상,남,49세,승용차,중상,차대차 - 기타,맑음,0,2019-10-11 08시
경상,여,60세,승용차,경상,차대차 - 추돌,맑음,0,2019-05-30 16시
경상,남,61세,화물차,경상,차대차 - 기타,맑음,0,2019-10-20 16시
중상,남,57세,승용차,중상,차대차 - 추돌,맑음,0,2019-08-31 17시
중상,여,45세,자전거,중상,차대차 - 기타,맑음,0,2019-10-23 19시
중상,남,70세,승용차,중상,차대차 - 측면충돌,흐림,0,2019-12-23 09시
중상,여,44세,승용차,중상,차대차 - 기타,맑음,0,2019-09-03 09시
중상,남,61세,승용차,중상,차대차 - 기타,맑음,0,2019-10-04 19시
경상,남,65세,승용차,경상,차대차 - 기타,맑음,0,2019-11-13 08시
경상,여,71세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-10-29 19시
경상,남,47세,승용차,경상,차대차 - 기타,비,0,2019-04-23 21시
중상,남,60세,승용차,중상,차대차 - 기타,맑음,0,2019-11-11 18시
경상,남,77세,자전거,경상,차대차 - 기타,맑음,0,2019-05-18 17시
경상,남,32세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-10-18 14시
중상,남,22세,승용차,중상,차대차 - 기타,맑음,0,2019-01-27 20시
경상,남,57세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-07-06 02시
경상,남,62세,승용차,경상,차대차 - 기타,맑음,0,2019-07-18 18시
경상,남,62세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-10-23 15시
경상,남,59세,화물차,경상,차대차 - 기타,맑음,0,2019-06-05 15시
중상,여,53세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-16 21시
중상,남,62세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-11-30 13시
경상,남,64세,승용차,경상,차대차 - 기타,흐림,0,2019-01-12 15시
경상,여,50세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-08-12 18시
경상,남,52세,승용차,경상,차대차 - 측면충돌,비,0,2019-10-02 23시
경상,남,58세,자전거,경상,차대차 - 기타,맑음,0,2019-09-27 20시
경상,남,72세,승용차,경상,차대차 - 기타,맑음,1,2019-01-02 09시
경상,남,43세,자전거,경상,차대사람 - 기타,맑음,1,2019-09-22 15시
경상,남,59세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-09-28 19시
중상,남,65세,승용차,중상,차대차 - 기타,맑음,0,2019-06-11 14시
경상,남,71세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-03-01 17시
중상,남,70세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-05-08 15시
경상,남,26세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-21 20시
중상,남,32세,승용차,중상,차대차 - 기타,맑음,0,2019-07-03 23시
경상,여,39세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-02-16 15시
경상,남,53세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-06-15 11시
경상,남,26세,승용차,경상,차대차 - 측면충돌,맑음,1,2019-01-28 13시
경상,남,68세,화물차,경상,차대차 - 기타,맑음,1,2019-04-30 16시
경상,남,57세,승용차,경상,차대차 - 기타,비,0,2019-09-10 05시
중상,남,14세,자전거,중상,차대차 - 기타,맑음,0,2019-08-18 15시
중상,남,48세,자전거,중상,차대차 - 기타,맑음,0,2019-09-15 16시
경상,남,57세,자전거,경상,차대차 - 측면충돌,맑음,0,2019-03-23 19시
경상,여,58세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-04-07 17시
중상,남,58세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-04-09 12시
경상,남,23세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-04-15 13시
경상,남,44세,승용차,경상,차대차 - 측면충돌,맑음,0,2019-05-03 07시
중상,남,18세,자전거,중상,차대사람 - 기타,맑음,0,2019-11-18 15시
중상,여,26세,자전거,중상,차대사람 - 기타,맑음,0,2019-02-16 11시
중상,여,29세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-02-22 10시
중상,남,59세,승용차,중상,차대차 - 측면충돌,맑음,0,2019-07-03 09시
