식품명,에너지(kcal),영양성분함량기준량,수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),업체명
아이스밀크_파르페딸기,90,100ml,0.0,0.7,3.3,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.9,0.0,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_파르페리얼초코,98,100ml,0.0,2.0,3.3,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4,0.0,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_파르페쿠키앤넛츠카라멜,98,100ml,0.0,1.43,3.21,0.0,16.07,9.64,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,1.07,0.0,"(주)서주,해당없음,해당없음"
아이스밀크_팝핑캔디바민트향,179,100ml,0.0,2.86,7.14,0.0,25.71,24.29,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,5.14,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_팥아이스캔디,164,100ml,0.0,5.71,2.14,0.0,30.0,22.86,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,1.29,0.0,"롯데푸드(주),해당없음,해당없음"
아이스밀크_팥아이스캔디바,200,100ml,0.0,3.08,2.15,0.0,41.54,20.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,1.38,0.0,"에스피엘(주),해당없음,해당없음"
아이스밀크_팽이팽이딸기&초코(딸기),143,100ml,0.0,0.0,2.86,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,"훼미리식품(주),해당없음,해당없음"
아이스밀크_팽이팽이딸기&초코(초코),179,100ml,0.0,0.0,5.71,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"훼미리식품(주),해당없음,해당없음"
아이스밀크_페스카란차,170,100g,0.0,3.0,2.0,0.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,"(주)테이트,해당없음,해당없음"
아이스밀크_포도머거바,153,100ml,0.0,2.67,8.0,0.0,17.33,17.33,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"훼미리식품(주),해당없음,해당없음"
아이스밀크_폭신폭신솜사탕바,151,100ml,0.0,1.75,4.76,0.0,25.4,23.81,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87,3.49,0.0,"해태아이스크림(주),해당없음,해당없음"
아이스밀크_초콜렛밀크쉐이크,200,100ml,0.0,4.0,8.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,"리치코리아유한회사,해당없음,해당없음"
아이스밀크_초콜릿크런치아이스크림,236,100ml,0.0,5.0,12.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,7.0,0.0,"에이치에스티엘에스,해당없음,해당없음"
아이스밀크_칙촉샌드아이스,165,100ml,0.0,2.31,7.69,0.0,21.54,7.69,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,2.31,0.0,"(주)서주,해당없음,해당없음"
아이스밀크_카라멜밀크모나카,138,100g,0.0,2.47,4.93,0.0,21.0,13.53,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,2.53,0.0,"주식회사에버스톤,해당없음,해당없음"
아이스밀크_커피가득바,150,100ml,0.0,1.43,8.57,0.0,15.71,14.29,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,5.57,0.0,"훼미리식품(주),해당없음,해당없음"
아이스밀크_커피아이스캔디,193,100ml,0.0,1.43,10.0,0.0,25.71,20.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,6.86,0.43,"롯데푸드(주),해당없음,해당없음"
아이스밀크_콘후레이크아이스바,224,100ml,0.0,2.35,11.76,0.0,28.24,23.53,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,7.06,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_쿠앤크더프라임치즈,207,100ml,0.0,2.86,10.0,0.0,25.71,18.57,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,7.14,0.43,"(주)청아냉동식품,해당없음,해당없음"
아이스밀크_쿠앤크클래식,150,100ml,0.0,2.0,8.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.3,"(주)빙그레,해당없음,해당없음"
아이스밀크_쿠키마루,120,100ml,0.0,2.0,4.1,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6,0.0,"해태아이스크림(주),해당없음,해당없음"
아이스밀크_쿠키앤크림,195,100ml,0.0,4.0,8.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.7,0.0,"리치코리아유한회사,해당없음,해당없음"
아이스밀크_쿠키앤크림,221,100g,0.0,5.33,9.33,0.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,5.2,0.0,"주식회사아이스팩토리,해당없음,해당없음"
아이스밀크_쿠키오,150,100ml,0.0,2.31,6.15,0.0,20.77,10.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,3.85,0.23,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_쿠키오,146,100ml,0.0,2.31,6.15,0.0,20.77,10.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,3.85,0.23,"롯데푸드(주),해당없음,해당없음"
아이스밀크_쿠키오치즈샌드,154,100ml,0.0,2.31,5.38,0.0,24.62,13.85,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,3.31,0.23,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_쿠키오코코넛샌드,138,100ml,0.0,1.54,5.38,0.0,22.31,12.31,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,3.77,0.23,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_쿠키오홈,120,100ml,0.0,2.0,5.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.5,0.3,"(주)파이닉스푸드,해당없음,해당없음"
아이스밀크_쿠키오홈,120,100ml,0.0,2.0,5.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.5,0.3,"서주푸드(주),해당없음,해당없음"
아이스밀크_쿨러쉬찰떡인절미,146,100ml,0.0,1.43,4.71,0.0,24.29,21.43,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,3.14,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_크런치킹홈,110,100ml,0.0,2.0,4.2,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,"해태제과식품(주),해당없음,해당없음"
아이스밀크_클래식요맘때플레인,136,100ml,0.0,1.0,4.0,0.0,24.29,20.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,3.14,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_타이거슈가흑당버블아이스크림바,195,100g,0.0,2.25,8.13,0.0,28.25,19.25,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,5.0,0.0,"(주)타이거슈가코리아,해당없음,해당없음"
아이스밀크_짱구바,147,100ml,0.0,2.67,2.27,0.0,28.0,18.67,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,2.27,0.0,"(주)서주,해당없음,해당없음"
아이스밀크_찰떡시모나,133,100ml,0.0,1.67,2.08,0.0,26.67,19.17,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.67,0.0,"해태아이스크림(주),해당없음,해당없음"
아이스밀크_찰떡시모나,133,100ml,0.0,1.67,2.0,0.0,26.67,18.33,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.67,0.0,"해태제과식품(주),해당없음,해당없음"
아이스밀크_찰떡아이스,200,100ml,0.0,3.33,4.89,0.0,35.56,31.11,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,2.89,0.0,"홍영식품(주),해당없음,해당없음"
아이스밀크_찰떡아이스씨앗호떡맛,189,100ml,0.0,2.22,3.44,0.0,36.67,32.22,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,2.11,0.22,"홍영식품(주),해당없음,해당없음"
아이스밀크_찰떡아이스치즈떡볶이맛,172,100ml,0.0,2.22,1.56,0.0,37.78,33.33,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,1.0,0.33,"홍영식품(주),해당없음,해당없음"
아이스밀크_찰떡아이스쿠키앤크림,200,100ml,0.0,2.22,4.0,0.0,37.78,32.22,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,2.56,0.11,"홍영식품(주),해당없음,해당없음"
아이스밀크_찰떡아이스하트딸기,189,100ml,0.0,2.22,3.33,0.0,36.67,33.33,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,2.33,0.11,"홍영식품(주),해당없음,해당없음"
아이스밀크_참붕어싸만코구마,137,100ml,0.0,1.33,4.47,0.0,22.67,14.67,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.6,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_천일염젤라토,119,100ml,0.0,3.13,4.96,0.0,15.39,11.39,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,3.13,1.13,"인터내셔널래빗,해당없음,해당없음"
아이스밀크_초코가득바,164,100ml,0.0,2.86,7.14,0.0,21.43,17.14,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,4.43,0.0,"훼미리식품(주),해당없음,해당없음"
아이스밀크_초코아이스캔디,207,100ml,0.0,2.86,10.0,0.0,25.71,18.57,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,7.14,0.43,"롯데푸드(주),해당없음,해당없음"
아이스밀크_초코아이스크림,173,100ml,0.0,5.0,4.0,0.0,30.0,21.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.1,"(주)오플로,해당없음,해당없음"
아이스밀크_초코아이스크림큐브,180,100ml,0.0,5.45,3.64,0.0,30.91,21.82,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,2.73,0.0,"(주)오플로,해당없음,해당없음"
아이스밀크_초코젤라또,213,100ml,0.0,3.08,13.85,0.0,19.23,19.23,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,3.85,0.0,"젤라또스팟제주점,해당없음,해당없음"
아이스밀크_초코젤라또캔포카토,213,100ml,0.0,3.08,13.85,0.0,19.23,19.23,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,3.85,0.0,"(주)제나,해당없음,해당없음"
아이스밀크_초코청크마루,115,100ml,0.0,2.0,5.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.8,0.0,"해태아이스크림(주),해당없음,해당없음"
아이스밀크_초코팡팡,120,100ml,0.0,1.0,2.6,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.4,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_초코퍼지,214,100ml,0.0,2.86,10.0,0.0,30.0,18.57,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,6.14,0.0,"롯데푸드(주),해당없음,해당없음"
아이스밀크_초코후레이크아이스바,241,100ml,0.0,2.35,12.94,0.0,28.24,22.35,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,8.24,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_일레디젤라또누오보치즈케이크,174,100g,0.0,3.7,7.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.7,0.3,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_일레디젤라또로얄밀크티,158,100g,0.0,4.0,6.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.5,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_일레디젤라또로얄바나나,169,100g,0.0,4.0,5.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_일레디젤라또버번바닐라,166,100g,0.0,4.0,6.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_일레디젤라또비앙코밀크,174,100g,0.0,4.0,6.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_일레디젤라또펠리체헤이즐넛,207,100g,0.0,5.0,11.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_임실순수치즈바치오블루베리,127,100ml,0.0,1.1,3.05,0.0,19.91,10.53,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.0,0.67,"농업회사법인(주)에스카랩,해당없음,해당없음"
아이스밀크_임실순수치즈바치오치즈,142,100ml,0.0,1.28,6.05,0.0,15.54,7.28,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,3.7,0.1,"농업회사법인(주)에스카랩,해당없음,해당없음"
아이스밀크_잇츠와플바닐라,136,100ml,0.0,2.14,5.0,0.0,20.0,12.14,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,3.57,0.36,"한보제과(주),해당없음,해당없음"
아이스밀크_잇츠와플쌀로달,153,100ml,0.0,2.33,4.0,0.0,26.67,16.67,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,2.67,0.07,"홍영식품(주),해당없음,해당없음"
아이스밀크_잇츠와플초코쿠키옥동자,189,100ml,0.0,2.86,8.57,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,5.0,0.14,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_자바초코칩카페,200,100ml,0.0,2.86,11.43,0.0,25.71,22.86,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,6.43,0.0,"롯데푸드(주),해당없음,해당없음"
아이스밀크_적당모나카,277,100g,0.0,6.67,13.33,0.0,34.67,30.67,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,3.73,0.0,"플랜트아이스크림,해당없음,해당없음"
아이스밀크_제티초코아이스,121,100ml,0.0,2.5,3.58,0.0,19.17,13.33,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.17,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_젤라또마드레피스타치오,241,100g,0.0,4.5,14.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,5.0,0.0,"주식회사씨케이푸드,해당없음,해당없음"
아이스밀크_젤로스피넛버터,171,100ml,0.0,14.2,7.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.3,0.0,"(주)오플로,해당없음,해당없음"
아이스밀크_젤리벨리포도바,238,100ml,0.0,2.22,10.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,6.67,0.33,"주식회사에버스톤,해당없음,해당없음"
아이스밀크_젤요딸기생딸기우유맛젤라또,140,100ml,0.0,3.0,3.9,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.9,0.0,"(주)제나,해당없음,해당없음"
아이스밀크_젤요생강진저라떼맛젤라또,135,100ml,0.0,5.0,1.5,0.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,"(주)제나,해당없음,해당없음"
아이스밀크_젤요쑥바닐라맛젤라또,140,100ml,0.0,4.0,4.0,0.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,"(주)제나,해당없음,해당없음"
아이스밀크_젤요자색고구마타로밀크티맛젤라또,130,100ml,0.0,2.0,3.5,0.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.8,0.0,"(주)제나,해당없음,해당없음"
아이스밀크_요거트아이스밀크와일드베리,73,100ml,0.0,1.0,1.5,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7,0.0,"주식회사치즈앤푸드,해당없음,해당없음"
아이스밀크_요거트아이스캔디,171,100ml,0.0,4.29,5.86,0.0,25.71,21.43,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,4.14,0.0,"롯데푸드(주),해당없음,해당없음"
아이스밀크_요맘때그릭콘믹스베리,163,100ml,0.0,2.0,7.33,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,5.33,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때그릭콘블루베리,167,100ml,0.0,2.0,8.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,5.33,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때그릭콘플레인,167,100ml,0.0,2.0,8.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,5.33,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때딸기콘,160,100ml,0.0,2.0,7.33,0.0,21.33,13.33,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,5.33,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때로어슈거딸기콘,171,100ml,0.0,2.86,8.57,0.0,21.43,17.14,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,6.29,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때쉐이크플레인,108,100ml,0.0,2.17,3.33,0.0,17.5,15.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.17,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때슈팅스타,173,100ml,0.0,1.33,7.33,0.0,25.33,19.33,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,3.2,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_요맘때플레인콘,163,100ml,0.0,2.0,7.33,0.0,22.67,17.33,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.33,0.0,"(주)빙그레,해당없음,해당없음"
아이스밀크_우유쿠키빙수,130,100ml,0.0,2.0,3.6,0.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.3,0.0,"(주)삼우냉동,해당없음,해당없음"
아이스밀크_월드콘아몬드브리틀,178,100ml,0.0,2.5,7.5,0.0,25.0,16.88,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.38,0.13,"롯데제과(주),해당없음,해당없음"
아이스밀크_월드콘애플크럼블,153,100ml,0.0,1.88,5.63,0.0,23.75,15.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,3.75,0.06,"롯데제과(주),해당없음,해당없음"
아이스밀크_월드콘초코,188,100ml,0.0,1.88,9.38,0.0,23.75,16.25,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,5.63,0.13,"롯데제과(주),해당없음,해당없음"
아이스밀크_유기농플레인요거트아이스크림,98,100ml,0.0,2.0,3.3,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.1,0.0,"동그린(주),해당없음,해당없음"
아이스밀크_이천쌀콘,227,100ml,0.0,2.67,12.67,0.0,26.0,22.67,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,7.33,0.2,"(주)라벨리,해당없음,해당없음"
아이스밀크_인절미시모나,150,100ml,0.0,2.5,5.0,0.0,23.33,11.67,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.33,0.0,"해태아이스크림(주),해당없음,해당없음"
아이스밀크_인절미시모나,150,100ml,0.0,2.5,5.0,0.0,23.33,11.67,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.33,0.0,"해태제과식품(주),해당없음,해당없음"
아이스밀크_인절미아이스,195,100ml,0.0,5.71,7.14,0.0,27.86,25.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,4.29,0.29,"(주)라벨리,해당없음,해당없음"
아이스밀크_인절미컵아이스밀크,195,100ml,0.0,5.71,7.14,0.0,27.86,25.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,4.29,0.29,"(주)라벨리,해당없음,해당없음"
아이스밀크_인투더칸탈루프멜론,171,100ml,0.0,1.88,3.88,0.0,31.76,19.88,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,2.59,0.35,"롯데제과(주),해당없음,해당없음"
아이스밀크_일레디젤라또노블그린티,170,100g,0.0,4.0,6.0,0.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,"(주)흥국에프앤비,해당없음,해당없음"
아이스밀크_애니멀쇼콜라,154,100g,0.0,4.0,6.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,"주식회사아이스팩토리,해당없음,해당없음"
아이스밀크_에그콘,171,100ml,0.0,2.86,4.71,0.0,28.57,20.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,3.71,0.0,"롯데푸드(주),해당없음,해당없음"
아이스밀크_엔조이팜제주녹차,140,100ml,0.0,1.0,4.1,0.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,"젤라또스팟제주점,해당없음,해당없음"
아이스밀크_연세우유콘,167,100ml,0.0,2.67,6.67,0.0,24.0,16.67,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,4.0,0.0,"(주)라벨리,해당없음,해당없음"
