식품명,에너지(kcal),영양성분함량기준량,수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),업체명
라면_오징어짬뽕컵,433,100g,0.0,8.96,13.43,0.0,68.66,7.46,0.0,0.0,0.0,0.0,0.0,1851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.46,0.0,"(주)농심,해당없음,해당없음"
라면_우리채소가풍부한짬뽕라면,460,100g,0.0,9.33,20.0,0.0,61.33,4.0,0.0,0.0,0.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,9.33,0.0,"(주)새롬식품,해당없음,해당없음"
라면_이마트하바네로라면,445,100g,0.0,9.08,14.52,0.0,68.96,1.09,0.0,0.0,0.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,"삼양식품(주),해당없음,해당없음"
라면_청양고추라면,443,100g,0.0,8.25,15.46,0.0,68.04,6.19,0.0,0.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_비바라면,413,100g,0.0,10.83,12.5,0.0,64.17,4.17,0.0,0.0,0.0,0.0,0.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_신라면블랙,429,100g,0.0,8.96,13.43,0.0,67.91,5.97,0.0,0.0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,6.72,0.0,"(주)농심,해당없음,해당없음"
라면_포장마차우동얼큰한맛,495,100g,0.0,9.96,15.0,0.0,80.04,3.39,0.0,0.0,0.0,0.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0.0,"삼양식품(주),해당없음,해당없음"
라면_팔도짬뽕왕뚜껑,432,100g,0.0,8.18,15.45,0.0,64.55,3.64,0.0,0.0,0.0,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,8.18,0.0,"(주)팔도,해당없음,해당없음"
라면_YOUUS인생라면,426,100g,0.0,8.7,13.91,0.0,66.96,1.74,0.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,"삼양식품(주),해당없음,해당없음"
라면_동경식쇼유라면,428,100g,0.0,8.89,18.89,0.0,55.56,5.56,0.0,0.0,0.0,0.0,0.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,"ACECOOK VIETNAM JOINT STOCK COMPANY,해당없음,해당없음"
라면_삼양냄비우동,425,100g,0.0,8.33,13.33,0.0,68.33,4.17,0.0,0.0,0.0,0.0,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.67,0.0,"삼양식품(주),해당없음,해당없음"
라면_라면한그릇얼큰하고진한맛,417,100g,0.0,8.7,13.04,0.0,66.09,6.09,0.0,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,"(주)팔도,해당없음,해당없음"
라면_된장라면,413,100g,0.0,8.33,13.33,0.0,65.0,4.17,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"삼양식품(주),해당없음,해당없음"
라면_더왕뚜껑컵순한맛,416,100g,0.0,7.92,12.87,0.0,67.33,3.96,0.0,0.0,0.0,0.0,0.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,"(주)팔도,해당없음,해당없음"
라면_컵삼양라면오리지널,454,100g,0.0,7.69,18.46,0.0,64.62,3.08,0.0,0.0,0.0,0.0,0.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,"삼양식품(주),해당없음,해당없음"
라면_농심감자면,432,100g,0.0,9.4,14.53,0.0,65.81,3.42,0.0,0.0,0.0,0.0,0.0,1496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,"(주)농심,해당없음,해당없음"
라면_신라면블랙사발,441,100g,0.0,8.91,14.85,0.0,67.33,4.95,0.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,6.93,0.0,"(주)농심,해당없음,해당없음"
라면_미고랭라면,481,100g,0.0,10.0,21.25,0.0,62.5,6.25,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,"PT INDOFOOD CBP SUKSES MAKMUR Tbk,해당없음,해당없음"
라면_큰컵불타는고추짬뽕,447,100g,0.0,8.42,17.89,0.0,63.16,3.16,0.0,0.0,0.0,0.0,0.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,"삼양식품(주),해당없음,해당없음"
라면_돈사골탕면,421,100g,0.0,10.83,12.5,0.0,65.83,6.54,0.0,0.0,0.0,0.0,0.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,"삼양식품(주),해당없음,해당없음"
라면_국내산미역을가득담은미역국라면,461,100g,0.0,11.76,17.65,0.0,63.73,2.94,0.0,0.0,0.0,0.0,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,"㈜새롬식품(완주공장),해당없음,㈜초록마을"
라면_흑삼계탕면,429,100g,0.0,7.5,14.17,0.0,68.33,2.5,0.0,0.0,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"삼양식품(주)원주공장,해당없음,삼양식품㈜"
라면_봉골라면,447,100g,0.0,8.42,17.89,0.0,63.16,3.16,0.0,0.0,0.0,0.0,0.0,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,"삼양식품(주),해당없음,해당없음"
라면_우리밀육개장라면,447,100g,0.0,9.41,20.0,0.0,55.29,2.35,0.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,9.41,0.0,"㈜새롬식품(완주공장),해당없음,해당없음"
라면_그렇다면버섯마늘라면,395,100g,0.0,6.67,13.33,0.0,61.9,2.86,0.0,0.0,0.0,0.0,0.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_제주딱새우라면 레드,419,100g,0.0,10.29,14.71,0.0,61.76,4.41,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,6.03,0.0,"주식회사 면장,해당없음,해당없음"
라면_공화춘삼선짬뽕컵,459,100g,0.0,8.18,20.0,0.0,61.82,2.73,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,7.27,0.0,"(주)팔도,해당없음,해당없음"
라면_제주 딱새우 라면 딱멘,441,100g,0.0,12.96,16.67,0.0,61.11,2.78,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,7.41,0.0,"㈜새롬식품,해당없음,오렌지나무"
라면_도둑라면,423,100g,0.0,10.0,13.64,0.0,64.55,4.55,0.0,0.0,0.0,0.0,0.0,1627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_애터미감자로만든채식라면,447,100g,0.0,8.77,19.3,0.0,62.28,2.63,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,"(주)새롬식품,해당없음,해당없음"
라면_육개장컵라면,437,100g,0.0,8.86,13.92,0.0,69.62,3.8,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,"(주)팔도,해당없음,해당없음"
라면_안성탕면컵,439,100g,0.0,7.58,16.67,0.0,65.15,4.55,0.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,"(주)농심,해당없음,해당없음"
라면_문딱라면,429,100g,0.0,8.57,14.29,0.0,67.14,4.29,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,7.14,0.0,"㈜팔도,해당없음,오렌지나무"
라면_맛있는라면,417,100g,0.0,7.83,13.04,0.0,66.96,3.48,0.0,0.0,0.0,0.0,0.0,1496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,"삼양식품(주),해당없음,해당없음"
라면_큰컵삼양라면골드,424,100g,0.0,8.57,13.33,0.0,67.62,2.86,0.0,0.0,0.0,0.0,0.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,6.67,0.0,"삼양식품(주),해당없음,해당없음"
라면_불맛 해물라면,429,100g,0.0,8.33,14.17,0.0,66.67,3.33,0.0,0.0,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"삼양식품(주)원주공장,해당없음,㈜이마트"
라면_스낵면,440,100g,0.0,9.26,15.74,0.0,64.81,3.7,0.0,0.0,0.0,0.0,0.0,1583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_쇠고기미역국라면Cup,392,100g,0.0,8.33,15.0,0.0,56.67,1.67,0.0,0.0,0.0,0.0,0.0,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.67,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_오뚜기열라면,438,100g,0.0,9.52,15.24,0.0,65.71,2.86,0.0,0.0,0.0,0.0,0.0,1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_오뚜기오동통면얼큰한맛,425,100g,0.0,7.5,13.33,0.0,68.33,3.33,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_팔도 틈새라면 매운김치,421,100g,0.0,9.17,13.33,0.0,65.83,2.5,0.0,0.0,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"㈜팔도,해당없음,해당없음"
라면_마열라면,425,100g,0.0,10.83,13.33,0.0,65.0,4.17,0.0,199.0,0.0,0.0,0.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_모듬해물탕면,432,100g,0.0,8.0,13.6,0.0,69.6,3.2,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.2,0.0,"(주)농심,해당없음,해당없음"
라면_보글보글부대찌개면,429,100g,0.0,8.66,13.39,0.0,68.5,3.94,0.0,0.0,0.0,0.0,0.0,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,6.3,0.0,"(주)농심,해당없음,해당없음"
라면_맵탱 큰컵 청양고추대파라면,436,100g,0.0,8.18,15.45,0.0,66.36,2.73,0.0,0.0,0.0,0.0,0.0,1627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,"삼양식품(주)원주공장,해당없음,해당없음"
라면_오뚜기북엇국라면,447,100g,0.0,11.58,15.79,0.0,64.21,4.21,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,8.42,0.0,"오뚜기라면(주),해당없음,해당없음"
라면_돈코츠하카다라멘,478,100g,0.0,10.65,23.77,0.0,55.32,3.9,0.0,0.0,0.0,0.0,0.0,2217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,"TAIHEI FOODS INDUSTRIES CO.,LTD,해당없음,해당없음"
라면_감자라면 해물한끼,441,100g,0.0,11.76,15.69,0.0,63.73,2.94,0.0,0.0,0.0,0.0,0.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.86,0.0,"(주)새롬식품(완주공장),해당없음,㈜초록마을"
시리얼_카카오 룹스,389,100g,0.0,8.5,5.0,0.0,81.0,36.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,"농심켈로그주식회사,해당없음,해당없음"
시리얼_통곡물 그래놀라,410,100g,0.0,9.0,7.0,0.0,78.0,14.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"(주)씨알푸드,해당없음,해당없음"
시리얼_현미팝 카라멜,410,100g,0.0,6.67,4.0,0.0,86.67,20.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_현미팝 코코아,410,100g,0.0,6.67,3.67,0.0,86.67,20.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_화이버 오트밀 오리지널,377,100g,0.0,10.0,6.33,0.0,73.33,6.67,6.7,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,"도울바이오푸드영농조합법인,해당없음,동서식품㈜"
시리얼_후르츠그래놀라,400,100g,0.0,6.67,6.67,0.0,76.67,13.33,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,"해당없음,C.HAHNE MUEHLENWERKE GMBH & CO. KG,해당없음"
시리얼_후르츠앤너츠뮤즐리,385,100g,0.0,10.6,8.8,0.0,61.2,14.6,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,"해당없음,THE JORDANS & RYVITA COMPANY LTD.,해당없음"
시리얼_HIMNaeGo 크랜베리바,382,100g,0.0,5.59,2.41,0.0,84.42,31.57,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,1.19,0.69,0.0,46.03,0.0,0.0,1.97,0.0,"(주)힘내고,해당없음,해당없음"
시리얼_먹놀잼 볶은곡식,400,100g,0.0,8.3,10.55,0.0,85.9,2.95,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,"해아람영농조합법인,해당없음,해당없음"
시리얼_바삭 그래놀라 딸기바나나,442,100g,0.0,5.83,11.67,0.0,78.33,26.67,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"(주)엄마사랑,해당없음,해당없음"
시리얼_켈로그케이레드베리,370,100g,0.0,8.0,1.6,0.0,85.0,22.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"해당없음,KELLOGG’S OMAHA PLANT,해당없음"
시리얼_켈로그콘팝,385,100g,0.0,4.0,1.2,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,"해당없음,KELLOGG’S OMAHA PLANT,해당없음"
시리얼_코코베리 오트밀,515,100g,0.0,10.0,25.0,0.0,62.0,21.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,17.0,0.0,"㈜엄마사랑,해당없음,㈜엄마사랑"
시리얼_콘푸로스트,377,100g,0.0,5.5,0.8,0.0,87.0,36.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"해당없음,H. & J. BRUGGEN KG,해당없음"
시리얼_쾰른 오트 그래놀라 요거트 라즈베리,381,100g,0.0,10.0,9.9,0.0,67.0,21.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.8,0.1,"PETER KOLLN GMBH&CO.KGAA,해당없음,해당없음"
시리얼_퀘이커 클래식 오트,375,100g,0.0,12.0,7.0,0.0,68.0,3.0,7.8,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,"한국에스비식품㈜,해당없음,롯데제과㈜"
시리얼_퀘이커오츠,390,100g,0.0,12.5,7.5,0.0,67.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,"해당없음,THE QUAKER OATS COMPANY,해당없음"
시리얼_퀵 오트,355,100g,0.0,13.1,9.0,0.0,55.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,"Blue Lake Milling,해당없음,해당없음"
시리얼_퀵쿠킹오트밀,387,100g,0.0,12.5,7.5,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,"해당없음,FOOD GROUP INTERNATIONAL INC,해당없음"
시리얼_비탈리스밀크&화이트초코무슬리,425,100g,0.0,10.0,15.0,0.0,62.0,24.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스요거트무슬리,400,100g,0.0,11.0,12.0,0.0,62.0,13.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.5,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스초코바나나크런치무슬리,440,100g,0.0,10.0,15.0,0.0,66.0,24.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스클래식초코무슬리,395,100g,0.0,10.0,12.0,0.0,62.0,24.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6,0.5,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스클래식크런치무슬리,425,100g,0.0,10.0,15.0,0.0,63.0,24.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스허니크런치무슬리,430,100g,0.0,8.0,14.0,0.0,68.0,28.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_비탈리스후르츠맛크런치무슬리,440,100g,0.0,9.0,16.0,0.0,65.0,28.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,"해당없음,DR.AUGUST OETKER NAHRUNGSMITTEL KG WERK OERLINGHAUSEN,해당없음"
시리얼_슈퍼베리그래놀라,425,100g,0.0,10.4,13.6,0.0,61.9,17.2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,"해당없음,THE JORDANS & RYVITA COMPANY LTD.,해당없음"
시리얼_시나몬스터,410,100g,0.0,12.0,10.0,0.0,75.0,16.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,"㈜인크레더블,해당없음,㈜인크레더블"
시리얼_싸리재 그래놀라,430,100g,0.0,13.0,11.0,0.0,71.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,"농업회사법인콩사랑유한회사,해당없음,싸리재마을"
시리얼_아몬드푸레이크,393,100g,0.0,7.0,5.0,0.0,80.0,33.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,"해당없음,H.&J. BRUGGEN KG,해당없음"
시리얼_오 그래퐁 라이트,357,100g,0.0,23.33,6.67,0.0,63.33,3.33,10.0,230.0,3.33,0.0,0.0,227.0,587.0,0.0,0.0,1.0,1.0,13.333,83.33,0.0,0.0,0.0,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_오그래 딸기가 좋아,427,100g,0.0,10.0,10.33,0.0,76.67,23.33,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_오그래 카카오가 좋아,433,100g,0.0,10.0,10.33,0.0,76.67,20.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_반하우스 유기농 스트로베리 크런치,437,100g,0.0,6.9,17.0,0.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,"BARNHOUSE NATURPRODUKE GMBH,해당없음,해당없음"
시리얼_발아통5곡 프레이크,405,100g,0.0,10.0,3.6,0.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,"씨알푸드,해당없음,㈜이마트"
시리얼_베리 뱅 띠오리,395,100g,0.0,11.0,5.0,0.0,79.0,21.0,9.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,"㈜인크레더블,해당없음,㈜인크레더블"
시리얼_별참퐁,397,100g,0.0,10.0,6.33,0.0,76.67,26.67,6.7,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주식회사 오그래 농업회사법인,해당없음,주식회사 오그래 농업회사법인"
시리얼_브라운라이스소울 단호박,386,100g,0.0,7.14,2.0,0.0,84.86,6.0,10.3,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"㈜마음푸드,해당없음,㈜다노"
시리얼_브라운라이스소울 자색고구마,386,100g,0.0,6.29,2.29,0.0,85.71,7.14,11.4,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"㈜마음푸드,해당없음,㈜다노"
시리얼_콘앤스위트,375,100g,0.0,6.0,0.8,0.0,86.0,21.0,0.0,0.0,4.0,0.0,0.0,340.0,583.0,0.0,0.0,1.0,1.2,12.5,83.0,0.0,0.0,0.2,0.0,"(주)씨알푸드,해당없음,해당없음"
시리얼_콘플레이크,375,100g,0.0,6.0,0.8,0.0,86.0,21.0,0.0,0.0,4.0,0.0,0.0,340.0,583.0,0.0,0.0,1.0,1.2,12.5,83.0,0.0,0.0,0.2,0.0,"(주)씨알푸드,해당없음,해당없음"
시리얼_AXA 골드 뮤즐리 오리지널,370,100g,0.0,8.8,8.8,0.0,59.0,24.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,"H.&J. BRUGGEN KG,해당없음,해당없음"
시리얼_AXA 골드 뮤즐리 후르츠,390,100g,0.0,9.0,10.1,0.0,62.3,22.9,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,"H.&J. BRUGGEN KG,해당없음,해당없음"
시리얼_건포도아몬드오트밀,400,100g,0.0,12.5,10.0,0.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,"해당없음,FOOD GROUP INTERNATIONAL INC,해당없음"
시리얼_곰표 밀눈 오리지널 그래놀라,460,100g,0.0,12.67,15.33,0.0,68.67,26.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,"㈜인크레더블,해당없음,㈜넥스트키친"
시리얼_국산귀리와 통곡물이 들어간 그래놀라,420,100g,0.0,13.0,10.0,0.0,71.0,18.0,5.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,"㈜엄마사랑,해당없음,㈜엄마사랑"
시리얼_네추럴뮤즐리,366,100g,0.0,10.0,3.9,0.0,68.0,10.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,"해당없음,THE JORDANS & RYVITA COMPANY LTD.,해당없음"
시리얼_듀오링오즈,412,100g,0.0,6.0,8.0,0.0,79.0,34.0,0.0,127.0,3.98,0.0,0.0,390.0,353.0,0.0,0.0,0.6,0.0,7.57,50.0,5.04,0.0,3.6,0.0,"도울바이오푸드영농조합법인,해당없음,동서식품㈜"
시리얼_라이스크리스피,385,100g,0.0,6.5,0.6,0.0,88.0,11.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"해당없음,KELLOGG’S COMPANY,해당없음"
시리얼_오레오오즈,400,100g,0.0,3.33,5.0,0.0,86.67,40.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,"동서식품(주),해당없음,해당없음"
