인허가일자,영업상태명,폐업일자,소재지전체주소,사업장명,업태구분명,시설총규모
1998-04-16,폐업,2008-03-19,서울특별시 성북구 장위동 115-42번지,페리카나치킨,통닭(치킨),24.32
2012-11-27,폐업,2019-11-13,서울특별시 중구 신당동 355-15번지 1층,노랑통닭 약수역점,호프/통닭,72.0
2003-01-24,폐업,2005-04-08,서울특별시 성동구 응봉동 15번지 대림강변아파트B동상가104호,교촌치킨,통닭(치킨),29.6
2003-09-23,폐업,2017-06-08,서울특별시 은평구 불광동 107-2번지 1층,교촌치킨 불광1호점,통닭(치킨),33.33
1991-11-08,폐업,2023-01-27,서울특별시 서초구 서초동 1309-6 서호호텔 1층,교촌치킨 강남역점,호프/통닭,150.27
2002-11-18,폐업,2014-03-31,서울특별시 성동구 행당동 346번지 (행당한진타운상가115호),교촌치킨,통닭(치킨),27.16
2001-05-29,폐업,2015-06-12,서울특별시 서대문구 연희동 187-60번지 (지상1층),네네치킨,한식,26.4
1988-05-16,폐업,2010-07-15,서울특별시 서초구 방배동 862-9번지,페리카나치킨,통닭(치킨),22.94
2002-11-14,폐업,2018-05-09,서울특별시 성동구 옥수동 244-3번지 (지상1층),교촌치킨 옥수2동점,통닭(치킨),59.3
1999-10-21,폐업,2011-11-23,서울특별시 양천구 신월동 447-1번지 1층(당곡길 11),맘스터치(신월2점),패스트푸드,41.64
1989-12-20,폐업,1999-03-29,서울특별시 성동구 하왕십리동 955-11번지,페리카나치킨,뷔페식,22.9
1994-03-16,폐업,2008-06-11,서울특별시 서대문구 북아현동 208-53번지,페리카나치킨,분식,28.8
2007-11-16,폐업,2023-03-02,서울특별시 은평구 대조동 205-14 1층,네네치킨(대조점),호프/통닭,19.5
1991-01-23,폐업,2014-12-11,서울특별시 성동구 금호동3가 1394-3번지,페리카나치킨,통닭(치킨),19.8
1983-12-20,폐업,1994-02-16,서울특별시 서초구 방배동 778-8번지,페리카나치킨,분식,32.4
1983-12-20,폐업,1994-02-16,서울특별시 서초구 방배동 778-8번지,페리카나치킨,한식,32.76
1992-09-15,폐업,1995-10-23,서울특별시 종로구 누상동 52-0번지,페리카나,분식,23.13
1994-08-23,폐업,2021-06-24,서울특별시 영등포구 대림동 783-6,교촌치킨대림2호점,한식,48.8
1997-02-28,폐업,2021-09-06,서울특별시 종로구 관철동 7-4 1층~3층,자담치킨 종로점,경양식,307.4
2003-04-14,폐업,2015-01-15,서울특별시 성동구 마장동 573-1번지 (지상1층),교촌치킨,통닭(치킨),24.57
2004-03-19,폐업,2019-01-23,서울특별시 성동구 하왕십리동 988-2번지 (지상1층),교촌치킨 왕십리1호점,통닭(치킨),38.0
1992-04-30,폐업,2017-02-28,서울특별시 서초구 양재동 279-6번지 지상1층,페리카나치킨,분식,34.04
1993-04-29,폐업,2013-04-26,서울특별시 중구 남대문로5가 18-1번지,네네치킨,한식,12.18
1990-12-31,폐업,1997-09-05,서울특별시 성동구 용답동 48-6번지,페리카나치킨,뷔페식,29.6
1992-03-04,폐업,2002-01-04,서울특별시 영등포구 신길동 572-0번지,페리카나대방국교체인,분식,20.06
1989-12-27,폐업,2007-07-20,서울특별시 양천구 신정동 912-7번지 1층,페리카나치킨,분식,29.64
1991-05-15,폐업,2012-01-09,서울특별시 중구 신당동 282-86번지,페리카나치킨점,분식,31.08
1993-04-28,폐업,1999-08-06,서울특별시 서대문구 연희동 86-2번지,페리카나치킨,분식,24.06
1994-03-24,폐업,2008-05-30,서울특별시 성북구 정릉동 892-9번지,페리카나,통닭(치킨),25.9
2003-11-05,폐업,2005-07-15,서울특별시 성동구 옥수동 198-4번지 (지상1층),네네치킨옥수점,통닭(치킨),21.76
1990-12-05,폐업,2010-07-08,서울특별시 성북구 하월곡동 222번지 두산위브아파트 주상가동 114호,페리카나,통닭(치킨),29.7
1988-09-10,폐업,2008-12-31,서울특별시 성동구 성수동2가 289-207번지,페리카나,통닭(치킨),36.78
1990-05-14,폐업,1996-06-30,서울특별시 양천구 신월동 산 952-1번지,페리카나,분식,27.85
1993-11-03,폐업,2006-06-30,서울특별시 송파구 잠실동 316-6번지,페리카나치킨,분식,22.4
1995-02-07,폐업,2011-03-28,서울특별시 서초구 방배동 1021-11번지 (1층),페리카나치킨,한식,21.47
1989-08-30,폐업,2018-03-13,서울특별시 성북구 종암동 70-1번지,페리카나,통닭(치킨),16.12
1999-01-01,폐업,2013-10-17,서울특별시 용산구 후암동 132-25번지,페리카나,분식,19.29
1997-08-27,폐업,2016-05-16,서울특별시 용산구 용산동2가 5-1608번지 (지상1층),이태원점 굽네치킨,통닭(치킨),26.64
2003-10-27,폐업,2019-01-21,서울특별시 은평구 응암동 589-36번지 1층,교촌치킨,통닭(치킨),33.1
2001-12-28,폐업,2004-01-29,서울특별시 중구 신당동 368-69번지 1층,교촌치킨,한식,29.75
1995-09-18,폐업,2017-04-12,서울특별시 서초구 우면동 63-0번지,페리카나,일식,29.6
1994-03-31,폐업,2014-04-30,"서울특별시 서초구 잠원동 35-1번지 ,2 (1층1호)",페리카나치킨,통닭(치킨),39.6
1988-12-19,폐업,2018-11-07,서울특별시 송파구 송파동 122-3번지,페리카나치킨,분식,26.0
2005-04-01,폐업,2006-08-11,서울특별시 성동구 응봉동 100번지 노선상가 301호,교촌치킨,통닭(치킨),40.18
1983-08-16,폐업,2000-06-28,서울특별시 종로구 창신동 651-48번지,페리카나,일식,31.36
2017-12-21,폐업,2023-02-15,서울특별시 송파구 가락동 73-6,자담치킨 가락점,중국식,70.9
1994-09-30,폐업,2018-05-03,"서울특별시 서초구 방배동 862-1번지 ,2호 1층",교촌치킨방배점,통닭(치킨),46.0
2000-02-14,폐업,2013-05-20,서울특별시 용산구 이촌동 209-8번지 (지상1층),교촌치킨,분식,39.96
1993-07-27,폐업,2011-08-19,서울특별시 송파구 가락동 71-4번지,페리카나치킨,분식,31.68
1983-10-08,폐업,1994-10-13,서울특별시 영등포구 대림동 912-8번지,페리카나치킨,한식,21.39
2005-06-13,폐업,2020-07-08,서울특별시 용산구 용문동 36-4 (지상1층),네네치킨,통닭(치킨),42.9
2017-03-30,폐업,2023-08-18,서울특별시 은평구 진관동 27 1012동 상가 105호,노랑통닭,호프/통닭,41.0
1989-09-20,폐업,2011-02-08,서울특별시 송파구 삼전동 106번지,페리카나 삼전점,통닭(치킨),26.4
2006-08-08,폐업,2011-11-24,서울특별시 은평구 갈현동 429-1번지 (지상1층),갈현1동굽네치킨,경양식,36.4
2004-10-11,폐업,2019-04-15,서울특별시 성동구 금호동4가 1380번지 (1층),교촌치킨 금호역점,한식,72.6
2008-09-17,폐업,2013-09-27,서울특별시 은평구 불광동 11-13번지 1층,굽네치킨불광1호점,통닭(치킨),28.66
1993-03-13,폐업,2000-03-03,서울특별시 종로구 연건동 190-9번지,페리카나,분식,24.84
2011-04-19,폐업,2012-11-19,서울특별시 양천구 목동 629-1번지,페리카나,통닭(치킨),33.0
1988-11-14,폐업,2008-08-14,서울특별시 영등포구 양평동5가 76번지 양평한신아파트107동 상가 1-2호,페리카나치킨,분식,12.96
2012-06-27,폐업,2022-12-30,서울특별시 송파구 오금동 151-4 지상1층,네네치킨 오금점,통닭(치킨),46.2
2008-10-30,폐업,2013-11-08,서울특별시 은평구 신사동 16-14번지 1층,굽네치킨(은평신사점),통닭(치킨),23.25
1993-03-22,폐업,1994-01-25,서울특별시 양천구 목동 717-5번지,페리카나양념치킨,분식,15.05
2008-05-29,폐업,2016-05-19,서울특별시 은평구 응암동 5-1번지 지상1층 10호,네네치킨 녹번점,통닭(치킨),20.15
1999-11-22,폐업,2017-10-18,서울특별시 서대문구 북가좌동 292-15번지,네네치킨,한식,19.04
2000-03-14,폐업,2014-05-08,서울특별시 영등포구 신길동 233-78번지 1층,맘스터치,통닭(치킨),26.4
1993-04-21,폐업,2012-10-31,서울특별시 양천구 신정동 119-70번지,페리카나,통닭(치킨),26.4
2000-11-07,폐업,2009-06-29,서울특별시 성북구 안암동5가 104-16번지,교촌치킨 안암점,통닭(치킨),78.48
2012-06-25,폐업,2017-02-22,서울특별시 송파구 신천동 17-4번지 파크리오상가 A동 127호,교촌치킨,통닭(치킨),17.77
1991-01-15,폐업,2011-02-01,서울특별시 영등포구 대림동 993-23번지,페리카나치킨,분식,29.7
2010-10-01,폐업,2020-08-05,서울특별시 은평구 신사동 278-33,페리카나,기타,12.75
2018-03-02,폐업,2019-02-28,서울특별시 성동구 금호동4가 588번지,자담치킨,호프/통닭,44.0
1990-09-11,폐업,2011-01-11,서울특별시 성북구 안암동5가 134-35번지,페리카나치킨,통닭(치킨),50.7
1997-11-01,폐업,2019-12-02,서울특별시 서초구 방배동 835-23번지,네네치킨 방배1호점,통닭(치킨),28.71
1990-05-31,폐업,2007-05-28,서울특별시 성북구 길음동 610-3번지,페리카나치킨,통닭(치킨),23.1
1999-08-09,폐업,2001-10-25,서울특별시 서대문구 연희동 86-2번지,페리카나치킨연희체인,분식,24.06
1994-06-30,폐업,2001-10-05,서울특별시 송파구 마천동 165-1번지,페리카나치킨,분식,25.19
2000-11-08,폐업,2022-10-24,서울특별시 영등포구 대림동 894-42,교촌치킨 대림1호,한식,30.6
2005-07-19,폐업,2008-09-10,서울특별시 성동구 금호동4가 184-1번지 (지상1층),네네치킨,통닭(치킨),25.16
2017-05-30,폐업,2020-02-27,제주특별자치도 서귀포시 서홍동 364번지 파크하임3차 1층,자담치킨서귀포점,호프/통닭,59.16
2010-09-27,폐업,2018-05-17,제주특별자치도 서귀포시 서귀동 296-13번지,굽네치킨서귀점,통닭(치킨),31.0
1999-04-27,폐업,2019-11-12,경기도 수원시 장안구 율전동 305-6,교촌치킨,분식,35.2
2007-03-02,폐업,2021-06-15,경기도 수원시 권선구 권선동 1250-3 가림프라자 102호,네네치킨권선점,호프/통닭,43.29
2008-04-24,폐업,2016-08-23,경기도 화성시 반송동 14-2 (103호),교촌치킨(동탄1호점),통닭(치킨),47.81
2017-12-14,폐업,2021-07-27,제주특별자치도 서귀포시 색달동 1981,자담치킨중문점,호프/통닭,38.59
2003-11-18,폐업,2016-04-07,제주특별자치도 서귀포시 동홍동 499-13번지,교촌치킨동홍점,통닭(치킨),75.6
1994-02-26,폐업,2013-07-31,경기도 수원시 장안구 조원동 510-1 벽산상가 2동 2호,페리카나,기타,29.39
2008-04-18,폐업,2023-11-02,경기도 화성시 봉담읍 상리 11-47,굽네치킨,통닭(치킨),26.5
1999-10-23,폐업,2005-03-22,경기도 수원시 장안구 정자동 887-1 영남우반한솔@상가동 112호,페리카나정자제2체인점,기타,17.36
1999-08-31,폐업,2002-11-07,경기도 수원시 장안구 조원동 874 한일타운상가 203동 106호,페리카나치킨,기타,23.23
2000-02-28,폐업,2011-05-18,경기도 수원시 장안구 정자동 880-3 삼환진로@상가동 208호,페리카나,기타,20.8
1990-05-16,폐업,2004-02-25,제주특별자치도 제주시 삼도일동 701-30번지 (전농로142),페리카나서사라분점,통닭(치킨),21.5
2015-04-28,폐업,2021-11-19,제주특별자치도 서귀포시 법환동 914,교촌치킨월드컵경기장점,통닭(치킨),39.1
1997-03-14,폐업,2022-10-24,경기도 수원시 장안구 조원동 757-3,조원점 굽네치킨,통닭(치킨),25.84
1991-12-11,폐업,2008-08-22,제주특별자치도 제주시 화북일동 1982-10번지,페리카나치킨화북점,통닭(치킨),56.22
1985-01-15,폐업,2023-06-14,제주특별자치도 제주시 용담이동 641-1 (용문로22),네네치킨앤봉구스밥버거용담점,통닭(치킨),29.0
1989-04-21,폐업,2000-02-02,제주특별자치도 제주시 이도일동 1696-13번지,페리카나남문지점,한식,25.5
1988-03-07,폐업,2013-04-05,제주특별자치도 제주시 삼도일동 575-7번지 (서운당1로26),페리카나신고분점,통닭(치킨),22.75
1990-09-25,폐업,2015-11-13,제주특별자치도 제주시 조천읍 조천리 2360-1번지 제2호(1층),페리카나치킨식당,호프/통닭,30.0
1991-01-22,폐업,1995-01-21,제주특별자치도 제주시 삼도이동 1251-5번지,페리카나무근성지점,한식,16.0
1990-04-09,폐업,1995-06-23,제주특별자치도 제주시 도남동 908-6번지,페리카나도남분점,한식,29.0
1991-08-02,폐업,2004-07-08,제주특별자치도 제주시 이도일동 1260-8번지 (중앙로259),페리카나광양분점,통닭(치킨),32.3
1990-05-01,폐업,2011-07-06,제주특별자치도 제주시 이도이동 777번지 주공아파트2단지8호(주공2로38),페리카나이도분점,통닭(치킨),32.0
2001-02-28,폐업,2010-03-23,제주특별자치도 제주시 용담이동 2680-16번지 (용문로25),교촌치킨용담점,한식,33.12
1990-12-27,폐업,2014-01-24,제주특별자치도 제주시 삼도일동 521번지 (서병3로27),페리카나삼도동분점,통닭(치킨),28.71
1998-02-25,폐업,2014-12-24,제주특별자치도 제주시 용담일동 231-11번지 (굴렁동산길5),페리카나용담체인점,한식,19.08
1998-02-11,폐업,2001-05-10,제주특별자치도 제주시 화북일동 9-1번지 화북2차 분산상가101호,페리카나삼양점,한식,24.05
1990-03-12,폐업,1995-12-21,제주특별자치도 제주시 연동 272-43번지,페리카나신제주점,한식,39.0
1990-03-07,폐업,1994-08-30,제주특별자치도 제주시 연동 251-83번지 정주빌라나동/101호,페리카나연동분점,한식,27.0
1998-06-26,폐업,2022-06-21,제주특별자치도 제주시 외도이동 234-2 (1층),페리카나외도점,통닭(치킨),37.4
1999-03-24,폐업,2004-12-20,제주특별자치도 제주시 용담일동 231-18번지 (굴렁동산길13),페리카나용담체인점,통닭(치킨),18.2
1997-04-10,폐업,2003-12-01,제주특별자치도 제주시 일도일동 1071-1번지 (1층),페리카나동문체인점,통닭(치킨),18.63
1992-03-07,폐업,2002-10-05,제주특별자치도 제주시 일도일동 1498번지,페리카나동문체인,한식,23.68
1990-01-30,폐업,2004-02-02,제주특별자치도 제주시 일도이동 1018-18번지 (삼성로115),페리카나신산분점,통닭(치킨),20.14
1990-07-26,폐업,2021-05-21,제주특별자치도 제주시 조천읍 함덕리 229-1,페리카나치킨함덕점,통닭(치킨),24.73
1995-02-24,폐업,2011-10-04,제주특별자치도 제주시 삼도이동 1164-11번지 (북성로114),페리카나중앙체인점,통닭(치킨),14.0
2013-05-16,폐업,2021-08-10,전라남도 담양군 담양읍 천변리 169-19,굽네치킨 담양점,통닭(치킨),98.51
2012-02-22,폐업,2022-02-08,울산광역시 남구 선암동 679-3 상가 4호,교촌치킨,통닭(치킨),30.5
1998-09-21,폐업,2014-04-24,전라남도 나주시 삼영동 355번지,페리카나부영점,통닭(치킨),39.85
1991-10-23,폐업,2023-02-28,울산광역시 동구 화정동 164-11,페리카나치킨,통닭(치킨),26.0
2005-04-15,폐업,2023-09-21,전라남도 장흥군 장흥읍 건산리 529-1 주공아파트,굽네치킨,통닭(치킨),28.0
2016-12-21,폐업,2018-10-19,전라남도 여수시 문수동 121-4번지,60계치킨(여수여서점),기타,66.44
2009-02-11,폐업,2013-09-09,경상남도 산청군 신안면 하정리 776-3번지,신안단성점굽네치킨,통닭(치킨),45.12
2002-06-14,폐업,2018-07-25,전라남도 여수시 여서동 240-7번지,교촌치킨,통닭(치킨),42.62
2007-12-06,폐업,2014-05-20,전라남도 해남군 해남읍 성내리 36-4번지,네네치킨,통닭(치킨),14.16
2000-05-02,폐업,2006-06-12,전라남도 나주시 성북동 169-16번지,페리카나나주체인,기타,27.38
1995-05-26,폐업,2015-04-24,울산광역시 울주군 서생면 진하리 78-6번지,페리카나치킨,호프/통닭,85.62
1992-01-17,폐업,2007-07-02,울산광역시 울주군 온산읍 덕신리 368-9번지,페리카나치킨,분식,31.33
2016-07-06,폐업,2020-05-27,경상남도 창원시 성산구 성주동 100 더스퀘어 1층 B114호,자담치킨성주점,호프/통닭,47.3
2015-01-09,폐업,2017-04-11,경상남도 창원시 성산구 용호동 73-56 반도빌딩 102호,자담치킨용호점,통닭(치킨),72.0
2003-12-18,폐업,2017-04-27,경상남도 창원시 성산구 성주동 101 일신대동프리빌리지아파트상가 112동 1층 101호,페리카나 성주대방점,통닭(치킨),35.0
2008-12-16,폐업,2016-11-22,경상남도 통영시 광도면 죽림리 292-35번지,굽네치킨죽림점,통닭(치킨),42.92
2007-07-04,폐업,2021-12-08,경상남도 창원시 성산구 가음동 15 창원더샵센트럴파크,남양가음점굽네치킨,통닭(치킨),56.24
2011-09-07,폐업,2019-12-20,경상남도 창원시 성산구 대방동 364-1 (엑스몰2층206호),자담치킨,호프/통닭,47.0
2007-12-12,폐업,2014-12-02,경상남도 창원시 성산구 용호동 67-1 무학상가 2층 18호,네네치킨,통닭(치킨),32.31
2001-05-08,폐업,2011-03-18,경상남도 통영시 미수동 365-6번지,교촌치킨미수도남점,패스트푸드,21.83
2001-09-08,폐업,2014-02-07,경상남도 창원시 성산구 용호동 70.72 일반상가3호,교촌치킨용지지점,분식,47.2
1990-09-10,폐업,2006-01-13,경상남도 창원시 성산구 가음정동 21-35 1층 4호,페리카나치킨,기타,23.4
1999-07-09,폐업,2013-04-03,경상남도 창원시 성산구 반림동 10 번지 노블파크아파트분구상가2동 104호,맘스터치치킨 반송용호점,통닭(치킨),45.36
2020-06-29,폐업,2023-11-03,경상남도 창원시 의창구 북면 감계리 235-3 에이스상가 지하 101호,푸라닭 창원감계점,호프/통닭,46.2
1999-12-23,폐업,2006-05-12,경상남도 창원시 성산구 대방동 356 대방덕산타운 306호,페리카나치킨대방점,패스트푸드,26.52
2005-11-28,폐업,2010-07-15,경상남도 김해시 대청동 321-7번지 영해빌딩 205호,맘스터치,통닭(치킨),36.98
2015-07-23,폐업,2017-12-21,경상남도 김해시 진영읍 진영리 656-16번지 2층,페리카나치킨,호프/통닭,51.12
1999-04-28,폐업,2021-11-24,경상북도 영천시 망정동 175-12,교촌치킨,통닭(치킨),40.42
2002-10-15,폐업,2010-06-09,경상북도 영천시 완산동 1086-20번지 1086-32,교촌치킨완산점,통닭(치킨),30.0
2017-07-27,폐업,2022-11-23,경상북도 김천시 율곡동 1123,자담치킨호프김천혁신점,경양식,196.27
2014-08-07,폐업,2016-01-21,"경상북도 경산시 조영동 248-1번지 중앙상가 나동130, 131호",페리카나치킨,통닭(치킨),29.3
2006-12-12,폐업,2007-10-11,경상북도 경주시 현곡면 금장리 347-4번지 새한센스빌상가동 105호,네네치킨현곡점,통닭(치킨),25.84
1990-08-31,폐업,2006-04-24,경상북도 경산시 하양읍 금락리 47-4번지,페리카나치킨,기타,22.5
1996-10-18,폐업,2012-03-28,경상북도 영천시 금호읍 냉천리 709-1번지,페리카나치킨금호점,호프/통닭,24.82
1995-04-12,폐업,2003-05-27,경상북도 경산시 정평동 230-26번지,페리카나치킨,한식,17.1
2017-05-18,폐업,2020-07-29,경상북도 안동시 풍천면 갈전리 1325 프라임빌1층 102호,교촌치킨 경북도청점,호프/통닭,72.6
2006-10-24,폐업,2016-03-14,경상북도 경주시 안강읍 양월리 1256-1번지,안강점굽네치킨,한식,42.9
2009-05-28,폐업,2018-09-14,경상북도 영천시 완산동 1062-34번지 외1필,페리카나 치킨호프,식육(숯불구이),211.44
1992-04-18,폐업,2004-01-20,경상북도 경산시 삼북동 275-4번지,페리카나치킨,한식,25.79
2010-04-19,폐업,2018-11-26,부산광역시 부산진구 전포동 343-13번지,네네치킨전포점,통닭(치킨),25.9
2009-02-05,폐업,2023-03-03,부산광역시 금정구 부곡동 773-7,부곡2호점 굽네치킨,통닭(치킨),33.05
1999-05-03,폐업,2016-07-15,부산광역시 해운대구 반여동 1361-2번지,교촌치킨,통닭(치킨),60.0
1992-07-09,폐업,2012-03-13,부산광역시 기장군 기장읍 대라리 416-3번지,교촌치킨,경양식,42.3
1997-05-19,폐업,2018-03-27,부산광역시 금정구 부곡동 225-2번지,교촌치킨부곡점,기타,30.15
2010-03-19,폐업,2021-08-20,부산광역시 기장군 정관읍 용수리 1294-5 1층,정관신도시점 굽네치킨,통닭(치킨),44.57
2009-11-23,폐업,2016-06-24,부산광역시 기장군 정관읍 427-4번지,페리카나,통닭(치킨),27.0
2000-10-20,폐업,2005-11-23,부산광역시 해운대구 좌동 1439번지 벽산2차상가 207호,페리카나치킨,통닭(치킨),23.4
2006-07-12,폐업,2008-02-18,부산광역시 해운대구 좌동 1365번지 동원듀크빌리지102호 (지상1층),맘스터치,패스트푸드,31.78
2008-08-22,폐업,2023-06-29,부산광역시 북구 금곡동 64-5,굽네치킨금곡점,통닭(치킨),28.8
2010-03-15,폐업,2017-07-20,부산광역시 동래구 수안동 36-59번지,자담치킨 수안점,식육(숯불구이),160.4
2010-02-18,폐업,2020-04-21,부산광역시 동래구 명장동 132-31번지,명장점 굽네치킨,통닭(치킨),16.5
2008-06-23,폐업,2016-06-10,부산광역시 동래구 안락동 472-57번지 안락sk아파트 상가동 126동 126호,페리카나 안락점,한식,30.4
2011-03-08,폐업,2013-11-08,부산광역시 동래구 명장동 154-23번지,페리카나,통닭(치킨),26.91
2002-12-13,폐업,2019-03-28,부산광역시 연제구 연산동 1872번지,교촌치킨연산3호점,통닭(치킨),58.48
2002-12-04,폐업,2014-04-04,부산광역시 연제구 거제동 1477-7번지,교촌치킨법조타운점,통닭(치킨),43.29
2001-03-09,폐업,2023-08-10,부산광역시 사하구 다대동 85-5,교촌치킨,기타,47.5
2002-06-17,폐업,2016-02-16,부산광역시 금정구 구서동 742-17번지,맘스터치,한식,55.86
2014-04-14,폐업,2023-08-22,부산광역시 남구 대연동 245,노랑통닭,통닭(치킨),15.5
2001-11-10,폐업,2012-04-06,부산광역시 금정구 남산동 332-23번지,교촌치킨,통닭(치킨),29.96
2008-09-18,폐업,2018-01-31,부산광역시 동구 초량동 1053-8번지,굽네치킨(초량점),통닭(치킨),23.97
2011-11-07,폐업,2015-06-29,부산광역시 남구 대연동 245번지 외7필지 상가동 206호,노랑통닭,통닭(치킨),14.4
2007-11-05,폐업,2018-04-09,부산광역시 동구 초량동 970-10번지,네네치킨,통닭(치킨),47.6
2002-02-21,폐업,2006-02-01,부산광역시 사하구 괴정동 505-3번지,교촌치킨,기타,42.42
2014-08-08,폐업,2022-10-06,부산광역시 수영구 광안동 192-7 103호,맘스터치광안해변점,패스트푸드,61.71
2003-11-14,폐업,2012-05-21,부산광역시 연제구 연산동 469-17번지,네네치킨,통닭(치킨),27.93
2015-01-29,폐업,2017-01-31,부산광역시 수영구 광안동 142-6번지,자담치킨호프,통닭(치킨),36.0
2013-09-25,폐업,2018-02-05,부산광역시 수영구 수영동 541번지,네네치킨,통닭(치킨),23.9
2002-04-16,폐업,2012-05-25,부산광역시 사하구 감천동 654-10번지,교촌치킨,기타,29.65
2001-05-21,폐업,2011-05-31,부산광역시 사하구 장림동 263-1번지,페리카나치킨,기타,14.21
1997-10-14,폐업,2021-12-06,대전광역시 서구 월평동 1154,페리카나월평점,통닭(치킨),32.45
1999-05-31,폐업,2022-12-12,대전광역시 서구 관저동 1137-1 구봉마을5단지 상가 1층 103호,페리카나관저2체인,통닭(치킨),21.65
1998-06-17,폐업,2006-01-20,대전광역시 서구 관저동 71-11번지,페리카나관저1체인점,호프/통닭,38.2
1990-10-30,폐업,2004-10-27,대전광역시 대덕구 오정동 440-12번지,페리카나식당,한식,27.65
1990-10-20,폐업,2005-10-18,대전광역시 대덕구 읍내동 338-1번지,페리카나치킨식당,한식,23.22
1998-07-01,폐업,2017-05-17,대전광역시 대덕구 중리동 131-2번지,교촌치킨법동점식당,한식,20.5
1990-05-08,폐업,2011-04-07,대전광역시 대덕구 평촌동 535-10번지,페리카나덕암분점,한식,28.56
1999-10-28,폐업,2016-10-31,대전광역시 대덕구 송촌동 444번지 선비2단지상가 110호,페리카나식당,통닭(치킨),34.5
2001-02-06,폐업,2013-06-03,대구광역시 북구 매천동 540-11번지,교촌치킨,패스트푸드,34.91
2003-02-04,폐업,2023-03-29,대구광역시 북구 서변동 1739-8,교촌치킨(동서변점),통닭(치킨),42.04
2003-02-11,폐업,2012-09-20,대구광역시 북구 산격동 1231-13  번지,교촌치킨(산격2호점),통닭(치킨),28.5
2009-05-04,폐업,2013-07-17,대구광역시 북구 동천동 920-9번지,굽네치킨(동천점),통닭(치킨),47.58
2002-10-12,폐업,2012-06-04,대구광역시 북구 동천동 945-8번지,페리카나,통닭(치킨),33.94
2002-10-11,폐업,2015-03-26,대구광역시 북구 대현동 160-5번지,교촌치킨(대현점),통닭(치킨),36.0
2000-08-04,폐업,2017-06-07,대구광역시 북구 산격동 1216-10번지,교촌치킨 산격점,한식,53.69
2000-07-29,폐업,2004-10-28,대구광역시 북구 복현동 539-19번지,페리카나치킨,패스트푸드,41.0
2000-12-11,폐업,2021-06-10,대구광역시 북구 태전동 162-30,페리카나,패스트푸드,19.8
2008-05-08,폐업,2021-10-28,대구광역시 달서구 송현동 1941 지상1층,네네치킨 송현점,통닭(치킨),45.6
2009-04-06,폐업,2023-12-15,대구광역시 서구 평리동 846-46,자담치킨,통닭(치킨),54.51
2009-01-05,폐업,2010-10-22,대구광역시 서구 비산동 930-1번지,교촌치킨,통닭(치킨),29.46
2009-10-30,폐업,2013-10-30,대구광역시 수성구 신매동 572-12번지,페리카나 시지점,통닭(치킨),28.35
1995-06-07,폐업,2006-02-20,대구광역시 달성군 현풍면 하리 205-1번지,페리카나식당,한식,22.1
2008-02-29,폐업,2015-11-02,대구광역시 달서구 성당동 561-6번지 (지상1층),네네치킨성당점,통닭(치킨),27.96
2015-09-11,폐업,2017-07-03,대구광역시 동구 각산동 1080-4번지,자담치킨 대구혁신점,기타,55.76
2009-11-10,폐업,2011-06-30,대구광역시 동구 신천동 183-1번지,대구신천점 굽네치킨,통닭(치킨),69.87
1996-08-29,폐업,2012-02-06,대구광역시 달성군 다사읍 서재리 531번지,페리카나치킨,통닭(치킨),40.38
1993-04-14,폐업,2010-10-22,대구광역시 달성군 화원읍 천내리 49-18번지,페리카나 치킨점,한식,26.8
1990-04-06,폐업,2020-11-20,대구광역시 달성군 논공읍 남리 1143-7,페리카나치킨식당,통닭(치킨),14.52
2003-11-25,폐업,2023-04-19,광주광역시 남구 진월동 870 한국아델리움2차상가230동102호(1층),교촌치킨진월점,통닭(치킨),31.4
2000-02-25,폐업,2017-11-23,광주광역시 남구 주월동 962-1번지,교촌치킨(주월점),통닭(치킨),50.68
2000-06-05,폐업,2002-03-15,광주광역시 남구 주월동 974-52번지,페리카나치킨점,호프/통닭,23.04
1999-10-27,폐업,2005-03-15,광주광역시 광산구 산정동 972-8번지,페리카나,한식,19.36
1985-05-28,폐업,2014-11-14,강원특별자치도 속초시 금호동 625 속초대명2차아파트상가동 102호,페리카나치킨(금호점),통닭(치킨),45.0
2008-03-25,폐업,2011-05-18,강원특별자치도 속초시 조양동 1499 부영3블럭 분산상가 107호,굽네치킨조양점,통닭(치킨),24.0
1994-12-07,폐업,2019-11-12,강원특별자치도 속초시 금호동 622-243,네네치킨금호점,통닭(치킨),67.23
2007-04-23,폐업,2018-07-02,강원특별자치도 강릉시 성남동 99-1,네네치킨,통닭(치킨),23.0
2004-01-26,폐업,2017-12-04,강원특별자치도 춘천시 퇴계동 1006-3 1층,교촌치킨(퇴계2호점),통닭(치킨),35.89
2010-12-07,폐업,2020-04-02,강원특별자치도 원주시 무실동 1661-2,굽네치킨무실점,통닭(치킨),40.0
2010-12-31,폐업,2012-11-05,강원특별자치도 원주시 일산동 326-12 1층(A동),굽네치킨 중앙점,통닭(치킨),38.0
2014-02-10,폐업,2015-09-14,강원특별자치도 춘천시 소양로3가 171,맘스터치중앙소양점,통닭(치킨),46.98
2011-11-11,폐업,2012-02-17,강원특별자치도 춘천시 동면 804-1,맘스터치한림성심대점,통닭(치킨),45.9
2009-01-14,폐업,2015-06-04,강원특별자치도 춘천시 퇴계동 893-1 (1층),맘스터치퇴계점,분식,43.0
