인허가일자,영업상태명,폐업일자,소재지전체주소,사업장명,업태구분명,시설총규모
2008-03-26,영업/정상,,부산광역시 사상구 모라동 1339-16,네네치킨,통닭(치킨),20.6
2001-10-19,영업/정상,,부산광역시 사상구 학장동 149-16,교촌치킨 학장점,호프/통닭,69.8
2008-01-25,영업/정상,,부산광역시 사상구 덕포동 416-2 1층,덕포점굽네치킨,호프/통닭,56.0
2016-08-17,영업/정상,,부산광역시 강서구 명지동 3358-2 티에스스퀘어 105호,맘스터치 명지국제신도시점,패스트푸드,59.85
2014-04-11,영업/정상,,부산광역시 사상구 주례동 502번지,맘스터치,패스트푸드,29.45
1998-06-15,영업/정상,,부산광역시 해운대구 좌동 1282번지 해운대센트럴파크아파트,페리카나치킨,호프/통닭,24.0
2006-02-10,영업/정상,,부산광역시 북구 만덕동 256-8,노랑통닭 부산만덕점,통닭(치킨),40.87
2007-02-08,영업/정상,,부산광역시 수영구 망미동 826-35,맘스터치 피자앤치킨 부산병무청점,횟집,44.52
2007-01-08,영업/정상,,부산광역시 수영구 수영동 503-23,교촌치킨수영점,호프/통닭,54.62
2006-09-05,영업/정상,,부산광역시 동구 범일동 830-44,노랑통닭,호프/통닭,37.44
2006-08-03,영업/정상,,부산광역시 동구 초량동 132-1,교촌치킨 초량점,호프/통닭,131.84
2007-09-21,영업/정상,,부산광역시 사상구 주례동 55-176,교촌치킨 동서대점,호프/통닭,130.0
2007-11-08,영업/정상,,부산광역시 수영구 민락동 167-1,민락광안1동점굽네치킨,호프/통닭,25.2
1984-07-07,영업/정상,,부산광역시 사하구 하단동 489-48,노랑통닭(하단점),호프/통닭,36.53
2007-09-18,영업/정상,,부산광역시 중구 부평동3가 9-2 (1층),푸라닭 부산부평점,한식,51.28
1986-07-19,영업/정상,,부산광역시 동구 범일동 833-2번지,교촌치킨,호프/통닭,62.06
2007-12-03,영업/정상,,부산광역시 사상구 주례동 311-9,굽네치킨,통닭(치킨),18.5
1988-10-04,영업/정상,,부산광역시 해운대구 반여동 906-5,네네치킨,호프/통닭,14.16
1986-08-30,영업/정상,,부산광역시 해운대구 우동 1090-13,교촌치킨 우동벡스코점,기타,24.25
2005-09-05,영업/정상,,부산광역시 북구 화명동 2266-1번지 101호,교촌치킨화명신도시점,통닭(치킨),48.51
1990-07-02,영업/정상,,부산광역시 금정구 구서동 1024-1,교촌치킨(구서1호),통닭(치킨),50.02
2005-07-26,영업/정상,,"부산광역시 북구 화명동 2322번지 수정마을주공@상가109호,110호",맘스터치(화명점),통닭(치킨),48.0
2006-01-19,영업/정상,,부산광역시 사상구 삼락동 417-83,자담치킨 덕포삼락점,호프/통닭,96.08
1991-10-25,영업/정상,,부산광역시 금정구 장전동 425-16번지,맘스터치(부산대점),패스트푸드,17.85
1991-08-12,영업/정상,,부산광역시 금정구 서동 210-6번지,교촌치킨서동1호점,통닭(치킨),27.26
1991-09-13,영업/정상,,부산광역시 사하구 장림동 641-180,페리카나치킨,한식,26.4
1991-03-04,영업/정상,,부산광역시 금정구 서동 122-5 1층일부,노랑통닭,통닭(치킨),18.06
2010-10-25,영업/정상,,부산광역시 사상구 학장동 574-57 학장동 2차 삼성APT 상가동 206호,네네치킨 학장점,호프/통닭,30.45
1988-01-19,영업/정상,,부산광역시 연제구 연산동 579-35,네네치킨,통닭(치킨),22.1
2012-09-28,영업/정상,,부산광역시 중구 중앙동1가 23-6번지 (1층),교촌치킨 남포부평점,식육(숯불구이),112.73
2000-01-12,영업/정상,,부산광역시 사상구 학장동 541번지,페리카나치킨,통닭(치킨),17.34
2014-08-26,영업/정상,,부산광역시 중구 중앙동7가 20-1 롯데몰마트시네마동롯데마트부산광복점3층 푸드엠파이어,맘스터치롯데광복,기타,135.1
2006-08-01,영업/정상,,부산광역시 수영구 광안동 168-7 1층,굽네치킨,호프/통닭,46.81
2006-04-07,영업/정상,,부산광역시 수영구 광안동 120-13,교촌치킨 광안1호점,호프/통닭,74.1
1986-12-30,영업/정상,,부산광역시 남구 대연동 1013-8,교촌치킨대연1호점,통닭(치킨),60.0
2003-08-01,영업/정상,,부산광역시 동래구 안락동 459-50번지,굽네치킨,통닭(치킨),38.0
2012-04-23,영업/정상,,대구광역시 동구 율하동 1613번지,페리카나,경양식,39.0
2016-08-10,영업/정상,,대구광역시 서구 비산동 528-7,맘스터치북비산점,기타,133.67
2006-12-11,영업/정상,,대구광역시 남구 대명동 1094-4,굽네치킨대명1호점,통닭(치킨),83.0
2014-11-25,영업/정상,,대구광역시 남구 대명동 177-12번지,맘스터치,패스트푸드,53.15
2002-10-17,영업/정상,,대구광역시 달서구 상인동 268-13,푸라닭 대구상인점,호프/통닭,64.0
2016-07-08,영업/정상,,대구광역시 수성구 매호동 1082-1번지 (다동 106호),60계치킨대구시지점,호프/통닭,26.4
1999-10-07,영업/정상,,대구광역시 남구 이천동 184-9,교촌치킨 대봉동이천동점,통닭(치킨),44.53
2015-02-12,영업/정상,,대구광역시 수성구 범물동 670 우방미진아파트 119동 102호,네네치킨범물점,통닭(치킨),30.0
2018-04-18,영업/정상,,대구광역시 동구 율하동 989-4,60계치킨대구율하점,기타,35.0
2015-10-26,영업/정상,,대구광역시 수성구 신매동 588-17,노랑통닭(신매점),호프/통닭,76.32
2016-08-19,영업/정상,,대구광역시 달성군 현풍읍 중리 461-3,노랑통닭(현풍점),호프/통닭,121.3
2007-06-25,영업/정상,,대구광역시 중구 남산동 2383-0006번지 지상1층,페리카나치킨,통닭(치킨),23.79
2006-09-06,영업/정상,,대구광역시 수성구 매호동 1083-4 매호리첸시아아파트 1층 101동 점포2호,굽네치킨매호점,통닭(치킨),55.84
2002-10-21,영업/정상,,대구광역시 수성구 범물동 1374-4번지,교촌치킨(범물점),통닭(치킨),57.15
2017-12-08,영업/정상,,대구광역시 달성군 구지면 응암리 1208-3번지,맘스터치(구지점),호프/통닭,100.05
2006-07-24,영업/정상,,대구광역시 수성구 지산동 1251-8번지,네네치킨지산점,통닭(치킨),28.7
2006-07-06,영업/정상,,대구광역시 수성구 매호동 1336-10번지,네네치킨(시지1호점),통닭(치킨),26.8
2015-12-07,영업/정상,,대구광역시 서구 비산동 434-13번지 34호,자담치킨,한식,26.98
2006-02-24,영업/정상,,대구광역시 수성구 범어동 116-4번지,범어4만촌3동점굽네치킨,통닭(치킨),60.19
2000-11-03,영업/정상,,대구광역시 달성군 화원읍 설화리 779-1번지,페리카나치킨,통닭(치킨),24.99
2016-04-26,영업/정상,,대구광역시 수성구 범물동 1332 신화에덴아파트 103동 104호,60계치킨범물지산점,호프/통닭,45.0
2016-06-10,영업/정상,,대구광역시 중구 삼덕동3가 0045-0001번지 지상1층,자담치킨,분식,36.5
2015-07-17,영업/정상,,대구광역시 서구 내당동 1005-33,네네치킨내당대신동점,호프/통닭,71.5
2014-02-11,영업/정상,,대구광역시 남구 이천동 551-1 이천주공2단지 상가동 104호,자담치킨 대구이천점,호프/통닭,26.7
2003-11-25,영업/정상,,대구광역시 수성구 범어동 249-6 .4,교촌치킨범어1호점,호프/통닭,143.64
2015-11-26,영업/정상,,대구광역시 남구 대명동 1098-4,교촌치킨대명1호점,호프/통닭,56.3
2015-09-30,영업/정상,,대구광역시 수성구 신매동 607-5,굽네치킨,호프/통닭,112.1
2015-09-23,영업/정상,,대구광역시 수성구 만촌동 962-15번지,굽네치킨 대구메트로점,호프/통닭,33.0
2001-04-03,영업/정상,,대구광역시 달서구 진천동 0535-0012번지 외1필지,페리카나 월배점,기타,18.24
2016-02-18,영업/정상,,대구광역시 수성구 시지동 316-3,맘스터치시지고산점,기타,73.0
2003-09-30,영업/정상,,대구광역시 수성구 수성동1가 73번지 삼우수성타운 상가 A동 103호,맘스터치,통닭(치킨),42.5
2016-02-11,영업/정상,,대구광역시 수성구 파동 159-8번지,맘스터치,경양식,77.92
2013-04-08,영업/정상,,대구광역시 수성구 수성동4가 1022-11,교촌치킨수성점,통닭(치킨),201.6
2001-09-28,영업/정상,,대구광역시 달서구 신당동 1808-0005,페리카나치킨 신당점,통닭(치킨),31.08
2003-03-07,영업/정상,,대구광역시 수성구 중동 258-3 1층,교촌치킨,통닭(치킨),76.53
2015-07-02,영업/정상,,대구광역시 수성구 수성동2가 53-3,맘스터치수성시장점,호프/통닭,81.05
2015-06-26,영업/정상,,대구광역시 중구 남산동 0665 반월당 삼정그린코아 1층 101동 105호,맘스터치 반월당점,경양식,134.22
1998-05-08,영업/정상,,대구광역시 달성군 구지면 창리 422-4번지 423-5,네네치킨 구지점,통닭(치킨),34.56
1998-10-08,영업/정상,,대구광역시 달성군 화원읍 천내리 241-1번지 외 2필지 1층,교촌치킨 화원점,통닭(치킨),104.0
2013-11-13,영업/정상,,대구광역시 수성구 사월동 642번지 시지동화아이위시상가 103호,네네치킨시지사월점,통닭(치킨),33.2
2003-04-03,영업/정상,,대구광역시 달서구 본동 1012-1 (지상1층),푸라닭 대구본리점,한식,30.51
2003-04-03,영업/정상,,대구광역시 달서구 성당동 699-9번지,페리카나,통닭(치킨),28.75
2017-11-13,영업/정상,,대구광역시 동구 불로동 1158-3 외 1필지,자담치킨(불로봉무점),기타,28.86
2004-10-29,영업/정상,,대구광역시 수성구 범어동 208-9번지,네네치킨,통닭(치킨),26.35
2014-12-04,영업/정상,,대구광역시 동구 신암동 38-2번지,맘스터치 동구청점,패스트푸드,85.8
2015-12-08,영업/정상,,대구광역시 수성구 시지동 489-2번지,교촌치킨 시지2호점,통닭(치킨),78.5
2003-05-19,영업/정상,,대구광역시 달서구 감삼동 317-3번지 (지상1층),교촌치킨 감삼.성당점,통닭(치킨),38.0
2016-01-08,영업/정상,,대구광역시 중구 대봉동 0716-0003번지 지상1층,굽네치킨 대구대봉점,호프/통닭,32.9
2003-06-27,영업/정상,,대구광역시 수성구 지산동 1249-4,푸라닭 (대구지산점),중국식,76.5
2018-07-10,영업/정상,,대구광역시 동구 신기동 547-6,자담치킨 율하점,기타,68.0
2003-04-30,영업/정상,,대구광역시 달서구 두류동 473-12 (지상1층),굽네치킨(두류점),호프/통닭,65.78
1996-10-11,영업/정상,,대구광역시 달서구 진천동 0366-0002번지,페리카나치킨 진천대곡점,통닭(치킨),22.7
2017-10-25,영업/정상,,대구광역시 중구 북성로2가 0042-0004 1층,네네치킨동성로점,호프/통닭,34.0
2013-03-22,영업/정상,,대구광역시 달성군 현풍면 중리 286-2번지 .  1층 금성아파트상가동,굽네치킨현풍점,통닭(치킨),60.0
1997-06-23,영업/정상,,대구광역시 달서구 이곡동 1256 성서와룡타운,페리카나치킨,통닭(치킨),27.95
2003-05-23,영업/정상,,대구광역시 달성군 화원읍 본리리 58번지,자담치킨,기타,49.5
2013-05-20,영업/정상,,대구광역시 수성구 범어동 478-11 1층,굽네치킨,통닭(치킨),50.53
2017-04-27,영업/정상,,대구광역시 동구 봉무동 1553,굽네치킨 이시아폴리스점,기타,80.35
2003-04-24,영업/정상,,대구광역시 달서구 장기동 826-6,교촌치킨,호프/통닭,96.39
2012-09-20,영업/정상,,대구광역시 동구 율하동 1438 106호,맘스터치 율하광장점,경양식,62.4
2013-07-01,영업/정상,,대구광역시 수성구 상동 316-9,"굽네치킨(상동,중동점)",호프/통닭,32.25
2003-01-20,영업/정상,,대구광역시 달서구 이곡동 1347-9번지,네네치킨 성서점,통닭(치킨),24.75
2015-03-17,영업/정상,,대구광역시 동구 신천동 285-3,맘스터치 동대구점,패스트푸드,144.41
2001-05-24,영업/정상,,대구광역시 달성군 화원읍 명곡리 110-1 108호,네네치킨 화원점,통닭(치킨),33.3
2002-07-05,영업/정상,,대구광역시 달서구 용산동 950-1,교촌치킨,통닭(치킨),70.83
2014-11-17,영업/정상,,대구광역시 동구 봉무동 1539-3번지,60계치킨 이시아시티점,한식,98.4
2004-02-21,영업/정상,,대구광역시 달서구 신당동 1842-4번지 (지상1층),네네치킨 신당점,통닭(치킨),14.3
2000-02-16,영업/정상,,대구광역시 수성구 매호동 1328-12번지 1층,교촌치킨,통닭(치킨),77.0
2002-06-28,영업/정상,,대구광역시 달서구 이곡동 1220-1 (지상1층),푸라닭대구이곡점,호프/통닭,96.81
2004-02-18,영업/정상,,대구광역시 달서구 대천동 472-4번지 B동(지상1층),네네치킨신월배점,통닭(치킨),46.33
2002-05-04,영업/정상,,대구광역시 수성구 만촌동 849-2번지,교촌치킨(만촌1호점),통닭(치킨),52.19
2001-03-28,영업/정상,,대구광역시 달성군 논공읍 북리 833-184번지,네네치킨논공점,통닭(치킨),29.28
2016-08-05,영업/정상,,대구광역시 동구 방촌동 1058번지,맘스터치 (방촌점),기타,74.0
2003-02-21,영업/정상,,대구광역시 달서구 감삼동 63-7번지,페리카나,통닭(치킨),32.44
2010-01-11,영업/정상,,대구광역시 수성구 황금동 577 1층,황금점굽네치킨,통닭(치킨),56.54
2002-05-31,영업/정상,,대구광역시 달성군 화원읍 명곡리 320-1,교촌치킨명곡점,통닭(치킨),73.53
2000-10-13,영업/정상,,대구광역시 달성군 논공읍 북리 803-148,교촌치킨(논공점),호프/통닭,115.2
2013-10-23,영업/정상,,대구광역시 동구 율하동 1311 102호,교촌치킨(율하점),통닭(치킨),46.8
2014-03-14,영업/정상,,대구광역시 동구 율하동 1617번지,네네치킨 율하점,통닭(치킨),40.32
2017-08-16,영업/정상,,대구광역시 동구 각산동 1098-5,교촌치킨 대구혁신점,호프/통닭,88.26
2014-09-22,영업/정상,,대구광역시 동구 방촌동 1118-121번지 외 1필지,교촌치킨,한식,59.73
1993-06-08,영업/정상,,대구광역시 서구 평리동 618-1,페리카나식당,통닭(치킨),21.0
2015-12-22,영업/정상,,"광주광역시 북구 연제동 41-3 106호,107호",교촌치킨연제점,기타,83.4
2017-07-24,영업/정상,,"광주광역시 북구 매곡동 494 1층, 125호",푸라닭광주매곡오치점,호프/통닭,40.36
2011-12-14,영업/정상,,광주광역시 북구 문흥동 1010-2 일신아파트 상가,노랑통닭문흥점,식육(숯불구이),38.63
2013-12-04,영업/정상,,광주광역시 북구 양산동 810 1층,노랑통닭양산용두점,기타,51.94
2017-08-02,영업/정상,,광주광역시 북구 두암동 351-3 1층,60계치킨두암점,호프/통닭,98.34
2014-10-13,영업/정상,,광주광역시 북구 운암동 975-2 1층,노랑통닭광주운암점,기타,36.65
2018-05-14,영업/정상,,광주광역시 북구 양산동 721번지,맘스터치(양산점),기타,89.17
2017-07-11,영업/정상,,광주광역시 북구 신안동 476-60 1층,푸라닭광주용봉점,호프/통닭,43.5
2012-03-28,영업/정상,,광주광역시 북구 중흥동 323-1번지 모아타운 상가114동 지하층호,페리카나전대점,통닭(치킨),60.39
2015-08-13,영업/정상,,광주광역시 북구 문흥동 997-4 1층,맘스터치(문흥점),기타,58.88
2015-10-26,영업/정상,,광주광역시 북구 신용동 675번지 상가113동 102호,자담치킨(첨단2지구점),호프/통닭,52.0
2009-04-21,영업/정상,,광주광역시 북구 중흥동 351-7번지 1층,네네치킨중흥점,통닭(치킨),86.96
2011-11-18,영업/정상,,광주광역시 북구 삼각동 804-4,자담치킨(광주일곡삼각점),기타,29.71
2009-09-03,영업/정상,,광주광역시 북구 운암동 965 현대아파트상가7~8호,60계치킨운암동림점,호프/통닭,30.16
2005-01-12,영업/정상,,광주광역시 북구 일곡동 886-5,굽네치킨일곡점,기타,35.29
2005-12-14,영업/정상,,광주광역시 북구 삼각동 809-5번지,네네치킨(일곡삼각점),기타,27.79
2003-10-07,영업/정상,,광주광역시 북구 문흥동 980-15번지,교촌치킨문흥1호점,통닭(치킨),14.79
2016-08-03,영업/정상,,광주광역시 북구 신용동 691번지 1층,굽네치킨첨단2호점,호프/통닭,38.0
2013-01-24,영업/정상,,광주광역시 북구 오치동 785-4 1층,교촌치킨,기타,46.8
2014-03-11,영업/정상,,광주광역시 북구 운암동 130-1,교촌치킨운암2호점,통닭(치킨),128.6
2017-02-10,영업/정상,,광주광역시 북구 양산동 851번지 1층,60계치킨,기타,105.77
2015-07-20,영업/정상,,광주광역시 북구 신용동 693번지 107호,교촌치킨(첨단신용점),호프/통닭,53.76
2017-07-18,영업/정상,,광주광역시 북구 매곡동 214-4 1층,굽네치킨(매곡오치점),기타,44.76
2017-08-08,영업/정상,,광주광역시 북구 일곡동 829-1 1층,60계치킨일곡매곡점,기타,68.0
2015-06-10,영업/정상,,광주광역시 북구 용봉동 1382-2 1층,60계치킨(광주용봉점),기타,83.94
2010-10-20,영업/정상,,광주광역시 북구 두암동 827-28번지 1층,자담치킨두암점,통닭(치킨),41.86
2008-04-03,영업/정상,,광주광역시 북구 본촌동 3057 2층,굽네치킨(양산점),통닭(치킨),37.97
2010-03-03,영업/정상,,광주광역시 북구 풍향동 579-5번지 (1층),굽네치킨(풍향산수점),통닭(치킨),37.8
2004-07-06,영업/정상,,광주광역시 북구 두암동 826-50번지,교촌치킨,기타,43.69
2006-10-27,영업/정상,,광주광역시 북구 양산동 205-1번지 일신아파트 상가동 1층 104호,네네치킨양산점,통닭(치킨),32.5
2006-10-27,영업/정상,,광주광역시 북구 용봉동 1205-2 용봉경로당,네네치킨용봉점,통닭(치킨),51.75
1999-10-11,영업/정상,,광주광역시 북구 운암동 352-15 2층,맘스터치운암점,패스트푸드,150.72
1999-05-08,영업/정상,,광주광역시 북구 두암동 300-4번지,노랑통닭(두암점),호프/통닭,60.6
2005-08-17,영업/정상,,광주광역시 광산구 신가동 1047-5번지 (1층),네네치킨신가점,통닭(치킨),37.44
2019-07-22,영업/정상,,"강원특별자치도 원주시 지정면 가곡리 1348-7 1층 101,102,103호",교촌치킨원주기업도시점,호프/통닭,121.77
2018-06-29,영업/정상,,"강원특별자치도 원주시 반곡동 1767-54 1층, 좌측상가",교촌치킨늘품점,호프/통닭,64.0
2018-10-02,영업/정상,,강원특별자치도 원주시 지정면 신평리 1131-24,푸라닭원주기업도시점,기타,29.7
1990-12-15,영업/정상,,강원특별자치도 강릉시 포남동 1148-5,페리카나로얄체인점,통닭(치킨),49.39
2021-10-15,영업/정상,,강원특별자치도 원주시 반곡동 2069 120동 102호,자담치킨반곡행구점,호프/통닭,34.5
2020-05-08,영업/정상,,강원특별자치도 원주시 반곡동 1860-5,푸라닭원주혁신도시점,호프/통닭,135.48
1990-12-24,영업/정상,,강원특별자치도 강릉시 내곡동 621-1,내곡동페리카나,통닭(치킨),35.26
1990-04-24,영업/정상,,강원특별자치도 강릉시 교동 124-8,교동페리카나,통닭(치킨),27.72
2021-09-23,영업/정상,,강원특별자치도 원주시 지정면 가곡리 1501 원주 롯데캐슬 골드파크 2차,네네치킨앤봉구스밥버거기업도시점,한식,30.85
2018-12-13,영업/정상,,강원특별자치도 원주시 학성동 1073-27,페리카나단계점,호프/통닭,57.6
2021-03-30,영업/정상,,강원특별자치도 춘천시 근화동 286-11,자담치킨약사명동점,호프/통닭,33.0
1975-08-06,영업/정상,,강원특별자치도 강릉시 주문진읍 주문리 357-14,페리카나주문진점,통닭(치킨),73.36
2017-03-29,영업/정상,,강원특별자치도 춘천시 동면 장학리 802-1,맘스터치장학만천점,패스트푸드,99.2
2020-06-30,영업/정상,,강원특별자치도 춘천시 퇴계동 1240,자담치킨퇴계한숲점,호프/통닭,34.0
2016-12-05,영업/정상,,강원특별자치도 춘천시 소양로3가 181-9,교촌치킨춘천시청점,호프/통닭,76.15
2017-09-28,영업/정상,,강원특별자치도 춘천시 석사동 313-27,60계치킨춘천교대점,호프/통닭,49.65
2020-12-08,영업/정상,,강원특별자치도 춘천시 동내면 거두리 931-1,자담치킨거두봄내점,호프/통닭,53.0
2015-05-08,영업/정상,,강원특별자치도 춘천시 후평동 701-8,맘스터치후평점,통닭(치킨),94.81
2020-02-10,영업/정상,,강원특별자치도 춘천시 후평동 702-7,푸라닭춘천후평점,호프/통닭,91.79
1989-06-23,영업/정상,,강원특별자치도 강릉시 임당동 182-3,페리카나서부점,통닭(치킨),38.21
1989-12-07,영업/정상,,강원특별자치도 강릉시 포남동 1216,페리카나치킨포남점,통닭(치킨),32.48
2020-04-07,영업/정상,,강원특별자치도 원주시 지정면 가곡리 1498-1,페리카나(기업도시점),호프/통닭,76.95
2020-01-23,영업/정상,,강원특별자치도 원주시 단계동 835-3,푸라닭 원주단계점,호프/통닭,73.4
2016-04-26,영업/정상,,강원특별자치도 춘천시 효자동 325-17,페리카나석사점,기타,43.12
2016-02-02,영업/정상,,강원특별자치도 춘천시 퇴계동 87,교촌치킨퇴계2호점,호프/통닭,88.2
2017-05-18,영업/정상,,강원특별자치도 춘천시 후평동 739 1층,굽네치킨동광오거리점,호프/통닭,59.94
1988-07-30,영업/정상,,강원특별자치도 강릉시 옥천동 269,페리카나옥천점,통닭(치킨),53.3
2020-03-18,영업/정상,,강원특별자치도 원주시 무실동 1726-6,굽네치킨원주무실점,호프/통닭,43.16
2021-04-14,영업/정상,,강원특별자치도 춘천시 우두동 1065-12,60계치킨(춘천우두점),호프/통닭,59.38
2021-03-15,영업/정상,,강원특별자치도 춘천시 퇴계동 1161-3,자담치킨 춘천온의공지천점,호프/통닭,87.6
2019-06-11,영업/정상,,강원특별자치도 춘천시 후평동 683,자담치킨후평점,호프/통닭,95.2
2019-04-11,영업/정상,,"강원특별자치도 원주시 반곡동 1910-9 1층, 101호",페리카나(혁신점),호프/통닭,42.39
2017-06-21,영업/정상,,강원특별자치도 원주시 태장동 1284-5,굽네치킨태장우산점,호프/통닭,42.21
2019-03-14,영업/정상,,강원특별자치도 원주시 단계동 811 1층,자담치킨원주단계점,호프/통닭,24.5
2022-02-23,영업/정상,,강원특별자치도 원주시 무실동 1831-14,노랑통닭(무실점),호프/통닭,110.45
2019-05-02,영업/정상,,강원특별자치도 원주시 무실동 1724-15,60계치킨(무실점),호프/통닭,110.23
2020-07-22,영업/정상,,강원특별자치도 춘천시 우두동 1065-15,푸라닭춘천신사우점,호프/통닭,101.64
2019-10-29,영업/정상,,강원특별자치도 춘천시 퇴계동 1124,푸라닭춘천퇴계점,호프/통닭,54.66
2020-09-18,영업/정상,,강원특별자치도 춘천시 요선동 14-1,푸라닭춘천시청점,호프/통닭,99.4
2020-06-15,영업/정상,,강원특별자치도 원주시 단계동 1173-8,교촌치킨원주봉화점,호프/통닭,99.84
2019-02-18,영업/정상,,강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오,60계치킨강대온의점,호프/통닭,50.4
2022-09-14,영업/정상,,강원특별자치도 춘천시 우두동 409-11,굽네치킨(신사우점),호프/통닭,80.7
2020-06-05,영업/정상,,강원특별자치도 원주시 태장동 1366-2,네네치킨태장점,호프/통닭,40.72
2018-06-07,영업/정상,,강원특별자치도 원주시 문막읍 동화리 1536-6,페리카나건등점,호프/통닭,78.66
2022-07-21,영업/정상,,강원특별자치도 원주시 명륜동 857 더샵 원주센트럴파크 3단지 상가동,굽네치킨원주명륜점,호프/통닭,39.51
2022-07-18,영업/정상,,강원특별자치도 원주시 행구동 1863 원주 행구동 골드클래스 상가동,60계치킨강원원주행구점,한식,40.34
2021-05-27,영업/정상,,강원특별자치도 원주시 관설동 1713-1 청솔6차아파트 상가동 103호,자담치킨단관행복점,호프/통닭,45.0
2020-03-05,영업/정상,,강원특별자치도 원주시 흥업면 흥업리 585-8,교촌치킨(흥업점),호프/통닭,45.26
2021-03-29,영업/정상,,강원특별자치도 원주시 단구동 1522-6,자담치킨단구점,호프/통닭,30.54
2019-03-19,영업/정상,,강원특별자치도 춘천시 석사동 809-1,노랑통닭석사점,호프/통닭,82.64
2017-11-13,영업/정상,,강원특별자치도 춘천시 온의동 587-8,맘스터치춘천메가박스점,호프/통닭,98.79
2019-12-31,영업/정상,,강원특별자치도 원주시 지정면 가곡리 1374-10,굽네치킨원주기업도시점,기타,79.11
2021-03-12,영업/정상,,강원특별자치도 원주시 태장동 1383-10,푸라닭원주태장점,호프/통닭,72.57
2019-12-30,영업/정상,,강원특별자치도 원주시 무실동 1880-2,자담치킨(원주무실점),호프/통닭,34.8
2018-01-09,영업/정상,,강원특별자치도 원주시 명륜동 539,교촌치킨(명륜점),호프/통닭,79.22
2017-10-19,영업/정상,,강원특별자치도 원주시 단계동 872-3 지상1층,맘스터치원주단계점,경양식,54.05
2020-08-24,영업/정상,,강원특별자치도 춘천시 동면 장학리 1003-1,교촌치킨장학점,호프/통닭,89.23
2023-05-03,영업/정상,,강원특별자치도 원주시 단계동 837-1,60계치킨원주단계점,호프/통닭,48.22
2021-02-26,영업/정상,,강원특별자치도 원주시 지정면 가곡리 1498-2,노랑통닭(원주기업점),호프/통닭,40.44
1991-04-04,영업/정상,,강원특별자치도 인제군 기린면 현리 641-7,페리카나구구 현리점,통닭(치킨),53.95
2014-05-15,영업/정상,,강원특별자치도 인제군 북면 원통리 645-32,교촌치킨,통닭(치킨),59.0
2018-02-19,영업/정상,,강원특별자치도 인제군 서화면 천도리 600,페리카나(천도점),한식,74.08
2011-01-27,영업/정상,,강원특별자치도 인제군 인제읍 상동리 296-8,굽네치킨,통닭(치킨),35.42
2012-11-29,영업/정상,,강원특별자치도 인제군 서화면 천도리 632-1,네네치킨,통닭(치킨),73.04
2020-02-11,영업/정상,,강원특별자치도 인제군 기린면 현리 637-12,맘스터치 현리점,한식,80.36
1988-05-26,영업/정상,,강원특별자치도 인제군 인제읍 상동리 358-1,페리카나,통닭(치킨),32.0
2014-07-02,영업/정상,,강원특별자치도 인제군 기린면 현리 849-3,네네치킨 현리점,통닭(치킨),75.0
2015-06-09,영업/정상,,강원특별자치도 인제군 남면 신남리 342-3,맘스터치 신남점,호프/통닭,55.59
2021-04-09,영업/정상,,강원특별자치도 인제군 인제읍 상동리 347-8,교촌치킨 인제점,호프/통닭,144.42
1996-04-30,영업/정상,,강원특별자치도 인제군 북면 원통리 651-5,페리카나치킨,통닭(치킨),50.32
2021-04-13,영업/정상,,강원특별자치도 강릉시 안현동 861-8,교촌치킨 경포점,기타,112.0
2006-05-12,영업/정상,,강원특별자치도 인제군 서화면 서화리 1120-29,맘스터치 서화점,통닭(치킨),79.23
1993-08-14,영업/정상,,강원특별자치도 인제군 북면 원통리 658-11,굽네치킨 원통점,호프/통닭,122.8
2021-03-08,영업/정상,,강원특별자치도 강릉시 주문진읍 교항리 127-17,노랑통닭 주문진점,호프/통닭,75.4
2022-03-21,영업/정상,,강원특별자치도 강릉시 주문진읍 주문리 329-19 강릉주문진풍림아이원하버뷰,60계치킨(주문진점),호프/통닭,52.13
2005-04-19,영업/정상,,강원특별자치도 강릉시 초당동 249-3,네네치킨초당점,통닭(치킨),47.59
2002-10-07,영업/정상,,강원특별자치도 강릉시 노암동 711 신화아파트,자담치킨노암점,통닭(치킨),36.5
2006-04-27,영업/정상,,강원특별자치도 인제군 인제읍 상동리 361-29,네네치킨,통닭(치킨),64.77
2023-04-07,영업/정상,,강원특별자치도 강릉시 노암동 245-7,네네치킨노암점,호프/통닭,49.0
2018-10-12,영업/정상,,강원특별자치도 강릉시 내곡동 422-22,노랑통닭내곡점,호프/통닭,55.2
2017-11-09,영업/정상,,강원특별자치도 강릉시 홍제동 1020-2,굽네치킨유천점,호프/통닭,76.68
2016-08-08,영업/정상,,강원특별자치도 강릉시 홍제동 1037,페리카나치킨유천점,호프/통닭,33.24
2005-07-21,영업/정상,,강원특별자치도 강릉시 교동 1848-3,네네치킨솔올점,통닭(치킨),34.27
2004-09-09,영업/정상,,강원특별자치도 강릉시 포남동 1157-8,교촌치킨포남점,통닭(치킨),85.93
2004-04-22,영업/정상,,강원특별자치도 강릉시 포남동 1150-2,네네치킨포남점,통닭(치킨),51.67
2018-08-09,영업/정상,,강원특별자치도 강릉시 입암동 498-13,교촌치킨성덕점,호프/통닭,115.99
2019-12-02,영업/정상,,강원특별자치도 강릉시 내곡동 428-1,교촌치킨내곡회산점,호프/통닭,125.1
