인허가일자,폐업일자,상세영업상태명,소재지전체주소,사업장명
1999-06-07,2022-05-31,폐업,서울특별시 영등포구 대림동 710-11,J. Fitness
1999-12-24,2005-03-08,폐업,서울특별시 영등포구 신길동 4677-0번지,태양헬스
1999-10-13,2019-03-19,폐업,서울특별시 영등포구 영등포동5가 108-0번지,다이나믹
1999-10-16,2007-09-18,폐업,서울특별시 영등포구 여의도동 15-13번지,휘트니스클럽
1999-10-07,2005-02-28,폐업,경상북도 포항시 북구 장성동 59B-2L,포항헬스클럽
1999-03-24,2022-07-06,폐업,서울특별시 영등포구 영등포동 618-69 오학빌딩5층,중앙헬쓰
1999-03-29,2008-06-19,폐업,서울특별시 영등포구 신길동 413-10번지,대성헬스클럽
2011-09-23,2014-07-04,폐업,경상북도 포항시 북구 장성동 1577-4번지,필 휘트니스
2012-04-30,2018-08-29,폐업,경상북도 포항시 북구 장성동 978번지,다이어트 사관학교
2012-07-09,2016-02-29,폐업,경상북도 포항시 북구 장성동 1365-2번지,코리아짐
2012-08-27,2023-06-16,폐업,경상북도 포항시 북구 우현동 1 우현1지구토지구획정리사업지구 6B 3L,엔디(ND)피트니스
2018-08-29,2022-01-03,폐업,대전광역시 서구 가수원동 847 성광타워,커브스가수원클럽
2018-08-27,2023-05-02,폐업,서울특별시 영등포구 신길동 478,커브스 보라매클럽
2018-08-28,2019-07-24,폐업,충청북도 청주시 흥덕구 복대동 288-122번지,그랑프리 엑스짐
2018-07-31,2018-10-18,폐업,서울특별시 도봉구 방학동 720-33번지 도봉월드상가,바디플래너짐
2018-08-22,2019-10-04,폐업,경기도 성남시 분당구 삼평동 698번지 판교테크노밸리 스타트업 캠퍼스,오즈피트니스
2018-08-28,2021-07-20,폐업,부산광역시 사상구 삼락동 363-5,캐슬스포츠센터
2018-09-05,2022-01-17,폐업,서울특별시 송파구 삼전동 5,3B휘트니스
2018-08-22,2022-11-29,폐업,경기도 시흥시 대야동 581-2 신화프라자,우리동네 GYM
2018-09-06,2021-03-11,폐업,서울특별시 강남구 논현동 94-21 정주빌딩,더블에잇체육관
2018-07-27,2021-03-11,폐업,서울특별시 강남구 삼성동 143-37 현대타워,힐라리스씨엠피
2018-07-31,2019-07-29,폐업,서울특별시 강남구 삼성동 49-12번지,(주)휴먼인밸런스
2020-03-20,2023-05-01,폐업,부산광역시 부산진구 전포동 685-10,커스텀 피티짐
2020-04-02,2023-09-07,폐업,경상북도 칠곡군 북삼읍 인평리 1038-4,포웰스포츠센타
2020-04-08,2020-11-19,폐업,울산광역시 동구 전하동 648-13,커브스 전하클럽
2020-04-08,2023-04-25,폐업,경상북도 의성군 의성읍 후죽리 586-1,천호농업회사법인(청년괴짜방)
2020-04-08,2023-08-23,폐업,서울특별시 은평구 역촌동 30-9 2층,역촌 명성체육관
2020-06-17,2023-10-12,폐업,경기도 용인시 수지구 풍덕천동 694 건영아파트,지비티(GBT) 학습센터
2020-06-15,2023-12-19,폐업,경기도 용인시 수지구 신봉동 33 센트럴500,바디솔루션
2020-05-08,2023-03-15,폐업,서울특별시 구로구 항동 122 항동프라자,FORWARD GYM
2020-06-08,2021-07-12,폐업,서울특별시 강서구 내발산동 657 우장산힐스테이트 상가1동 405호,엑티브핏
2020-06-08,2023-06-12,폐업,경기도 김포시 구래동 6880-3,스타터짐
2022-03-24,2022-03-30,폐업,"경기도 고양시 덕양구 도내동 1079 센트럴타워 306, 307호",뉴 라이프 짐
2020-05-11,2024-02-05,폐업,경기도 김포시 구래동 6884-2,디짐&에스필라테스
2020-05-20,2023-07-31,폐업,경상북도 포항시 북구 양덕동 468-1,커브스 장량클럽
2020-05-07,2022-10-27,폐업,대전광역시 동구 효동 272-13,크리스탈 스포츠센터
2020-05-11,2021-08-26,폐업,서울특별시 서초구 방배동 3001-2 방배디오슈페리움1,짐에브리원
2020-06-02,2021-11-29,폐업,경기도 이천시 증포동 362-6,청춘핏 피트니스
2020-04-17,2021-08-20,폐업,서울특별시 강서구 마곡동 798-5 에이스타워2 지하1층B06~B07호,더예뻐짐
2020-06-02,2023-05-24,폐업,경기도 파주시 동패동 1758-1,뉴라이프
2020-04-06,2020-10-07,폐업,대전광역시 서구 월평동 1353 지하1층,Exquisite Strength
2020-05-12,2023-06-07,폐업,경기도 의정부시 민락동 801 해동 lll(쓰리) 타워,아트라다
2020-04-24,2020-08-21,폐업,대전광역시 서구 둔산동 968 사리원 504호,둔산퍼스널트레이닝센터
2020-06-02,2022-01-24,폐업,서울특별시 송파구 문정동 632 가든파이브웍스,하트너 짐
2020-05-27,2023-08-29,폐업,경기도 남양주시 별내동 826,원밀리언핏
2020-05-28,2022-11-21,폐업,서울특별시 강남구 청담동 85-18 엠디가슴성형센터빌딩,식스컷츠
2020-06-03,2021-12-21,폐업,대구광역시 수성구 수성동1가 819 수성롯데캐슬더퍼스트2단지,페르보퍼스널트레이닝
2020-05-04,2024-01-26,폐업,서울특별시 강서구 마곡동 794 문영비즈웍스 501호,HY 트레이닝
2020-05-04,2020-11-26,폐업,서울특별시 강남구 논현동 93-2,피지오랩
2020-04-29,2020-09-29,폐업,대구광역시 달서구 파호동 89 성서삼성명가타운,핏투비
2021-11-09,2022-07-06,폐업,경기도 안양시 만안구 안양동 534-5 명지캐럿162주상복합아파트,필라테스 몸을 그리다 and 어시스트
2021-10-25,2023-04-03,폐업,서울특별시 서초구 잠원동 20-5 인성빌딩,포커스 핏
2021-10-25,2021-11-15,폐업,부산광역시 해운대구 재송동 1096-4 3층,Trendy gym
2021-11-25,2024-01-30,폐업,제주특별자치도 제주시 노형동 710 뉴월드복합빌딩,애니타임 피트니스 제주노형점
2021-10-21,2021-12-28,폐업,부산광역시 금정구 구서동 413-37,커피앤짐(coffee&gym)
2021-10-22,2023-10-27,폐업,경기도 수원시 권선구 금곡동 1118-1 세종타운721,비비드짐
2021-12-02,2023-07-03,폐업,부산광역시 수영구 광안동 99-10,진리JINLY 트레이너 엔터테인먼트
2021-11-12,2022-11-08,폐업,제주특별자치도 제주시 화북이동 826-1,비상휘트니스 화북점
2021-11-12,2023-09-30,폐업,세종특별자치시 도담동 660 세종한신휴시티,우리핏
2021-11-16,2023-04-07,폐업,경기도 화성시 병점동 871 병점역효성해링턴플레이스,헬스대통령 2호
2021-11-19,2024-02-23,폐업,제주특별자치도 서귀포시 성산읍 고성리 1195-1 엄마상회,운동 공방
2021-11-16,2023-10-31,폐업,경상남도 양산시 중부동 692-7 네오플러스,FM FIT
2021-11-08,2023-09-30,폐업,경기도 남양주시 별내동 882-2,완벽해짐
2023-03-06,2023-12-28,폐업,부산광역시 수영구 광안동 774-33,민정이네 체육관
2023-03-23,2023-11-01,폐업,서울특별시 마포구 서교동 395-28,허니짐합정2호점
2023-03-13,2024-01-11,폐업,부산광역시 기장군 정관읍 매학리 713-3,핫트니스(HOTNESS)
2023-03-10,2023-09-05,폐업,인천광역시 중구 신생동 2-53,베럴핏
2023-03-15,2023-10-20,폐업,서울특별시 광진구 자양동 553-428 보은빌딩,에이투짐(A2GYM)
2023-03-15,2024-01-31,폐업,인천광역시 계양구 용종동 213-3 초정마을동아아파트,제이 스포츠 사이언스 연구소
2023-03-28,2023-06-19,폐업,경상남도 김해시 율하동 1336-1,팀페리아휘트니스
2002-05-02,2011-05-02,폐업,대구광역시 북구 노원동1가 270-1번지 2층,탑헬스
2002-07-29,2005-05-30,폐업,대구광역시 북구 관음동 474-7번지 (지상4층),관음헬스
2002-11-02,2019-08-01,폐업,대구광역시 북구 구암동 769-3번지,칠곡보석헬스장
2002-12-10,2008-02-20,폐업,대구광역시 북구 매천동 618-24번지,대호스포츠빌
2002-12-14,2014-05-01,폐업,대구광역시 북구 노원동3가 1205-20번지,스파2020
2002-12-24,2011-12-07,폐업,대구광역시 북구 노원동2가 280번지 (281-1) 지상2층,고려헬스피아
2003-02-21,2004-05-27,폐업,대구광역시 북구 동변동 493번지,야인헬스장
2003-02-28,2007-06-01,폐업,대구광역시 북구 동변동 366번지,헬스매니아
2003-03-07,2014-09-18,폐업,대구광역시 북구 복현동 121-1번지,금강헬스장
2003-04-07,2005-12-20,폐업,대구광역시 북구 동천동 876-4번지,발리헬스휘트니스
2003-05-10,2004-04-07,폐업,대구광역시 북구 복현동 681번지 (4층),헬스클리닉
2004-04-10,2013-07-15,폐업,대구광역시 북구 대현동 322-7번지 (지상4층),진 헬스클럽
2004-04-30,2006-03-16,폐업,대구광역시 북구 침산동 285-2번지,제이에스엠 휘트니스
2004-05-27,2007-02-26,폐업,대구광역시 북구 서변동 1787-2번지 (지상5층),야인헬스장
2012-02-10,2016-10-21,폐업,대구광역시 북구 침산동 430-15번지 다빈치타워 901호,BCH 스포랜드
2005-02-17,2009-06-04,폐업,대구광역시 북구 칠성동1가 270-33번지,양친회 건강관리센타 헬스
2005-03-07,2015-05-15,폐업,대구광역시 북구 침산동 285-10번지 (지상7층),화성 휘트니스 클럽
2005-06-20,2007-10-02,폐업,대구광역시 북구 태전동 614-1번지 (지상4층),삼동 헬스
2006-02-17,2022-12-01,폐업,대구광역시 북구 산격동 625-3,호수에 멱가므러
2006-03-16,2019-07-23,폐업,대구광역시 북구 침산동 285-2번지 (4층),골드짐 피트니스
2006-09-13,2014-02-24,폐업,대구광역시 북구 침산동 105-1번지,침산코오롱하늘채휘트니스센터
2007-01-05,2014-03-10,폐업,대구광역시 북구 동천동 908-1번지 2층,동천워터피아헬스
2007-06-20,2013-10-08,폐업,대구광역시 북구 관음동 1372번지 지하1층,북구문화예술회관스포츠센터
2007-06-22,2013-07-03,폐업,대구광역시 북구 동변동 366번지 5층,헬스매니아
2009-05-08,2022-10-13,폐업,대구광역시 북구 대현동 415-5 2층,프랜즈헬스
2009-10-08,2017-12-01,폐업,대구광역시 북구 동천동 901-1번지 7층,H휘트니스
2010-09-29,2020-02-17,폐업,대구광역시 북구 침산동 296-1번지 건영하이츠 상가101동 1203호,레드 휘트니스
2011-04-27,2022-12-26,폐업,대구광역시 북구 동천동 895-3 3층,올림피아
2011-05-04,2015-03-16,폐업,대구광역시 북구 노원동1가 270-1번지 2층,탑 헬스
2013-10-11,2015-09-02,폐업,대구광역시 북구 관음동 1372번지,북구문화예술회관스포츠센터
2014-04-21,2023-07-20,폐업,대구광역시 북구 칠성동2가 42-9,뷰티바디헬스클럽
2014-11-24,2021-05-10,폐업,대구광역시 북구 복현동 121-1 지하1층,금강헬스
2015-06-23,2023-05-18,폐업,대구광역시 북구 동천동 901-2 대성시티프라자 7층,스카이 짐
2015-09-09,2016-10-25,폐업,대구광역시 북구 동천동 909-2번지 2층,크로스핏 헤론
2016-06-27,2021-12-24,폐업,대구광역시 북구 금호동 817,부림주택 금호파크랜드 사우나·헬스
1992-08-28,2015-04-06,폐업,대구광역시 북구 태전동 253-14번지,창운종합체육관
1999-02-12,2023-02-07,폐업,대구광역시 북구 노원동2가 255,동남헬스
1999-11-02,2006-03-22,폐업,대구광역시 북구 읍내동 947-4번지,팔공헬스
1999-11-09,2007-09-17,폐업,대구광역시 북구 복현동 363-13번지,한마음헬스
2000-08-11,2011-01-25,폐업,대구광역시 북구 복현동 121-1번지,무룡체육관
2000-05-02,2020-07-01,폐업,대구광역시 북구 산격동 488-6,북대구 헬스사우나
2000-02-08,2023-06-01,폐업,대구광역시 북구 태전동 205-14 상가 지하,티제이 휘트니스
2000-01-11,2015-03-17,폐업,대구광역시 북구 고성동3가 6-30번지,장미헬스
1993-05-29,2014-10-31,폐업,대구광역시 북구 읍내동 774-4번지,효성체육관
1996-10-14,2016-02-25,폐업,대구광역시 북구 산격동 741-3번지,종합헬스
1996-10-31,2006-03-22,폐업,대구광역시 북구 태전동 1066-2번지,라이온헬스
1997-03-11,2007-03-19,폐업,대구광역시 북구 복현동 400-1번지,극동헬스클럽
1998-03-21,2012-12-24,폐업,대구광역시 북구 태전동 769-1번지,북대구헬스클럽
1998-04-08,2003-05-20,폐업,대구광역시 북구 복현동 459-6번지,강호체육관
2001-01-31,2020-01-30,폐업,대구광역시 북구 대현동 270-7번지 (지상2층),토탈바디 헬스
2001-06-15,2011-04-07,폐업,대구광역시 북구 산격동 1694번지,부석헬스센타
2001-10-16,2007-06-14,폐업,대구광역시 북구 관음동 1372번지,북구문화예술회관스포츠센타
2002-09-30,2015-04-01,폐업,"대구광역시 북구 구암동 650번지 지상4층,5층",현대비타민휘트니스
2002-04-17,2006-08-04,폐업,대구광역시 북구 동천동 908-1번지,동천헬스피아
2002-07-18,2013-03-11,폐업,대구광역시 북구 복현동 479-3번지 (지상6층),복현스포츠센타
2006-08-02,2011-10-24,폐업,대전광역시 유성구 반석동 637번지,아미가휘트니스클럽
2006-08-11,2017-12-31,폐업,대전광역시 유성구 봉명동 444-5번지,호텔리베라스포츠센타(체력단련장)
1995-10-09,2007-12-17,폐업,대전광역시 대덕구 중리동 362-1번지,럭키헬스클럽
1997-01-23,2006-01-10,폐업,대전광역시 대덕구 덕암동 52-22번지,파워헬스클럽
2002-03-13,2011-10-27,폐업,대전광역시 대덕구 법동 193-1번지,어필헬스클럽
2002-03-29,2016-11-25,폐업,대전광역시 대덕구 와동 367-1번지,뽀빠이헬스
2002-04-11,2017-12-28,폐업,대전광역시 대덕구 오정동 740-13번지,훠시즌헬스클럽
2003-05-09,2008-09-11,폐업,대전광역시 대덕구 송촌동 504-6번지,쎌파스쿼시&헬스
2003-05-15,2020-01-21,폐업,대전광역시 대덕구 송촌동 459-6번지 삼보빌딩7층,삼보헬스클럽
2003-10-23,2020-10-30,폐업,대전광역시 대덕구 중리동 126-3,드림파워헬스
2004-03-12,2012-09-03,폐업,대전광역시 대덕구 신탄진동 118-5번지,삼오헬스플러스
2005-03-07,2018-12-31,폐업,대전광역시 대덕구 신탄진동 120-15번지,K&K 휘트니스
2005-03-15,2015-01-30,폐업,대전광역시 대덕구 신대동 411-14번지,코바헬스클럽
2006-04-28,2008-06-19,폐업,대전광역시 대덕구 송촌동 460-2번지 8층,뉴 라이프 헬스
2011-10-24,2020-10-30,폐업,대전광역시 대덕구 석봉동 199-20 2층,커브스신탄진클럽
1998-07-16,2023-11-02,폐업,대전광역시 대덕구 읍내동 58-4 화남스토아,화남헬스클럽
1998-03-17,2011-09-02,폐업,대전광역시 대덕구 목상동 148-7번지 2층,그린헬스클럽
1999-04-21,2018-12-21,폐업,대전광역시 대덕구 평촌동 535-10번지,반석헬스
2012-12-12,2013-03-28,폐업,대전광역시 대덕구 중리동 248-1번지,체력단련원
2013-12-05,2015-01-12,폐업,대전광역시 대덕구 송촌동 464-2번지,에너지 Plus
1999-06-23,2008-05-28,폐업,대전광역시 동구 가양동 47-63번지 3층,드림헬스클럽
1999-10-05,2005-07-14,폐업,대전광역시 동구 성남동 496-8번지,유락헬스클럽
1999-10-23,2003-06-18,폐업,대전광역시 동구 용전동 143-13번지,대전제일신협헬스클럽
1999-10-23,2003-06-18,폐업,대전광역시 동구 용전동 143-13번지,대전제일신협헬스클럽
2000-05-06,2008-02-18,폐업,대전광역시 동구 홍도동 51-7번지,홍도동새마을금고헬스클럽
2000-06-16,2023-11-21,폐업,대전광역시 동구 용운동 431-1,관리짐 헬스케어
2001-07-20,2008-03-03,폐업,대전광역시 동구 용운동 305-5번지,용운헬스클럽
1989-12-27,2006-04-07,폐업,대전광역시 동구 중동 60-14번지,대호헬스클럽
1997-07-04,2004-06-24,폐업,대전광역시 동구 용전동 42-9번지,스타헬스클럽
1998-06-01,2005-06-10,폐업,대전광역시 동구 삼성동 307-3번지,계룡헬스클럽
1999-09-21,2007-12-24,폐업,대전광역시 동구 판암동 231-1번지,두우팔헬스클럽
1999-12-16,2010-02-03,폐업,대전광역시 동구 가양동 161-5번지,한밭스포츠헬스클럽
2001-06-04,2011-11-08,폐업,대전광역시 동구 가양동 32-34번지,여성헬스 어필
2002-04-13,2009-10-22,폐업,대전광역시 동구 대동 402-14번지,열린헬스클럽
2002-08-19,2007-11-28,폐업,대전광역시 동구 효동 272-13번지,다이아스포렉스헬스장
2003-04-08,2011-09-01,폐업,대전광역시 동구 용전동 145-5번지,아남헬스클럽
2003-06-16,2015-02-17,폐업,대전광역시 동구 자양동 76-4번지,우송헬스클럽
2005-03-03,2016-07-11,폐업,대전광역시 동구 가양동 52-2번지 302호,동부헬스클럽
2002-11-21,2004-06-21,폐업,대전광역시 동구 홍도동 102-19번지,BB헬스클럽
2002-11-21,2004-06-21,폐업,대전광역시 동구 홍도동 102-19번지,B B 헬스클럽
2003-02-28,2008-04-11,폐업,대전광역시 동구 용전동 8-17번지,신동아헬스클럽
2003-03-19,2005-03-05,폐업,대전광역시 동구 자양동 68-9번지,우송웰니스연구소
1989-11-01,1996-12-04,폐업,대전광역시 중구 용두동 13-11번지,성인체력관리센터
1989-12-30,2001-08-21,폐업,대전광역시 중구 부사동 129-5번지,코리아 헬스클럽
1989-12-30,2002-02-28,폐업,대전광역시 중구 태평동 334-7번지,올림픽 헬스클럽
1990-01-06,1996-12-27,폐업,대전광역시 중구 선화동 114-2번지,대전 스포츠클럽
1990-01-06,2018-04-30,폐업,대전광역시 중구 대흥동 168-7번지,충무 스포츠 클럽
1990-03-14,1994-09-27,폐업,대전광역시 중구 문화동 374-7번지,삼손 체력관
1990-05-07,1992-06-19,폐업,대전광역시 중구 용두동 115-1번지,한림헬스클럽
1992-07-08,1996-12-10,폐업,대전광역시 중구 산성동 271-9번지,대전 경희헬스
1993-03-05,1995-03-18,폐업,대전광역시 중구 부사동 98-9번지,영 헬스클럽
1993-09-27,2001-04-18,폐업,대전광역시 중구 문화동 284-93번지,좋은 남여 헬스
1993-03-23,2008-09-24,폐업,대전광역시 중구 중촌동 403-1번지,여성전용 헬스클럽
1994-01-11,1998-08-24,폐업,대전광역시 중구 대흥동 117-18번지,대전 헬스
1994-06-10,2022-02-11,폐업,대전광역시 중구 부사동 129-7,천광 헬스
1994-12-07,1996-07-26,폐업,대전광역시 중구 대흥동 104-5번지,아왕 육체미 체육관
1996-07-06,2005-11-30,폐업,대전광역시 중구 문화동 160-26번지,문화 헬스
1996-07-26,2008-09-26,폐업,대전광역시 중구 중촌동 16-10번지,제일 육체미 체육관
1996-08-07,2002-09-23,폐업,대전광역시 중구 용두동 13-1번지,시민 헬스클럽
1996-09-05,2011-04-05,폐업,대전광역시 중구 오류동 179-13번지,삼성 헬스클럽
1996-12-09,2011-05-04,폐업,대전광역시 중구 용두동 14-9번지,서대전 헬스
1997-03-24,2007-06-11,폐업,대전광역시 중구 문화동 559-5번지,성신 남여헬스
1990-12-28,1996-12-27,폐업,대전광역시 중구 은행동 147-1번지,은행 헬스
1991-12-30,1993-02-13,폐업,대전광역시 중구 은행동 76-2번지,영체력 관리센터
1992-04-30,2002-01-30,폐업,대전광역시 중구 중촌동 403-22번지,현대 헬스
2000-07-07,2017-03-15,폐업,대전광역시 중구 유천동 211-9번지 2층,세븐업 헬스클럽
2000-09-26,2022-07-04,폐업,대전광역시 중구 선화동 186-12,오성 헬스
2001-04-18,2003-02-26,폐업,대전광역시 중구 선화동 3-2번지,매직 휘트니스센터
2001-04-30,2003-01-27,폐업,대전광역시 중구 유천동 307-1번지,테크노 짐
2001-06-05,2020-11-13,폐업,대전광역시 중구 선화동 5-2 소청일번가 지하1층,(주)제이에치기획
2001-12-05,2002-06-10,폐업,대전광역시 중구 대흥동 497번지 LG화제 빌딩 지하1층,휘트니스 맴버스클럽
2003-01-29,2012-06-28,폐업,대전광역시 중구 오류동 175-14번지,(주)혜성스포츠
1990-06-11,1990-12-30,폐업,대전광역시 중구 대흥동 3-10번지,대전사회체육센터
1990-07-05,1995-10-19,폐업,대전광역시 중구 오류동 175-3번지,미성 스포렉스
2002-11-22,2011-06-30,폐업,대전광역시 중구 유천동 313-1번지,파라곤 스포렉스
2003-02-21,2005-09-06,폐업,대전광역시 중구 선화동 3-14번지,스펙트럼 휘트니스
1997-10-31,2004-02-05,폐업,대전광역시 중구 오류동 154-22번지,BP 헬스클럽
1998-02-16,1999-03-25,폐업,대전광역시 중구 중촌동 408-3번지,중촌 헬스클럽
1999-07-27,2002-05-02,폐업,대전광역시 중구 대흥동 198-1번지,쌍인 헬스타운
1999-10-25,2011-05-24,폐업,대전광역시 중구 문창동 373-1번지,거인 헬스
1999-11-26,2011-06-22,폐업,대전광역시 중구 유천동 326-7번지,일진 스포츠 센터
1999-12-23,2016-03-29,폐업,대전광역시 중구 유천동 187-9번지,BBMC휘트니스클럽
2004-03-02,2020-11-02,폐업,대전광역시 중구 태평동 349-3 4층,레이지핏
2004-03-31,2012-05-01,폐업,대전광역시 중구 목동 15-3번지,오투클럽
2005-03-11,2006-09-13,폐업,대전광역시 중구 선화동 235-5번지,한성헬스
2005-09-16,2011-02-21,폐업,대전광역시 중구 선화동 3-14번지,코리아 짐
2005-10-07,2016-03-30,폐업,대전광역시 중구 용두동 13-1번지 무궁화백화점 201호,베스트헬스클럽
2006-01-23,2007-08-09,폐업,대전광역시 중구 문화동 1-13번지 기독교봉사회관 별관3층,세이 스포츠
2003-06-13,2005-03-10,폐업,대전광역시 중구 선화동 235-5번지,한성헬스클럽
2003-06-25,2011-06-09,폐업,대전광역시 중구 태평동 381-16번지 태평크리닉 빌딩 6층,프렌즈 헬스클럽
2003-09-16,2009-06-11,폐업,대전광역시 중구 태평동 417-14번지,청도 체육관
2003-11-12,2020-06-01,폐업,대전광역시 중구 산성동 284-8,라이프 헬스
2006-08-21,2018-06-04,폐업,대전광역시 중구 유천동 338-17번지,유천타운 휘트니스 사우나
2008-01-07,2012-03-09,폐업,대전광역시 중구 문화동 1-253번지 센트럴파크다목적실 209동 지하1호,센트럴휘트니스
2008-05-22,2010-01-21,폐업,대전광역시 중구 대흥동 513-1번지 대경빌딩 2층,연예인스포츠센타
2009-07-20,2024-02-21,폐업,대전광역시 중구 유천동 322-13 802호,커브스태평클럽
2010-01-26,2011-01-21,폐업,대전광역시 중구 대흥동 513-1번지 대경빌딩 2층,연예인스포츠센타
2011-12-01,2014-11-04,폐업,대전광역시 중구 문화동 1-30번지,코리아휘트니스
2006-11-16,2014-04-07,폐업,대전광역시 중구 석교동 68-16번지,조이헬스
2006-06-09,2014-08-12,폐업,대전광역시 중구 유천동 187-16번지 벽산빌딩 지하1층,벽산휘트니스
2007-03-02,2010-04-09,폐업,"대전광역시 중구 오류동 171-13번지 쉐리움아파트 404,405호",삼성럭셔리휘트니스
2014-09-24,2023-09-11,폐업,대전광역시 중구 선화동 153-1,레전드 헬스
2014-11-13,2023-12-12,폐업,대전광역시 중구 문화동 1-30,코리아 휘트니스
2016-01-29,2020-01-29,폐업,대전광역시 중구 목동 21-33번지,케틀벨아시아피트니스
2012-01-09,2023-09-19,폐업,대전광역시 중구 대흥동 51-6,보문 헬스 & 태닝
2013-02-27,2015-04-02,폐업,대전광역시 중구 목동 15-3번지,오투휘트니스클럽
2013-08-28,2019-04-25,폐업,대전광역시 중구 대흥동 4-4번지,스포펠리스
2000-10-25,2004-05-04,폐업,부산광역시 금정구 장전동 538-1번지,드레곤헬스
2000-11-06,2006-04-14,폐업,부산광역시 금정구 부곡동 26-9번지,우주헬스
2010-04-30,2018-04-20,폐업,부산광역시 금정구 구서동 86-2번지,커브스구서클럽
2001-03-09,2010-07-02,폐업,부산광역시 금정구 부곡동 964-1번지,드림헬스클럽
2003-07-02,2004-04-27,폐업,부산광역시 금정구 구서동 461-8번지,정현스포츠센터
2003-07-08,2014-12-23,폐업,부산광역시 금정구 장전동 538-1번지,한신스포렉스
2000-07-19,2007-08-01,폐업,부산광역시 사상구 주례동 315-2번지,양지헬스
2001-06-01,2003-11-03,폐업,부산광역시 사상구 엄궁동 56-2번지 외 58-1.2.3.4.5.6 / 618-21,장수레포츠타운(헬스)
2002-04-11,2007-02-09,폐업,부산광역시 사상구 괘법동 527-2번지,사상온천헬스클럽
2002-11-27,2007-07-31,폐업,부산광역시 사상구 주례동 57-17번지 (6층),성화휘트니스클럽
1997-07-28,2007-08-01,폐업,부산광역시 사상구 감전동 117-7번지,감전헬스
1997-04-15,2004-01-16,폐업,부산광역시 사상구 덕포동 386-1번지 벽산늘푸른아파트 상가,유원헬스클럽
1998-12-17,2006-01-18,폐업,부산광역시 사상구 학장동 583-43번지,메가짐헬스
2003-03-18,2014-03-03,폐업,부산광역시 금정구 서동 210-3번지,패밀리헬스
2005-03-25,2006-01-24,폐업,부산광역시 금정구 구서동 203-5번지,(주)승진스포텍 에어로빅장
2006-01-27,2012-11-15,폐업,부산광역시 금정구 장전동 293-17번지,스카이파크헬스
2008-05-29,2011-04-25,폐업,부산광역시 금정구 부곡동 397-15번지 3층,굿모닝 헬스클럽
2008-10-27,2013-04-23,폐업,부산광역시 금정구 부곡동 314-10번지 3층,칠성헬스
2008-11-20,2010-03-02,폐업,부산광역시 금정구 구서동 86-2번지 용화빌딩 9층 202호,커브스구서클럽
2014-07-23,2020-03-23,폐업,부산광역시 남구 문현동 405-6번지 3층,엑스피 바디 스튜디오
2001-02-01,2023-08-29,폐업,부산광역시 사상구 학장동 168-10 구학마을상가,헬스메카
2016-12-07,2023-06-22,폐업,부산광역시 남구 용호동 957-1 힐탑탑플레이스,24시 힐탑 영어피트니스 랭핏 짐
2017-09-07,2019-04-11,폐업,부산광역시 남구 용호동 495-34번지,Spine 트레이닝센터
2018-05-28,2021-06-03,폐업,부산광역시 남구 용호동 536-18 협진태양아파트 상가동 201호,스페셜PT & 필라테스
1999-11-26,2006-05-15,폐업,부산광역시 사상구 모라동 512-3번지,모라체력관리관
2000-03-21,2007-08-01,폐업,부산광역시 사상구 감전동 121-22번지,유미헬스클럽
2014-08-13,2017-05-11,폐업,부산광역시 남구 용호동 987-1번지 힐탑 탑플레이스 B동 602호,이핏 스튜디오
2014-11-12,2023-08-18,폐업,부산광역시 남구 대연동 74-1,맥스 멀티짐
2014-11-19,2023-07-18,폐업,"부산광역시 남구 용호동 957-1 힐탑탑플레이스 A동 503,4호",스마트핏 운동센터(주)
2015-11-26,2022-10-20,폐업,부산광역시 남구 대연동 245-157,(주)동진스포렉스
1990-05-11,2004-04-02,폐업,부산광역시 사상구 괘법동 525-7번지,서부체력관리
1993-03-05,2005-01-14,폐업,부산광역시 사상구 감전동 121-6번지,대웅체력관
1996-10-15,2022-12-28,폐업,부산광역시 사상구 감전동 131-8,동영헬스
1997-05-19,2006-02-14,폐업,부산광역시 사상구 삼락동 418-26번지,동아헬스
2016-02-16,2020-09-17,폐업,부산광역시 금정구 부곡동 225-36 2층,휘트니스 목샤
2016-03-21,2024-01-25,폐업,부산광역시 금정구 장전동 414-23 3층,밀론 앤 필라테스라운지
2016-04-05,2020-01-06,폐업,부산광역시 금정구 구서동 1049번지,국가대표휘트니스
2018-01-09,2020-01-06,폐업,부산광역시 금정구 구서동 203-18번지,초이스짐
2001-03-19,2012-02-21,폐업,부산광역시 북구 구포동 1234-9번지,수정헬스클럽
2015-09-16,2023-07-21,폐업,부산광역시 금정구 부곡동 235-13,금정 사우나 헬스
2014-08-07,2022-03-02,폐업,부산광역시 금정구 남산동 117-4 새생명빌딩 지하1층,매드맥스짐
2007-06-01,2012-06-29,폐업,부산광역시 사상구 주례동 190-3번지 3층,부산21휘트니스
2007-09-06,2021-11-04,폐업,부산광역시 사상구 엄궁동 199-8 4충,상영휘트니스
1999-11-26,2002-12-12,폐업,부산광역시 남구 대연동 1729-5번지,스포맥스헬스
2000-12-27,2001-12-31,폐업,부산광역시 남구 대연동 72-23번지,KAFA헬스
1997-07-19,2011-08-16,폐업,부산광역시 남구 용호동 486-16번지 5층중 4층,코리아헬스
1997-12-03,2002-12-12,폐업,부산광역시 남구 용호동 395-1번지,윤경찬헬스
1998-10-09,2007-07-31,폐업,부산광역시 남구 대연동 72-23번지 대승타워6층,파워플러스헬스클럽
