인허가일자,폐업일자,상세영업상태명,소재지전체주소,사업장명
2016-02-22,,영업중,서울특별시 종로구 종로1가 24번지,다함PT
2005-04-29,,영업중,서울특별시 중구 남대문로5가 541번지 지하1층,웰리스
2012-10-22,,영업중,서울특별시 용산구 한남동 740-1번지,프라이빗 웰니스
2013-02-13,,영업중,서울특별시 용산구 한남동 79-3번지,H 스튜디오
2013-06-18,,영업중,서울특별시 용산구 이촌동 302-52 LG프라자,반트짐
2017-07-18,,영업중,서울특별시 양천구 신정동 1289 대림프라자 403호,GYM I(짐아이)
2017-08-04,,영업중,서울특별시 양천구 신정동 994-5,목동역점 스포애니 (주)케이디헬스케어
2017-08-31,,영업중,서울특별시 양천구 신정동 995-1번지 지층,(주)짐사이어티
2018-01-05,,영업중,서울특별시 양천구 신정동 973-34번지 3층,ONE FIT
2018-02-20,,영업중,서울특별시 양천구 목동 762-6번지,S-GYM
2018-04-12,,영업중,서울특별시 양천구 신정동 282-12번지 태양빌딩 2층,산체스짐
2018-04-18,,영업중,"서울특별시 양천구 신정동 323-9번지 이스타빌 B동 201호,208호",미니휘트니스3
2009-05-12,,영업중,서울특별시 광진구 자양동 227-342 4층,건국AMC The Classic 500
2014-08-06,,영업중,경상북도 포항시 북구 죽도동 614-8번지 동양메디컬센터 106호,건강해짐
2015-03-05,,영업중,경상북도 포항시 북구 양덕동 1304번지,더 케이 짐
2015-03-23,,영업중,경상북도 포항시 북구 양덕동 1775,스타빌리
2015-03-30,,영업중,경상북도 포항시 북구 흥해읍 남성리 315-3번지,탑 휘트니스센터
2015-06-05,,영업중,경상북도 포항시 남구 대잠동 458-13번지,BODY LABS
2015-06-08,,영업중,경상북도 포항시 북구 장성동 1417-4,디자인짐
2000-11-07,,영업중,경상북도 포항시 북구 장성동 1353-2번지,유림헬스클럽
2017-02-28,,영업중,서울특별시 서초구 서초동 1697-15번지,The Better GYM
1999-12-24,,영업중,경상북도 포항시 남구 연일읍 생지리 149-1번지,유앨헬스크럽
1999-07-12,,영업중,경상북도 포항시 북구 학잠동 21-1번지,신화헬스클럽
1997-12-24,,영업중,서울특별시 영등포구 신길동 254-3,이지휘트니스
1999-12-21,,영업중,서울특별시 영등포구 대림동 784-0번지,바디체인지헬스
2009-11-03,,영업중,경상북도 포항시 남구 연일읍 생지리 149-1번지,행복공간 헬스클럽
1999-12-30,,영업중,서울특별시 영등포구 여의도동 36-2번지 맨하탄빌딩4층3호,스타트원짐
2017-05-25,,영업중,서울특별시 양천구 신월동 994-9 2층,휘트니스칸 신월점
2017-06-16,,영업중,서울특별시 양천구 신월동 444-13 태현빌딩지하1층,에너짐
2010-11-04,,영업중,경상북도 포항시 북구 환호동 환호해맞이그린빌 주상가동 A-101호 (4층),해맞이사우나
2011-11-10,,영업중,경상북도 포항시 북구 죽도동 15-24,BL휘트니스
2017-08-01,,영업중,경상북도 포항시 북구 여천동 24-9번지 5층,CMJ 웰니스&다이어트
2012-03-29,,영업중,경상북도 포항시 남구 오천읍 용덕리 395-2,대명휘트니스
2012-11-15,,영업중,경상북도 포항시 북구 죽도동 617-15번지,바디코어 트레이닝센터
2012-11-20,,영업중,경상북도 포항시 남구 효자동 573-1,효자웰빙 스포렉스
2018-08-29,,영업중,대전광역시 서구 둔산동 981번지,MW GYM
2018-08-21,,영업중,인천광역시 중구 인현동 1-76번지 4층,덤벨을들다
2018-08-27,,영업중,서울특별시 송파구 문정동 652-5번지 문정아이파크,리키PT STUDIO
2018-09-04,,영업중,경기도 광주시 태전동 87-33번지,(주)라이프플러스 태전
2018-09-04,,영업중,경기도 광주시 오포읍 능평리 340-4 201호,찬스짐
2018-09-04,,영업중,서울특별시 서초구 방배동 426-3번지,빌더바디(Build The Body)
2018-09-04,,영업중,부산광역시 남구 대연동 458-5번지,마이 피티(MY PT)
2018-07-24,,영업중,경상북도 경산시 백천동 572-7,베네핏피트니스
2018-08-17,,영업중,경상북도 경산시 하양읍 동서리 1103번지,크리스워크아웃
2018-09-04,,영업중,전라남도 고흥군 고흥읍 서문리 219-48번지 일반음식점,CK GYM
2018-08-08,,영업중,경기도 남양주시 오남읍 오남리 495-10,바른피티 퍼스널트레이닝센터
2018-08-03,,영업중,경기도 용인시 기흥구 보정동 1265-2 센타프라자 203호,커브스 보정클럽
2018-09-03,,영업중,서울특별시 송파구 잠실동 19-9번지 잠실파인애플상가,허니짐 김성권 P.T
2018-09-04,,영업중,충청남도 천안시 동남구 구성동 483-11 석수빌딩,운동맛짐
2018-08-27,,영업중,충청남도 당진시 수청동 980,NO.1 피트니스
2018-08-28,,영업중,경기도 양주시 옥정동 963-13 파스텔시티,수트 피트니스(SUIT FITNESS)
2018-08-28,,영업중,세종특별자치시 보람동 629-4번지 세종시드니,커브스 보람클럽
2018-09-06,,영업중,부산광역시 부산진구 전포동 892-20번지 지오플레이스,제임스짐
2018-08-31,,영업중,부산광역시 해운대구 중동 1774-5번지 해운대로데오아울렛,베스트 피트니스
2018-08-31,,영업중,부산광역시 해운대구 좌동 388 리치타운,골드휘트니스
2018-08-06,,영업중,경상남도 거제시 옥포동 1884번지,헐크짐
2018-08-02,,영업중,서울특별시 마포구 창전동 150-15번지 서강한산빌딩,일레븐피티 마포점
2018-08-23,,영업중,서울특별시 마포구 상암동 1590번지 상암 IT Tower,커브스 상암클럽
2018-09-06,,영업중,충청북도 청주시 청원구 오창읍 양청리 798-3 엔젤프리존 702호,라인업피트니스
2015-07-17,,영업중,대구광역시 달서구 유천동 87번지 4층,삼우 헬스
2018-07-31,,영업중,경기도 광명시 소하동 1340-5번지 웅신아트 304호,벨로짐광명소하점
2018-08-06,,영업중,경상북도 안동시 옥동 989-7번지 설광빌딩 401-402호,에이에이짐
2018-08-27,,영업중,전라남도 광양시 중동 1590 광양써니밸리아파트,라이언 휘트니스
2018-08-07,,영업중,부산광역시 서구 서대신동2가 10-1번지 남영빌딩,301핏(FIT)
2018-08-01,,영업중,대구광역시 수성구 수성동4가 1022-11번지,에스비에스피팅짐
2018-08-16,,영업중,대구광역시 수성구 두산동 99번지,바디엔지니어스
2018-08-21,,영업중,대구광역시 수성구 범어동 39-10번지,썸머플레이스 스피닝
2018-08-02,,영업중,경기도 김포시 풍무동 405-4번지,커브스 풍무클럽
2018-09-06,,영업중,제주특별자치도 제주시 노형동 3782-2번지,마이짐
2018-08-23,,영업중,부산광역시 사하구 다대동 1548-18번지 201호,리본휘트니스
2018-08-14,,영업중,"경기도 성남시 분당구 판교동 591 티에스로드1, 3층",웰리스짐
2018-08-16,,영업중,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동,주식회사 카카오브이엑스
2018-08-31,,영업중,경기도 성남시 분당구 수내동 63-1 금산프라자빌딩,익스홀릭 가넷
2018-07-31,,영업중,서울특별시 서대문구 북가좌동 487번지 성공타워1,커브스 가재울 클럽
2018-08-06,,영업중,경상북도 포항시 남구 효자동 595-7,미스터리짐
2018-08-03,,영업중,서울특별시 양천구 신정동 1183-5번지 지층,청춘헬스
2018-08-03,,영업중,경기도 의정부시 민락동 804,바디챌린지MTP트레이닝
2018-08-06,,영업중,경상북도 포항시 남구 효자동 595-15번지,커브스 효자클럽
2018-09-06,,영업중,서울특별시 강남구 역삼동 687-7번지,머슬엑스
2018-09-03,,영업중,경기도 김포시 장기동 1868-5번지 훼밀리 플라자,JD GYM
2018-09-04,,영업중,서울특별시 성동구 성수동2가 289-14번지 지하1층,퀄핏 건강운동센터
2018-08-22,,영업중,서울특별시 강남구 신사동 528-8번지,플레이존스포츠(Playzone)
2018-08-22,,영업중,서울특별시 강남구 신사동 547-2번지,올댓바디
2018-08-28,,영업중,서울특별시 강남구 역삼동 641-3 노바빌딩,(주)비지엠에이치
2018-08-30,,영업중,서울특별시 강남구 역삼동 708-35 호텔 뉴브,피트니스 일레븐
2020-04-03,,영업중,경기도 김포시 통진읍 마송리 515-1,크라운짐
2020-04-03,,영업중,대전광역시 유성구 어은동 110-8 2층,잇츠GYM
2020-04-03,,영업중,서울특별시 송파구 문정동 652번지 송파법조타운푸르지오,테라피티
2020-04-03,,영업중,서울특별시 강서구 마곡동 799-2 푸리마타워 316~319호,원바디 PT
2020-03-20,,영업중,경기도 광주시 경안동 30-3번지,OH GYM
2020-04-01,,영업중,서울특별시 송파구 잠실동 44-3번지 레이크팰리스,카이로 바른 척추교정
2020-04-01,,영업중,서울특별시 중랑구 상봉동 102-57 상봉타워,BOBS GYM(밥스짐)
2020-04-02,,영업중,서울특별시 강남구 대치동 983-1번지 S-TOWER,주식회사 진스엠파워
2020-04-02,,영업중,전라남도 진도군 진도읍 남동리 782-1 진도공용버스터미널,Black fit 진도점
2013-11-28,,영업중,서울특별시 송파구 잠실동 218-7번지,PT클럽
2020-03-19,,영업중,경기도 남양주시 다산동 3198-68번지 광장프라자 4층 411호,COOL PT STUDIO
2020-03-30,,영업중,전라남도 구례군 구례읍 봉동리 198-15번지,선스피닝짐
2020-04-02,,영업중,부산광역시 기장군 기장읍 동부리 434-8 (주)대승,헬스 달리아
2020-04-02,,영업중,인천광역시 중구 운남동 1563-5번지,LHU 트레이닝센터
2020-03-31,,영업중,대구광역시 북구 복현동 337-9번지,마이핏
2020-03-30,,영업중,제주특별자치도 서귀포시 서홍동 1588-3,마인드휘트니스 서홍점
2020-01-29,,영업중,경기도 구리시 토평동 964-6 거양빌딩,메타짐 구리점
2020-08-03,,영업중,경기도 안양시 만안구 안양동 1389-1 메가빌딩,소마핏
2020-04-01,,영업중,충청남도 아산시 모종동 617번지 모종1차한성필하우스 상가동,주짓수 쎈짐
2020-03-19,,영업중,경기도 포천시 소흘읍 송우리 159-3 우덕프라자 405호,한스짐
2020-03-19,,영업중,부산광역시 사하구 하단동 511-7번지 정석빌딩,블로썸 핏
2020-04-13,,영업중,인천광역시 연수구 동춘동 937-11 상산빌딩,바디채널 동춘점
2020-04-08,,영업중,서울특별시 강남구 개포동 186-6번지,커브스 개포클럽
2020-04-08,,영업중,경기도 양평군 양평읍 양근리 269-23번지,에스짐
2020-05-13,,영업중,제주특별자치도 제주시 노형동 906,바디채널 남녕점
2020-05-13,,영업중,서울특별시 종로구 내자동 5번지 목천빌딩,홍핏(HONG FIT)
2020-04-13,,영업중,전라남도 순천시 조례동 922-4번지 패밀리건강랜드,천담수헬스사우나
2020-04-13,,영업중,부산광역시 금정구 구서동 192-1번지 새롬빌딩,오성피트니스
2020-05-14,,영업중,경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,메이크 더 무브
2020-05-14,,영업중,부산광역시 해운대구 좌동 1317번지 경동지플러스,스트롱 플레닛
2020-04-07,,영업중,서울특별시 성북구 정릉동 401-46번지 청수프라자,솜솜 스포츠
2020-04-08,,영업중,서울특별시 강서구 화곡동 342-57번지 3층,커브스 까치산클럽
2020-04-13,,영업중,충청남도 아산시 배방읍 갈매리 509번지 배방자이1차아파트,바디메이커 비스트짐
2020-05-13,,영업중,광주광역시 북구 본촌동 2968,레크테이너휘트니스센터
2020-04-07,,영업중,"대전광역시 유성구 전민동 303-12번지 3,4층",더에스핏
2020-04-08,,영업중,경기도 용인시 처인구 역북동 436-9번지,피플휘트니스
2020-04-10,,영업중,제주특별자치도 제주시 노형동 1281-1 라자아일랜드빌딩,제주사랑운동센터 메디짐
2020-05-13,,영업중,경상북도 포항시 북구 양덕동 1518,비다펠리즈
2020-04-09,,영업중,충청북도 진천군 진천읍 읍내리 523번지,커브스 진천클럽
2020-05-29,,영업중,경기도 포천시 신읍동 137-35번지,캘리포니아 피트니스
2020-05-29,,영업중,인천광역시 부평구 산곡동 281-5 오남프라자,플랜A휘트니스
2020-05-29,,영업중,대구광역시 달서구 상인동 72-1번지 상인중석타운,팀터틀랫 상인점
2020-04-08,,영업중,부산광역시 해운대구 좌동 1461-1 울트라타워,달라스 휘트니스
2020-04-13,,영업중,인천광역시 미추홀구 학익동 244-13,본어게인(BornAgain)
2020-04-10,,영업중,서울특별시 용산구 갈월동 66번지 신아빌딩,바디컨설팅
2020-04-07,,영업중,경상북도 경산시 조영동 311-13,메가짐
2020-04-07,,영업중,서울특별시 송파구 석촌동 165-7번지,Teddy Fitness
2020-04-10,,영업중,서울특별시 동작구 사당동 120-1번지 금강산보석불가마사우나,커브스 사당클럽
2020-04-08,,영업중,부산광역시 부산진구 전포동 663-9번지,팀케이 피트니스
2020-04-08,,영업중,경기도 성남시 수정구 창곡동 546-2,IBM PT(아이비엠 피티)
2020-04-08,,영업중,경기도 성남시 분당구 운중동 1030-1,H-Gym
2020-05-13,,영업중,서울특별시 송파구 풍납동 405-3번지 선일빌딩,제이핏 피티 앤 필라테스
2020-05-13,,영업중,서울특별시 강서구 등촌동 628 등촌동노블리움오피스텔,1986 피트니스
2020-05-29,,영업중,전라남도 목포시 옥암동 1248-4번지 2층,BBMC P·T SHOP
2020-06-05,,영업중,제주특별자치도 서귀포시 서홍동 257-2,더조아짐 서홍점 헬스&PT
2020-06-11,,영업중,서울특별시 송파구 잠실동 316-6번지,효 GYM
2020-04-23,,영업중,대구광역시 수성구 신매동 137,백현우 GYM
2020-03-31,,영업중,경기도 하남시 망월동 1129-4 에코타워,레이디짐
2020-04-09,,영업중,경기도 하남시 망월동 1111 신성프라자  I,에이치스튜디오 멀티짐
2020-06-04,,영업중,광주광역시 서구 치평동 1187-3 정연하이빌,바디마스터PT센터
2020-04-21,,영업중,경상남도 거제시 상동동 208-2번지,필라핏 156
2020-06-04,,영업중,대구광역시 동구 신천동 142-4,센트리얼필라테스 동대구점 더케어짐
2020-06-04,,영업중,서울특별시 중구 황학동 2523번지 황학 아크로타워,(주)스포짐옐로우 신당역점
2020-06-04,,영업중,충청남도 공주시 금성동 180-5번지,슬림바디핏
2020-06-04,,영업중,충청남도 서산시 예천동 617-10번지,짐 플렉스
2020-06-05,,영업중,대전광역시 대덕구 송촌동 464-2 동춘빌딩,더조짐
2020-06-11,,영업중,인천광역시 미추홀구 용현동 630-7,그레이짐
2020-04-21,,영업중,부산광역시 동래구 사직동 93-6 사직동 자이언츠 파크 지하1층,커스텀피트니스 사직점
2020-04-16,,영업중,부산광역시 부산진구 양정동 331-12,한상(Hansang)
2020-04-16,,영업중,부산광역시 영도구 남항동1가 1 정림위더스하임,JL fitness
2020-04-21,,영업중,"인천광역시 연수구 연수동 533번지 주공1단지, 2단지아파트",ALLSTAR PT(올스타피티)
2020-04-16,,영업중,대구광역시 동구 방촌동 1084-668,강변스파휘트니스
2020-04-21,,영업중,경기도 의정부시 의정부동 98-2,AThena GYM
2020-04-21,,영업중,대구광역시 동구 효목동 456-2 창림빌딩,팝스 휘트니스
2020-06-05,,영업중,경기도 군포시 도마교동 478-3번지 금강프라자,보인PT
2020-04-16,,영업중,충청북도 청주시 서원구 성화동 483번지 영광교회,KEEP FIT
2020-04-21,,영업중,제주특별자치도 서귀포시 법환동 746-3,퍼스트짐 신서귀포점
2020-06-05,,영업중,전라남도 해남군 해남읍 해리 461-1,보석사우나 헬스장
2020-06-05,,영업중,대구광역시 달성군 다사읍 서재리 99번지 4층,웰휘트니스24h 다사서재점
2020-05-26,,영업중,경기도 양평군 양평읍 창대리 684번지,YJ짐
2020-06-11,,영업중,대구광역시 북구 태전동 624-8번지,사이즈 핏
2020-06-17,,영업중,제주특별자치도 제주시 일도이동 991-20,트리플 짐
2020-04-09,,영업중,서울특별시 마포구 대흥동 408 숭문빌딩,SBT 퍼스널트레이닝
2020-04-09,,영업중,서울특별시 서대문구 홍제동 158-33번지 연세24시사우나,스타칼리 휘트니스
2002-09-27,,영업중,서울특별시 관악구 신림동 1538-10,PHOENIX 휘트니스 클럽
2020-04-09,,영업중,서울특별시 관악구 신림동 517-4 중앙빌딩,더 스테이 짐(The Stay Gym)
2020-04-09,,영업중,"대구광역시 북구 학정동 936-4 2,3층",빅토리짐 피트니스
2020-06-15,,영업중,대구광역시 동구 율하동 1445 율하타임스퀘어,피트니스 힐
2020-06-18,,영업중,인천광역시 연수구 송도동 3-14 은하프라자,현핏
2020-06-18,,영업중,경기도 안산시 단원구 초지동 729-1 신명프라자,보라카이짐(초지점)
2020-05-21,,영업중,서울특별시 강동구 명일동 47-2번지 고덕역갑을명가시티 오피스텔,콤마짐
2020-06-15,,영업중,경기도 안양시 동안구 비산동 1101-2 한양스포츠센타,업투 안양범계점
2020-06-15,,영업중,서울특별시 노원구 상계동 651-6번지 백산빌딩,베네핏
2020-06-11,,영업중,경기도 시흥시 배곧동 224-1 해든메디컬센터,세렌디PT
2020-06-11,,영업중,경기도 시흥시 배곧동 193-3 새롬프라자2,근뚜루 짐
2020-06-16,,영업중,서울특별시 서초구 방배동 760-2 후생시설,리커버리 퍼스널 트레이닝 센터
2020-06-11,,영업중,충청북도 진천군 진천읍 벽암리 569 진천터미널,티엠짐
2020-06-17,,영업중,경기도 김포시 구래동 6882-15,피트니스 벨
2020-06-16,,영업중,경기도 용인시 처인구 남사면 아곡리 701번지 406호,한숲PT
2020-06-17,,영업중,서울특별시 금천구 독산동 1059-4,일루고짐
2020-06-17,,영업중,서울특별시 강남구 역삼동 799-19 일성빌딩,Beyond Fitness Club
2020-06-17,,영업중,서울특별시 강남구 역삼동 651-17번지 더나무앤 빌딩,Hoon fit(훈핏)
2020-04-09,,영업중,인천광역시 미추홀구 용현동 665-1,강성원짐
2020-04-08,,영업중,충청북도 청주시 흥덕구 복대동 288-122번지,PT라운지
2020-04-09,,영업중,경상남도 김해시 부곡동 1163-3,리복헬스
2020-06-17,,영업중,경상북도 안동시 운안동 347-2번지 메트로빌리지,스마일헬스
2020-06-11,,영업중,제주특별자치도 서귀포시 동홍동 1255-6,크로스핏시그넷
2020-06-15,,영업중,경기도 성남시 분당구 서현동 306-2 동남프라자,앵커 필라테스 앤 피티
2020-04-09,,영업중,대전광역시 중구 태평동 395-1 삼부프라자,웰니스 지
2020-06-15,,영업중,경상남도 김해시 대청동 301-7,404피트니스 장유점
2020-06-18,,영업중,서울특별시 서초구 서초동 1330-8번지 EWR빌딩,아크피티스튜디오
2020-05-08,,영업중,서울특별시 강남구 역삼동 788-15 남자빌딩,피트니스플랜비
2020-05-08,,영업중,경기도 광주시 삼동 258-5,와이투짐
2020-05-08,,영업중,부산광역시 수영구 남천동 296-4번지,Y트레이닝센터
2020-04-20,,영업중,서울특별시 양천구 신월동 81-21번지,케이불스 휘트니스 신월사거리점
2020-06-08,,영업중,경기도 이천시 갈산동 592-75,어뮤즈 핏&필라
2020-04-28,,영업중,대구광역시 수성구 범어동 64,RED GYM 만촌네거리점
2020-04-28,,영업중,대구광역시 달성군 화원읍 명곡리 191 3층,임팩트 화원점
2020-04-28,,영업중,대구광역시 동구 방촌동 1063-30,나의다짐
2020-04-28,,영업중,서울특별시 용산구 한남동 630-9번지 THE VIII(갈2:20),TIM GYM
2020-05-19,,영업중,서울특별시 용산구 이태원동 124-1번지 준아트빌,에이블짐 이태원역점
2020-05-08,,영업중,경기도 성남시 수정구 태평동 3407 재경빌딩,준필라테스 엔 피티
2020-05-18,,영업중,서울특별시 중구 신당동 48-1번지,마인PT & 필라테스 신당청구점
2020-05-19,,영업중,서울특별시 중구 충무로2가 60-3 성창빌딩,더블에스 휘트니스
2020-05-18,,영업중,부산광역시 동래구 명륜동 637-5번지 2층,엠씨피트니스 (동래점)
2020-05-18,,영업중,충청남도 아산시 권곡동 219-21번지,빌더짐
2020-05-19,,영업중,충청남도 아산시 배방읍 장재리 1531번지,HONG GYM
2020-06-08,,영업중,서울특별시 동대문구 회기동 45-115번지,밤 피티 앤 필라테스
2020-06-08,,영업중,전라남도 목포시 상동 889-5 SL빌딩 8층,헤이브 짐
2020-04-20,,영업중,서울특별시 강서구 방화동 569-12번지 해성빌딩 6층,방화사거리점 스포애니 주)케이디스포츠
2020-05-15,,영업중,인천광역시 중구 운서동 3090-1번지,GYM201
2020-05-18,,영업중,서울특별시 동대문구 용두동 788 한방천하 용두동 포스빌,에이치짐
2003-05-16,,영업중,경상남도 김해시 지내동 313-4 3층,동원헬스
2020-06-08,,영업중,인천광역시 남동구 논현동 632-1번지 칼리오페,월드짐
2020-04-20,,영업중,충청남도 공주시 신관동 241-1번지,JUN PT GYM
2022-03-24,,영업중,서울특별시 관악구 신림동 1409-8 에드원,고핏 피트니스
2020-05-11,,영업중,경기도 김포시 구래동 6883-4번지 폴리프라자,비욘드짐
2020-04-09,,영업중,경상북도 의성군 의성읍 후죽리 684-5번지,대륜관
2020-05-07,,영업중,인천광역시 서구 청라동 157-15 커낼힐스빌 205호,피지컬 뷰티
2020-05-07,,영업중,서울특별시 동대문구 제기동 1158-46,HOME GYM
2020-05-11,,영업중,인천광역시 서구 검암동 643-2 우주프라자,케이짐
2020-04-27,,영업중,서울특별시 강동구 성내동 111-6번지 한스빌딩,PT1987
2022-03-24,,영업중,서울특별시 광진구 화양동 48-5 선일빌딩,휘트니스피플우먼 건대점
2020-05-11,,영업중,"경기도 안양시 만안구 안양동 676-1번지 PROJECT 500 TOWER 5,6층",라이프 휘트니스 안양
2020-05-11,,영업중,서울특별시 금천구 가산동 60-3 대륭포스트타워 5차,리메이크짐
2020-05-07,,영업중,서울특별시 강남구 논현동 110-26번지,나비드짐
2020-05-07,,영업중,서울특별시 노원구 중계동 584-1 삼창타워프라자,상계역점 스포애니 주)케이디스포츠
2020-05-07,,영업중,서울특별시 성북구 장위동 316-3번지 센트럴타운,커브스 월계클럽
2020-05-07,,영업중,경기도 고양시 일산동구 장항동 857-1 라고프라자,포레스트짐PT
2020-04-03,,영업중,경기도 고양시 일산동구 백석동 1331-1 크리스탈빌딩,포유짐
2020-05-06,,영업중,경기도 용인시 수지구 상현동 1 만현마을동보2차아파트,준1:1PT헬스
2020-05-20,,영업중,부산광역시 금정구 부곡동 386-6번지,더 매력짐
2020-05-20,,영업중,"서울특별시 영등포구 신길동 355-1번지 대덕빌딩, 4층",GT휘트니스 2호점
2020-05-25,,영업중,인천광역시 서구 검암동 597-2 인프라자,운동공장
2020-05-11,,영업중,서울특별시 성북구 보문동1가 10번지,헤드온 피트니스(Head on Fitness)
2020-05-06,,영업중,서울특별시 강남구 논현동 158-32번지,스카이짐
2020-05-06,,영업중,부산광역시 기장군 기장읍 동부리 124 전자랜드21,기장 워너짐
2020-05-06,,영업중,대구광역시 달서구 파호동 82-30,임팩트 강창점
2020-05-11,,영업중,경기도 구리시 수택동 875 금호프라자2,N GYM
2020-05-11,,영업중,서울특별시 강남구 역삼동 837-18번지 서희스타힐스오피스텔,화이트짐 강남점
2020-05-01,,영업중,대전광역시 동구 가오동 604번지,만나짐
2020-08-03,,영업중,충청북도 청주시 청원구 율량동 2157,웰핏
2020-06-02,,영업중,경기도 이천시 갈산동 595,다짐
2020-06-02,,영업중,부산광역시 부산진구 양정동 264-1번지 M&S BLD,운동센터(GYM100)
2020-04-17,,영업중,충청남도 아산시 배방읍 공수리 1504,닥터 바디짐
2020-04-17,,영업중,서울특별시 동작구 사당동 145-23,어울림 바디클리닉(P.T 샵)
2020-04-06,,영업중,서울특별시 종로구 소격동 48,Wellness K(웰니스 케이)
2022-03-24,,영업중,충청북도 청주시 상당구 방서동 644-108,임봉수GYM
2020-05-12,,영업중,부산광역시 기장군 정관읍 매학리 748-6,TOP PT GYM(탑피티짐)
2020-04-17,,영업중,경기도 고양시 덕양구 삼송동 135-33 지층,크로스핏 손오공(삼송점)
2020-04-06,,영업중,경기도 고양시 일산서구 일산동 1083-1 대화프라자 제비101호,메인휘트니스 후곡점
2020-04-17,,영업중,경기도 의정부시 신곡동 726-1 박사빌딩,인생 퍼스널트레이닝
2020-04-24,,영업중,서울특별시 은평구 녹번동 76-10번지 DH팰리스 1층,Timeless PT Studio
2020-04-06,,영업중,충청북도 청주시 흥덕구 가경동 1757 강서미네르바,유노짐
2020-04-06,,영업중,대전광역시 중구 목동 24번지 목양마을아파트 상가 지하1층,파프리카짐 목동점
2020-04-06,,영업중,전라남도 담양군 담양읍 백동리 270-3번지 대나무랜드,대나무랜드
2020-06-01,,영업중,경기도 김포시 구래동 6886-6 한강신도시 반도유보라 4차,(주)알엠
2020-04-06,,영업중,서울특별시 성동구 성수동2가 317-23 세종빌딩,성수역점 스포애니
2020-04-24,,영업중,충청남도 공주시 월송동 624번지,BODY PT 공주짐
2020-06-09,,영업중,인천광역시 부평구 산곡동 99-5번지 산곡동 에스코빌딩,애플트리 휘트니스
2020-04-06,,영업중,세종특별자치시 종촌동 658번지 메디케어빌딩,챔피언짐
2020-04-17,,영업중,서울특별시 성동구 옥수동 362-1 교연학원,ST 요가앤PT
2020-04-24,,영업중,경기도 하남시 풍산동 490-2 하우스디스마트밸리 190호,문스타휘트니스 황산점
2020-05-12,,영업중,전라남도 여수시 웅천동 1696-1,뉴바디짐
2020-06-01,,영업중,울산광역시 북구 명촌동 698-1,더멋짐 휘트니스 센터
2020-06-09,,영업중,경기도 성남시 분당구 정자동 15-7 하나플라자빌딩,피쓰리짐
2020-06-09,,영업중,경기도 파주시 야당동 1006번지,머슬텐 휘트니스
2020-06-02,,영업중,부산광역시 연제구 연산동 588-12번지 화성빌딩,멋짐
2020-06-02,,영업중,대전광역시 서구 둔산동 1042번지 영남빌딩 802호,커브스 둔산타임클럽
2020-05-28,,영업중,경기도 양주시 백석읍 복지리 127번지,당근짐
2020-05-28,,영업중,서울특별시 중랑구 면목동 617-2,에이블짐
2020-05-28,,영업중,서울특별시 관악구 신림동 246-32,힙짐(HIP GYM)
2020-04-14,,영업중,서울특별시 종로구 교남동 47-3,짐피닉스
2020-05-04,,영업중,서울특별시 노원구 상계동 672번지 평화빌딩,핏구공피티스튜디오&소정필라테스
2020-05-27,,영업중,제주특별자치도 서귀포시 법환동 326,Teammonsterlee PT Gym
2020-06-09,,영업중,부산광역시 부산진구 전포동 875-1 진흥프라자,에스휘트니스
2020-06-09,,영업중,서울특별시 성북구 정릉동 284-16번지,슬림라인 휘트니스
2020-04-29,,영업중,경상북도 김천시 율곡동 814번지 율곡스퀘어 KTX,리얼핏
2020-04-29,,영업중,경상북도 경산시 대동 154-12번지,단디 휘트니스 영남대점
2020-04-29,,영업중,제주특별자치도 서귀포시 동홍동 114-10,마인드휘트니스 동홍점
2020-06-09,,영업중,"경기도 용인시 수지구 신봉동 967 진성프라자2 601,603,604호",어썸핏 신봉점
2020-04-14,,영업중,인천광역시 미추홀구 주안동 1584-6 리프라자,제이투짐 PT Shop
2020-05-04,,영업중,서울특별시 동대문구 장안동 429-5번지,빛나짐
2020-06-03,,영업중,서울특별시 성동구 행당동 192-29 성동샤르망,리커버 필라테스 PT
2020-06-03,,영업중,서울특별시 송파구 잠실동 242-7,아머피티샵
2020-06-03,,영업중,충청남도 아산시 탕정면 매곡리 62-2번지,원 fitness
2003-12-16,,영업중,경기도 남양주시 와부읍 덕소리 483 선플렉스본관 5층,위너스포랜드
2020-05-17,,영업중,서울특별시 관악구 신림동 112-40,조이풀 피티샵
2020-04-14,,영업중,경상남도 밀양시 내이동 721-4,포텐터짐1205
2020-04-29,,영업중,서울특별시 서초구 잠원동 103 반포역,스포니스 반포점
2020-04-29,,영업중,대구광역시 동구 신천동 298-4,더바디짐
2020-04-14,,영업중,경기도 성남시 분당구 서현동 94-3 우성종합상가,슈퍼맥스
2020-04-22,,영업중,제주특별자치도 서귀포시 색달동 2864-10번지,마인드휘트니스 중문점
2020-06-03,,영업중,인천광역시 연수구 송도동 98-2번지 송도아라플라자 305호,송도짐
2020-06-03,,영업중,경상북도 울진군 울진읍 읍내리 184-11번지,DA GYM
2020-04-29,,영업중,서울특별시 송파구 잠실동 231-3 유니크빌,트레이닝 메이트
2020-04-29,,영업중,인천광역시 남동구 논현동 754-1 거목프라자,프라이핏짐
2020-05-27,,영업중,경기도 용인시 수지구 상현동 5-4,CS휘트니스
