ID,price
1862,10495
1863,8000
1864,10488
1865,9990
1866,8500
1868,11142
1869,13495
1871,5690
1872,12000
1873,10149
1874,5495
1875,9995
1877,7495
1878,16989
1880,15995
1881,16790
1882,11490
1883,13998
1884,9995
1885,6498
1886,7000
1887,14299
1888,11999
1889,14995
1890,12998
1892,25999
1893,13985
1894,7000
1895,6995
1896,14998
1897,11470
1898,18000
1899,14490
1900,7395
1905,10300
1906,6999
1907,11995
1909,8899
1910,18695
1911,16995
1912,9500
1913,16929
1914,10250
1915,23480
1916,8290
1917,25195
1919,7495
1920,13490
1921,13495
1923,14678
1925,8591
1926,16991
1929,7998
1930,9350
1933,15995
1934,12495
1935,35985
1938,33992
1939,15250
1940,15500
1941,13799
1942,16470
1943,14798
1944,4750
1945,21995
1946,16299
1947,7101
1948,11495
1949,9995
1950,18295
1952,9998
1953,23495
1954,8200
1955,7990
1956,15495
1957,17495
1958,21995
1959,15995
1960,20495
1962,12900
1963,8296
1965,13789
1966,13995
1967,9491
1968,13485
1969,8999
1970,20495
1971,9295
1972,10995
1973,13495
1974,11240
1975,11498
1976,15799
1977,17995
1978,13475
1980,6650
1981,22899
1982,9498
1983,8995
1984,11891
1985,15000
1986,18000
1988,4495
1989,15750
1991,7495
1992,20900
1993,7298
1994,13750
1995,18579
1996,12995
1998,15498
1999,9495
2000,7393
2002,7040
2003,8795
2004,17000
2005,13985
2006,6500
2007,6310
2008,15990
2009,21490
2010,7495
2011,6990
2012,7803
2013,14799
2017,6995
2018,14490
2019,7991
2020,13399
2021,8770
2024,10485
2025,10499
2026,7485
2027,8099
2028,8000
2029,6695
2031,21800
2033,14751
2034,6398
2035,15498
2037,13470
2038,21839
2040,27989
2041,12699
2042,23469
2044,22491
2045,9500
2046,8000
2047,13799
2048,15127
2049,11000
2050,11698
2051,8498
2052,17995
2054,7695
2055,9000
2057,15990
2058,6030
2059,19691
2060,22962
2061,15469
2062,15498
2063,8700
2064,17980
2065,14949
2066,9595
2067,14998
2068,10290
2069,9995
2072,18350
2074,11500
2075,7849
2076,15990
2077,10699
2079,8991
2080,13991
2082,7999
2083,12998
2085,7295
2086,9995
2087,12495
2089,7995
2090,8499
2091,13998
2092,14490
2093,15498
2094,16390
2095,15498
2097,21250
2098,6498
2099,9750
2100,15985
2101,11500
2103,18499
2104,9491
2105,7495
2106,8298
2107,12000
2108,9470
2109,4990
2110,18995
2111,17500
2112,10100
2113,26995
2114,21995
2115,16211
2116,7698
2117,9099
2118,10776
2119,10970
2120,20970
2121,9990
2122,12350
2123,24995
2124,14000
2125,26999
2126,6999
2127,9495
2128,32380
2129,7100
2131,7998
2132,8298
2133,18000
2135,10995
2136,17700
2137,4490
2138,8000
2139,13490
2142,11151
2143,17234
2144,13998
2146,13969
2147,6780
2148,7590
2149,15000
2150,4998
2151,34000
2152,15270
2153,12990
2154,12990
2155,15000
2156,7775
2157,13698
2158,11998
2159,7998
2160,7777
2161,16995
2163,14985
2164,7637
2168,16295
2169,7924
2170,5295
2171,14298
2172,18995
2173,18890
2174,16995
2177,15450
2178,8495
2179,14985
2180,10495
2181,6750
2184,14290
2185,12289
2186,13298
2187,14498
2188,21000
2189,14499
2190,16000
2191,8995
2192,14498
2194,4595
2195,16000
2196,9195
2197,21490
2198,9490
2199,5999
2200,5695
2201,6890
2202,11980
2205,13470
2206,9395
2207,9490
2208,9600
2209,8979
2210,15995
2211,15998
2212,7495
2213,6990
2214,8495
2215,25000
2216,18998
2217,16498
2218,10990
2222,20950
2223,20990
2225,4791
2226,10998
2228,8290
2229,18990
2230,11795
2233,9499
2234,21490
2235,13290
2236,8340
2237,8970
2239,15400
2240,12300
2241,1695
2242,15499
2243,6998
2244,22969
2245,19495
2246,12698
2247,15730
2249,18995
2250,7599
2251,12995
2254,7799
2256,15000
2257,9495
2258,14750
2259,20495
2260,10990
2261,8500
2262,14798
2263,5798
2264,13695
2265,7298
2266,10999
2268,15550
2269,8995
2270,13749
2271,10490
2273,13995
2274,11340
2275,5798
2276,10999
2277,9699
2279,13740
2280,11799
2281,2250
2282,7800
2283,5191
2284,6689
2285,13999
2286,20495
2288,10362
2289,13995
2290,6950
2291,23990
2293,15995
2294,11485
2296,15400
2297,8495
2299,8095
2300,8970
2301,21800
2302,9835
2304,5916
2306,14495
2308,9495
2309,7495
2310,11990
2312,8499
2313,6491
2314,11998
2315,5885
2316,8796
2317,14480
2318,8750
2319,9295
2320,8595
2321,7646
2322,3495
2323,14490
2324,36999
2325,8295
2329,15498
2330,7498
2331,9491
2332,4998
2333,15295
2334,32495
2335,12790
2336,9499
2337,18245
2338,25490
2339,11490
2340,17290
2341,7500
2342,7795
2343,15998
2344,5750
2345,4490
2346,9580
2347,15995
2349,11500
2350,14500
2352,14298
2353,8299
2354,10349
2355,14995
2356,10995
2357,8495
2358,6800
2359,6480
2360,13539
2361,7798
2362,12245
2363,8670
2365,14990
2366,9295
2367,8270
2368,10495
2369,14600
2370,21380
2371,7495
2373,10195
2374,8380
2375,7998
2376,7500
2377,13480
2378,2990
2379,24500
2380,15494
2381,14990
2382,6800
2384,9795
2385,13600
2386,13998
2387,6950
2388,12495
2390,8995
2391,6850
2394,14995
2396,9495
2397,12711
2398,13298
2399,15490
2400,5995
2401,13970
2402,10498
2403,33495
2405,8490
2406,22495
2408,9495
2409,8495
2410,16970
2411,6836
2414,8495
2416,7159
2418,7785
2419,4995
2420,7998
2421,29690
2422,16490
2424,7499
2425,18695
2426,8298
2428,18995
2429,19970
2430,15995
2431,6500
2432,13799
2433,21590
2434,18995
2435,5950
2436,13195
2438,7495
2439,15498
2440,11995
2441,18750
2442,7870
2443,10295
2444,11680
2445,23995
2446,9250
2447,7991
2448,9000
2451,13989
2452,6991
2453,6995
2454,15692
2455,7798
2456,8498
2458,12998
2459,25495
2460,13995
2461,15899
2463,8250
2465,21689
2466,18850
2468,5998
2469,13500
2472,12710
2473,20995
2474,13599
2475,7899
2476,15498
2477,8995
2478,6499
2479,14682
2480,8995
2481,12989
2482,16485
2483,19989
2484,8995
2485,8500
2487,18895
2488,5989
2489,15495
2490,9295
2492,7998
2493,11998
2494,8520
2495,6630
2496,7640
2498,23991
2499,9499
2500,16750
2503,15109
2504,6698
2505,11500
2506,12498
2507,14200
2508,15298
2509,21995
2511,15732
2512,6890
2513,23495
2515,23340
2516,14990
2517,19894
2519,6275
2521,8995
2522,17560
2523,7995
2524,31394
2525,13894
2526,11388
2527,21695
2528,5725
2529,20000
2530,13480
2531,11390
2532,11998
2533,11991
2534,19980
2535,5740
2536,15995
2537,13500
2539,10120
2540,11399
2541,8270
2542,12995
2545,10991
2546,7899
2547,24995
2548,10991
2549,6998
2550,16000
2551,6799
2553,7249
2554,14495
2555,9995
2556,8995
2557,10950
2560,15794
2561,5995
2562,20950
2563,6795
2564,9895
2567,14800
2569,12495
2571,25995
2572,7495
2573,6850
2574,17690
2575,16990
2576,7250
2577,13500
2579,14798
2580,14270
2581,24990
2582,12998
2583,14250
2584,8990
2585,13510
2586,16995
2587,33999
2588,17995
2589,6820
2590,6990
2591,11798
2592,13470
2594,6990
2595,12000
2596,15490
2598,11295
2600,10998
2601,13995
2602,7490
2605,5690
2607,21750
2608,14499
2609,4950
2610,18680
2611,4291
2612,15320
2613,7295
2614,5995
2615,10000
2617,12791
2618,14999
2619,14470
2621,8600
2622,15295
2623,9490
2624,13998
2625,13495
2626,9721
2627,15490
2630,8350
2631,9491
2632,12395
2634,15298
2636,7950
2637,12500
2638,5000
2639,15998
2640,11695
2641,11000
2642,10780
2643,15089
2644,7291
2645,15999
2646,17298
2647,7995
2649,11750
2650,6990
2651,16990
2652,9989
2653,11699
2654,14640
2655,11350
2656,13900
2657,7499
2658,17000
2659,8850
2660,15490
2662,7000
2663,10495
2664,5495
2665,1395
2666,5570
2668,6799
2669,10270
2671,17100
2672,14495
2673,17899
2674,6491
2675,8471
2676,6079
2677,11990
2678,22998
2679,16498
2680,12790
2681,9498
2682,8470
2683,18579
2684,13998
2685,13000
2686,17450
2687,7200
2688,13495
2690,14690
2691,8998
2692,15795
2693,13795
2694,6925
2695,14291
2696,15795
2699,21000
2701,13498
2702,16000
2704,12700
2705,14800
2706,13250
2707,12300
2709,13140
2710,6798
2711,7699
2712,17495
2713,17295
2714,10300
2715,8390
2716,18440
2717,10398
2718,22480
2719,5849
2720,6190
2721,16495
2722,11995
2726,32494
2727,9998
2729,18000
2730,6299
2731,15498
2733,4795
2734,10080
2735,11149
2736,7999
2738,3695
2740,14791
2741,14990
2742,21795
2743,15498
2744,7995
2745,19500
2746,11498
2747,13950
2748,6390
2749,7000
2750,13690
2751,11995
2752,7599
2753,12300
2755,15498
2756,7190
2757,6985
2758,12998
2759,12299
2760,7700
2761,17790
2762,6295
2763,10290
2764,17999
2765,6995
2766,1990
2767,3490
2770,15499
2771,6995
2772,18600
2775,13280
2776,13495
2777,7291
2778,13798
2779,11495
2780,10870
2781,17490
2782,23491
2783,13350
2784,20490
2785,7999
2786,20990
2787,3750
2788,12798
2790,7500
2791,8595
2793,11050
2794,17480
2795,23895
2796,21795
2798,20000
2799,6998
2800,16000
2802,13498
2803,8999
2804,16290
2805,29495
2807,19998
2809,12892
2810,15498
2811,2699
2812,12000
2813,13995
2814,7989
2815,14093
2816,9475
2817,20550
2818,13295
2819,8499
2820,20394
2821,16699
2826,12355
2827,14995
2828,15990
2829,16999
2830,14695
2831,15998
2832,7700
2833,25995
2834,15495
2835,11517
2836,10698
2837,5995
2839,16199
2840,14495
2841,14995
2842,20985
2843,8495
2844,8600
2845,11950
2847,15998
2848,11980
2849,11695
2850,5790
2852,7995
2854,8985
2855,12495
2856,8000
2857,23991
2859,9990
2860,15995
2861,8645
2862,16495
2863,11998
2864,5295
2865,8995
2866,35995
2867,15258
2868,8100
2870,23997
2871,20995
2873,11998
2874,11360
2875,9890
2876,5389
2877,21599
2878,7495
2879,18999
2880,8695
2881,8489
2882,7297
2883,7000
2884,8292
2885,7490
2886,15491
2887,21495
2888,9495
2889,8490
2890,10500
2892,12495
2893,7495
2895,8995
2896,17995
2897,23980
2898,15698
2899,22495
2902,13998
2903,7490
2905,6130
2908,22495
2909,3499
2910,9795
2911,6995
2912,1990
2913,10500
2914,20990
2916,4121
2917,15498
2918,7200
2919,2195
2920,7000
2923,8000
2924,21000
2925,4492
2926,6998
2928,8490
2929,14485
2930,8660
2931,9855
2932,13698
2933,13995
2934,12698
2935,5595
2937,8769
2938,9191
2939,8490
2940,15298
2941,7495
2944,18500
2945,15498
2946,16390
2947,6960
2948,6391
2949,7990
2950,5990
2951,13790
2952,7990
2955,20995
2957,3799
2959,13998
2960,16995
2961,5489
2962,17980
2963,7291
2965,16499
2966,7500
2967,8300
2968,11995
2969,5495
2970,6290
2971,5500
2972,12698
2974,7600
2975,23495
2976,7695
2977,7291
2978,10220
2982,7390
2983,9450
2984,17999
2985,19360
2986,7995
2987,19995
2988,11350
2990,8495
2994,14500
2995,8295
2996,4295
2999,7380
3001,11180
3002,18798
3003,10298
3004,7200
3005,14790
3006,11495
3007,16500
3008,23991
3009,21795
3010,10790
3011,8500
3012,26990
3013,16750
3014,12995
3015,22970
3016,7000
3018,8199
3019,8495
3020,18491
3021,15500
3022,13326
3023,10795
3024,16495
3025,18500
3028,13290
3030,22990
3032,7995
3033,9299
3034,23995
3036,12990
3037,7495
3039,6981
3040,8695
3041,8495
3042,25280
3043,7480
3044,14985
3045,15995
3046,23498
3049,17995
3050,14690
3051,8645
3054,17750
3057,12700
3058,19000
3059,9400
3061,26439
3062,7495
3063,7291
3064,35495
